ssvid,eez,year,flag_iso3,fishing_hours,eez_iso3
416569000,8317,2014,TWN,142.77944444444447,NRU
416569000,8488,2014,TWN,0.25222222222222224,KIR
431308000,8316,2018,JPN,287.7105555555556,FSM
431308000,8324,2018,JPN,129.30305555555555,PNG
431308000,8315,2018,JPN,2.81,PLW
431308000,8317,2018,JPN,101.3336111111111,NRU
431308000,NA,2018,JPN,8.633611111111112,high_seas
432549000,8314,2016,JPN,118.49583333333335,SLB
432549000,8316,2016,JPN,1028.2133333333331,FSM
432549000,8324,2016,JPN,777.375277777778,PNG
432549000,8317,2016,JPN,19.078611111111115,NRU
416000806,8322,2023,TWN,111.94333333333333,PHL
416000806,NA,2023,TWN,3188.340555555555,high_seas
416002201,NA,2019,TWN,2029.785833333333,high_seas
416002201,8487,2019,TWN,0.1625,JPN
416000702,NA,2017,TWN,24.525,high_seas
412420934,NA,2016,CHN,1903.465,high_seas
412420934,8480,2016,CHN,67.22500000000001,IND
412420934,8432,2016,CHN,1.5194444444444444,PER
431680154,NA,2021,JPN,868.3242837024999,high_seas
431680154,8487,2021,JPN,246.1403138888889,JPN
432845000,8316,2024,JPN,0.9911111111111112,FSM
416000446,8321,2023,TWN,139.0958333333333,TWN
416000446,8322,2023,TWN,86.48777777777777,PHL
416000446,NA,2023,TWN,1825.9519444444443,high_seas
200017179,8322,2019,TWN,27.48361111111111,PHL
200017179,NA,2019,TWN,1770.436388888889,high_seas
200017179,8315,2019,TWN,2577.927222222222,PLW
416000477,8343,2022,TWN,18.34,MUS
416000477,NA,2022,TWN,6539.3431666666675,high_seas
416000477,8348,2022,TWN,3.7655555555555558,MDG
412446504,8486,2023,CHN,3127.258055555555,CHN
412446504,8327,2023,CHN,768.0416666666665,KOR
412446504,8321,2023,CHN,203.01333333333332,TWN
431501259,NA,2017,JPN,23.159444444444443,high_seas
431501259,8315,2017,JPN,1084.7363888888888,PLW
431501259,8487,2017,JPN,556.5066666666665,JPN
431680370,NA,2018,JPN,169.25833333333333,high_seas
431680370,8487,2018,JPN,254.98805555555555,JPN
431680370,8315,2018,JPN,1018.6044444444444,PLW
431159000,8314,2016,JPN,63.51333333333335,SLB
431159000,8487,2016,JPN,2.6744444444444446,JPN
431159000,8316,2016,JPN,973.8986111111112,FSM
431159000,NA,2016,JPN,0.38305555555555554,high_seas
431159000,8488,2016,JPN,248.59972222222234,KIR
431159000,8324,2016,JPN,864.6550000000001,PNG
431308000,8324,2015,JPN,53.16722222222222,PNG
431308000,8316,2015,JPN,272.9480555555556,FSM
431308000,NA,2015,JPN,29.2275,high_seas
431308000,8488,2015,JPN,127.57277777777779,KIR
416000228,NA,2024,TWN,670.7102777777776,high_seas
416004368,NA,2018,TWN,5071.1386111111115,high_seas
431680160,NA,2017,JPN,972.201111111111,high_seas
431680160,8487,2017,JPN,12.150833333333333,JPN
416000702,NA,2020,TWN,1429.2536111111106,high_seas
431680154,8315,2019,JPN,166.7688888888889,PLW
431680154,8487,2019,JPN,13.130277777777783,JPN
431680154,NA,2019,JPN,551.753888888889,high_seas
431680630,8316,2015,JPN,803.568888888889,FSM
431680630,NA,2015,JPN,81.89222222222223,high_seas
431680230,8487,2021,JPN,344.8219444444444,JPN
431680230,8315,2021,JPN,331.4122222222222,PLW
431680230,NA,2021,JPN,1206.4751083333335,high_seas
431200460,8487,2015,JPN,65.9986111111111,JPN
431200460,NA,2015,JPN,688.8497222222222,high_seas
416003505,8315,2017,TWN,1609.2333333333333,PLW
416003505,NA,2017,TWN,82.06527777777778,high_seas
416000737,NA,2020,TWN,6824.403055555554,high_seas
416000737,8322,2020,TWN,15.018611111111111,PHL
416000737,8315,2020,TWN,42.74111111111112,PLW
416000737,8316,2020,TWN,30.74305555555555,FSM
510057000,8316,2020,FSM,569.2111111111114,FSM
510057000,8324,2020,FSM,281.1544444444447,PNG
510057000,8318,2020,FSM,32.80111111111115,MHL
510057000,8317,2020,FSM,28.720277777777806,NRU
431501170,8487,2024,JPN,365.05527777777775,JPN
431600390,8487,2022,JPN,1988.5975530555556,JPN
431600390,NA,2022,JPN,1614.390028590833,high_seas
431680210,8487,2016,JPN,351.73305555555555,JPN
431680210,8315,2016,JPN,472.2194444444444,PLW
431680210,NA,2016,JPN,107.53083333333333,high_seas
553111777,8324,2017,PNG,2435.3077777777785,PNG
416004368,NA,2016,TWN,3323.931111111111,high_seas
416000817,NA,2015,TWN,212.65861111111113,high_seas
412460113,8446,2020,CHN,5352.48118910639,NZL
412460113,8445,2020,CHN,68.81444444444446,WSM
412460113,NA,2020,CHN,55.88333333333334,high_seas
416001159,NA,2020,TWN,197.5536111111111,high_seas
416001159,8321,2020,TWN,0.6177777777777778,TWN
416001159,8487,2020,TWN,29.819166666666668,JPN
412467334,8318,2021,CHN,1131.502364330833,MHL
412467334,NA,2021,CHN,30.71583333333334,high_seas
412467334,8316,2021,CHN,13.353888888888887,FSM
431680370,NA,2020,JPN,1613.0808333333334,high_seas
431680370,8487,2020,JPN,1153.996666666667,JPN
431680141,8315,2023,JPN,2096.733888888889,PLW
431680141,8487,2023,JPN,15.018055555555556,JPN
431680141,NA,2023,JPN,916.4163888888888,high_seas
432487000,8316,2017,JPN,680.7950000000001,FSM
432487000,8324,2017,JPN,783.6611111111113,PNG
432487000,8315,2017,JPN,66.68916666666668,PLW
432487000,8487,2017,JPN,2.638333333333333,JPN
416000776,8315,2017,TWN,1774.124722222222,PLW
416000776,8316,2017,TWN,4.754722222222222,FSM
416000228,8487,2020,TWN,13.994722222222222,JPN
416000228,NA,2020,TWN,5104.669444444444,high_seas
416001007,8321,2022,TWN,0.42500000000000004,TWN
416001007,NA,2022,TWN,3330.3037533333336,high_seas
416001007,8322,2022,TWN,0.7991666666666666,PHL
548051500,NA,2015,PHL,2.406388888888889,high_seas
548051500,8318,2015,PHL,88.09333333333335,MHL
548051500,8314,2015,PHL,10.860000000000003,SLB
548051500,8488,2015,PHL,244.43194444444444,KIR
548051500,8324,2015,PHL,524.406111111111,PNG
548051500,8316,2015,PHL,177.12499999999997,FSM
548051500,8317,2015,PHL,74.24305555555557,NRU
416000351,8321,2024,TWN,244.44749999999996,TWN
431812000,8486,2024,JPN,60.57972222222225,CHN
431812000,8487,2024,JPN,61.95500000000002,JPN
431812000,8327,2024,JPN,19.663333333333306,KOR
431812000,48955,2024,JPN,15.476944444444442,JPN
431602750,NA,2020,JPN,2326.440555555556,high_seas
431602750,8487,2020,JPN,1461.0744444444445,JPN
432438000,8314,2017,JPN,5.844166666666666,SLB
432438000,NA,2017,JPN,0.5069444444444444,high_seas
432438000,8487,2017,JPN,0.5036111111111111,JPN
432438000,8324,2017,JPN,600.8497222222222,PNG
432438000,8316,2017,JPN,692.5983333333331,FSM
432438000,8315,2017,JPN,82.3097222222222,PLW
416002323,8316,2020,TWN,1338.7505555555554,FSM
431680360,NA,2021,JPN,563.1832087013889,high_seas
431680360,8315,2021,JPN,1596.2737610572221,PLW
431680360,8487,2021,JPN,1.326111111111111,JPN
201708106,8315,2018,UNK,1087.3875,PLW
201708106,NA,2018,UNK,120.80888888888889,high_seas
412420805,8486,2023,CHN,5.925,CHN
412420805,NA,2023,CHN,1928.5649999999994,high_seas
431501170,8487,2016,JPN,685.0400000000001,JPN
431501170,NA,2016,JPN,1066.605,high_seas
431501170,8316,2016,JPN,2162.7330555555554,FSM
431680210,NA,2017,JPN,10.441666666666666,high_seas
431680210,8315,2017,JPN,437.20916666666665,PLW
431680160,8315,2020,JPN,130.12527777777777,PLW
431680160,8487,2020,JPN,20.20388888888889,JPN
431680160,NA,2020,JPN,1038.0625,high_seas
412467334,8318,2023,CHN,3146.2433333333342,MHL
431680141,8315,2020,JPN,831.9858333333334,PLW
431680141,NA,2020,JPN,1800.7225,high_seas
431680141,8487,2020,JPN,756.2133333333334,JPN
416004256,48954,2024,TWN,77.32749999999999,TWN
416004256,8321,2024,TWN,60.22611111111112,TWN
416004256,8487,2024,TWN,186.29055555555556,JPN
200023437,8321,2020,TWN,1.8002777777777779,TWN
200023437,48980,2020,TWN,1.825,USA
200023437,8487,2020,TWN,32.581388888888895,JPN
200023437,NA,2020,TWN,4079.715000000001,high_seas
412446505,8315,2018,CHN,703.7458333333334,PLW
412446505,8486,2018,CHN,235.0983333333334,CHN
412446505,NA,2018,CHN,6.605833333333333,high_seas
431501646,8487,2018,JPN,5.445833333333334,JPN
431501646,8315,2018,JPN,1295.3894444444443,PLW
431501646,NA,2018,JPN,251.09694444444443,high_seas
431601775,8315,2017,JPN,854.7658333333334,PLW
431601775,8487,2017,JPN,342.00805555555553,JPN
431601775,NA,2017,JPN,530.5463888888888,high_seas
431680550,8487,2015,JPN,0.29777777777777775,JPN
431680124,NA,2020,JPN,1523.4044444444448,high_seas
431680124,8315,2020,JPN,1534.8341666666665,PLW
431680124,8487,2020,JPN,85.62277777777777,JPN
432410000,8316,2023,JPN,86.93777777777788,FSM
432410000,8487,2023,JPN,6.12888888888889,JPN
432410000,8324,2023,JPN,7.660277777777777,PNG
432410000,NA,2023,JPN,25.16083333333334,high_seas
529686000,8488,2019,KIR,18.2138888888889,KIR
529686000,8327,2019,KIR,9.911388888888888,KOR
529686000,NA,2019,KIR,14.087777777777783,high_seas
529686000,8441,2019,KIR,27.686388888888892,KIR
416002201,NA,2024,TWN,280.1458333333333,high_seas
432487000,8487,2024,JPN,75.55416666666677,JPN
432487000,8321,2024,JPN,10.259444444444437,TWN
431680156,NA,2018,JPN,343.9794444444445,high_seas
431680156,8315,2018,JPN,448.7630555555556,PLW
431680156,8487,2018,JPN,99.33222222222221,JPN
431501170,NA,2022,JPN,2350.091616666667,high_seas
431501170,8487,2022,JPN,998.0743944444442,JPN
416201800,48954,2021,TWN,0.8327777777777778,TWN
416201800,8487,2021,TWN,116.79444444444442,JPN
416201800,8321,2021,TWN,351.31944444444434,TWN
431500880,8487,2016,JPN,520.1525,JPN
431500880,NA,2016,JPN,1410.9552777777778,high_seas
432438000,8487,2022,JPN,178.13367499999998,JPN
432438000,8324,2022,JPN,12.346111111111112,PNG
432438000,8316,2022,JPN,31.195555555555565,FSM
548905000,8324,2023,PHL,1.0130555555555556,PNG
416000358,NA,2023,TWN,3960.388055555556,high_seas
416000358,8321,2023,TWN,3.8305555555555553,TWN
416002803,8322,2019,TWN,12.755555555555555,PHL
416002803,NA,2019,TWN,1672.2688888888888,high_seas
416002803,8316,2019,TWN,3.0369444444444444,FSM
416002198,8448,2020,TWN,5304.26805555556,TON
416002198,8445,2020,TWN,34.82527777777777,WSM
412467334,NA,2017,CHN,296.6722222222222,high_seas
412467334,8318,2017,CHN,4113.296388888889,MHL
431680470,8487,2019,JPN,199.93444444444444,JPN
431680470,8315,2019,JPN,502.5819444444444,PLW
431680470,NA,2019,JPN,702.3622222222222,high_seas
416002142,8322,2024,TWN,6.674166666666666,PHL
416002142,8321,2024,TWN,2.338055555555556,TWN
416002142,NA,2024,TWN,559.2347222222222,high_seas
412420805,26522,2015,CHN,896.2980555555555,KAZ
416000627,8321,2020,TWN,3.451944444444445,TWN
416000627,48980,2020,TWN,10.4225,USA
416000627,NA,2020,TWN,1354.078611111111,high_seas
416000627,8487,2020,TWN,50.50888888888888,JPN
431501170,8315,2019,JPN,990.5683333333334,PLW
431501170,NA,2019,JPN,1882.7897222222223,high_seas
431501170,8487,2019,JPN,404.52444444444444,JPN
553111735,8326,2015,PNG,166.9788888888889,TUV
553111735,8488,2015,PNG,666.8033333333333,KIR
553111735,NA,2015,PNG,899.306111111111,high_seas
553111735,8324,2015,PNG,195.04055555555558,PNG
553111735,8450,2015,PNG,91.26055555555556,KIR
553111735,8316,2015,PNG,121.44972222222223,FSM
553111735,8317,2015,PNG,141.86805555555554,NRU
553111735,8318,2015,PNG,141.99583333333334,MHL
413345000,8313,2024,CHN,363.92638888888905,VUT
431812000,8327,2023,JPN,0.2172222222222222,KOR
431812000,8486,2023,JPN,418.18555555555565,CHN
431812000,8492,2023,JPN,24.238888888888894,IDN
431812000,8323,2023,JPN,597.5933333333337,AUS
431812000,8322,2023,JPN,0.44638888888888895,PHL
431812000,8432,2023,JPN,389.4725000000004,PER
431680156,8487,2016,JPN,292.5908333333333,JPN
431680156,NA,2016,JPN,246.5036111111111,high_seas
416003113,8315,2020,TWN,1165.175833333333,PLW
416000445,8315,2018,TWN,2436.616388888889,PLW
431310000,8488,2020,JPN,10.622222222222222,KIR
431310000,8324,2020,JPN,730.1805555555555,PNG
431310000,8314,2020,JPN,112.42055555555555,SLB
431310000,8316,2020,JPN,323.2302777777778,FSM
416002934,8315,2018,TWN,16.087222222222223,PLW
416002934,NA,2018,TWN,2614.2533333333336,high_seas
416002323,8322,2019,TWN,23.55861111111111,PHL
416002323,NA,2019,TWN,2320.283888888888,high_seas
416002323,8316,2019,TWN,493.40527777777777,FSM
416002323,8315,2019,TWN,15.828611111111108,PLW
416000392,NA,2018,TWN,1487.385,high_seas
416000392,8315,2018,TWN,2420.5922222222225,PLW
416000392,8316,2018,TWN,9.990555555555556,FSM
416000392,8487,2018,TWN,18.09111111111111,JPN
431167000,NA,2024,JPN,24.487500000000008,high_seas
431167000,8316,2024,JPN,30.17611111111111,FSM
431167000,8487,2024,JPN,65.39333333333335,JPN
431002995,8315,2022,JPN,581.8672644808333,PLW
431002995,8487,2022,JPN,21.05725,JPN
431002995,NA,2022,JPN,829.149338888889,high_seas
431680470,48954,2022,JPN,14.335052777777777,TWN
431680470,8487,2022,JPN,524.3311305555557,JPN
416002506,NA,2016,TWN,629.6833333333333,high_seas
416002506,8492,2016,TWN,58.16361111111111,IDN
431680113,8315,2018,JPN,368.50611111111107,PLW
431680113,NA,2018,JPN,6.556666666666667,high_seas
431704490,8331,2015,JPN,23.03472222222222,KHM
431704490,8316,2015,JPN,36.15361111111111,FSM
431704490,8350,2015,JPN,12.420555555555556,SOM
431704490,8332,2015,JPN,80.04249999999999,THA
431704490,8482,2015,JPN,23.998055555555556,MMR
431704490,8474,2015,JPN,23.158611111111114,NGA
431704490,8396,2015,JPN,6.004999999999998,ZAF
431704490,8322,2015,JPN,72.99694444444444,PHL
431704490,8362,2015,JPN,1.4833333333333336,CPV
431704490,8426,2015,JPN,45.08277777777778,COL
431704490,8487,2015,JPN,0.3913888888888889,JPN
431704490,8355,2015,JPN,258.0038888888889,SDN
431704490,8484,2015,JPN,104.03722222222221,VNM
431704490,8450,2015,JPN,22.092222222222222,KIR
431704490,8492,2015,JPN,69.35305555555556,IDN
431704490,NA,2015,JPN,6623.839444444442,high_seas
431704490,49003,2015,JPN,54.15444444444445,NA
431704490,8483,2015,JPN,12.82611111111111,MYS
431704490,8315,2015,JPN,119.53833333333334,PLW
431704490,8452,2015,JPN,23.18,USA
431704490,8423,2015,JPN,139.28055555555557,PAN
431704490,8364,2015,JPN,0.8636111111111111,ESP
431704490,8318,2015,JPN,225.26305555555558,MHL
431704490,8337,2015,JPN,21.99277777777778,SYC
431301296,NA,2022,JPN,440.1242388888889,high_seas
431301296,8315,2022,JPN,948.4385277777778,PLW
431301296,8487,2022,JPN,41.37040555555556,JPN
431155000,8316,2018,JPN,834.4497222222224,FSM
431155000,NA,2018,JPN,9.941666666666666,high_seas
431155000,8487,2018,JPN,29.51194444444444,JPN
431155000,8324,2018,JPN,329.5330555555556,PNG
431155000,8317,2018,JPN,92.75194444444445,NRU
431155000,8315,2018,JPN,302.26,PLW
416002933,8315,2019,TWN,1165.6658333333335,PLW
416002933,NA,2019,TWN,356.9816666666667,high_seas
200021441,NA,2019,TWN,764.7144444444446,high_seas
200021441,8315,2019,TWN,2795.3227777777774,PLW
416004687,NA,2017,TWN,4155.639722222222,high_seas
416002251,8322,2023,TWN,169.35944444444445,PHL
416002251,NA,2023,TWN,4018.819166666666,high_seas
416002251,8316,2023,TWN,1.7422222222222221,FSM
416002251,8486,2023,TWN,0.5086111111111111,CHN
416002251,8321,2023,TWN,7.2894444444444435,TWN
416002415,8316,2018,TWN,32.433055555555555,FSM
416002415,NA,2018,TWN,2742.703055555556,high_seas
416002415,8321,2018,TWN,0.2011111111111111,TWN
416002415,8486,2018,TWN,0.2011111111111111,CHN
416002415,8322,2018,TWN,35.51472222222222,PHL
416002415,8315,2018,TWN,3.0272222222222225,PLW
529686000,8326,2018,KIR,131.57611111111115,TUV
529686000,8317,2018,KIR,34.750555555555565,NRU
529686000,8315,2018,KIR,5.912222222222223,PLW
529686000,8450,2018,KIR,18.799999999999997,KIR
529686000,NA,2018,KIR,79.20055555555557,high_seas
529686000,8316,2018,KIR,1.79,FSM
529686000,8314,2018,KIR,61.42111111111113,SLB
529686000,8488,2018,KIR,154.21805555555557,KIR
41269518,8321,2023,NA,0.25,TWN
41269518,8318,2023,NA,3008.5363888888896,MHL
41269518,8316,2023,NA,37.24611111111111,FSM
431680550,8487,2023,JPN,102.60583333333335,JPN
431680550,8315,2023,JPN,251.41583333333332,PLW
431680550,NA,2023,JPN,126.42999999999998,high_seas
432948000,NA,2021,JPN,1.306111111111111,high_seas
432948000,8316,2021,JPN,217.91361111111132,FSM
432948000,8487,2021,JPN,38.62527777777777,JPN
432948000,8324,2021,JPN,1059.096714132501,PNG
432948000,8318,2021,JPN,34.441666666666706,MHL
416229500,8316,2018,TWN,2.199722222222222,FSM
416229500,8455,2018,TWN,1155.8822222222223,NZL
416229500,NA,2018,TWN,5421.0008333333335,high_seas
416004048,NA,2022,TWN,65.55733055555555,high_seas
416004048,8483,2022,TWN,6.6213388888888876,MYS
416004048,8322,2022,TWN,124.1175388888889,PHL
416004048,8487,2022,TWN,1.0038222222222222,JPN
416004048,8321,2022,TWN,225.9373416666666,TWN
432549000,8487,2024,JPN,1.4108333333333334,JPN
432549000,8324,2024,JPN,0.5852777777777778,PNG
431500880,8487,2024,JPN,97.32916666666682,JPN
416001252,NA,2019,TWN,4198.8575,high_seas
416001252,8487,2019,TWN,45.56,JPN
416001252,48980,2019,TWN,3.7044444444444444,USA
412420934,8492,2018,CHN,107.09138888888889,IDN
412420934,8487,2018,CHN,0.17222222222222222,JPN
412420934,8452,2018,CHN,12.866666666666667,USA
412420934,NA,2018,CHN,1926.0925000000007,high_seas
412420934,8316,2018,CHN,96.54055555555556,FSM
412420934,8318,2018,CHN,68.93888888888888,MHL
412420934,8483,2018,CHN,227.6416666666667,MYS
412420934,8315,2018,CHN,46.833333333333336,PLW
416003187,8321,2023,TWN,0.8883333333333333,TWN
416003187,NA,2023,TWN,5625.508333333334,high_seas
416003187,48980,2023,TWN,3.341666666666667,USA
416003187,8487,2023,TWN,10.768888888888888,JPN
416003187,8486,2023,TWN,0.25527777777777777,CHN
416000739,8492,2019,TWN,6.538611111111111,IDN
416000739,NA,2019,TWN,1951.915833333333,high_seas
416000739,8322,2019,TWN,24.48361111111111,PHL
416000739,8315,2019,TWN,2239.942777777778,PLW
432966000,8314,2022,JPN,0.9905555555555557,SLB
432966000,8487,2022,JPN,32.633005555555556,JPN
432966000,8316,2022,JPN,42.012222222222235,FSM
432966000,8324,2022,JPN,5.0527777777777745,PNG
416001619,NA,2019,TWN,5327.949722222223,high_seas
416001619,8321,2019,TWN,3.0158333333333327,TWN
416001619,8487,2019,TWN,36.83388888888889,JPN
416004049,NA,2023,TWN,4984.3405555555555,high_seas
416004049,8444,2023,TWN,9.437500000000004,USA
431680470,8315,2018,JPN,465.39861111111117,PLW
431680470,NA,2018,JPN,441.0069444444444,high_seas
431155000,NA,2023,JPN,14.216111111111108,high_seas
431155000,8487,2023,JPN,90.00222222222223,JPN
431155000,8324,2023,JPN,75.98944444444449,PNG
431155000,8488,2023,JPN,11.615833333333358,KIR
431155000,8316,2023,JPN,12.83666666666667,FSM
553111735,8326,2016,PNG,300.2469444444445,TUV
553111735,8324,2016,PNG,373.82805555555564,PNG
553111735,8450,2016,PNG,13.024722222222227,KIR
553111735,8318,2016,PNG,386.2144444444445,MHL
553111735,8488,2016,PNG,1094.7494444444449,KIR
553111735,8317,2016,PNG,409.7500000000001,NRU
553111735,NA,2016,PNG,1.1772222222222224,high_seas
553111735,8316,2016,PNG,251.10444444444445,FSM
431500960,NA,2023,JPN,1037.1402777777776,high_seas
431500960,8315,2023,JPN,1776.2147222222225,PLW
431500960,8487,2023,JPN,34.75694444444444,JPN
431159000,8316,2015,JPN,368.40555555555557,FSM
431159000,NA,2015,JPN,131.4541666666667,high_seas
431159000,8314,2015,JPN,64.96416666666666,SLB
431159000,8324,2015,JPN,650.5216666666666,PNG
431159000,8488,2015,JPN,288.89694444444444,KIR
431159000,8318,2015,JPN,8.711666666666666,MHL
431159000,8326,2015,JPN,11.702222222222222,TUV
416001619,8321,2023,TWN,149.70027777777779,TWN
416001159,8321,2023,TWN,631.9561111111112,TWN
416001159,8322,2023,TWN,228.67999999999998,PHL
510054000,8324,2017,FSM,272.5830555555556,PNG
510054000,8314,2017,FSM,84.42722222222224,SLB
510054000,8488,2017,FSM,37.88166666666668,KIR
510054000,8318,2017,FSM,1.9613888888888888,MHL
510054000,8317,2017,FSM,73.86305555555558,NRU
510054000,8316,2017,FSM,1165.3938888888893,FSM
510054000,8487,2017,FSM,13.628333333333332,JPN
510054000,8315,2017,FSM,41.289722222222224,PLW
510054000,NA,2017,FSM,0.8511111111111112,high_seas
431600210,8315,2018,JPN,212.01305555555552,PLW
431600210,8487,2018,JPN,453.0327777777778,JPN
432948000,8316,2023,JPN,2.090277777777777,FSM
432948000,8487,2023,JPN,9.381111111111114,JPN
432948000,8488,2023,JPN,3.076944444444444,KIR
432948000,8324,2023,JPN,0.3038888888888889,PNG
416003113,NA,2022,TWN,3.0491666666666664,high_seas
416003113,8315,2022,TWN,16.39611111111111,PLW
416003236,NA,2019,TWN,3829.7666666666664,high_seas
416003236,48980,2019,TWN,75.72833333333334,USA
416003236,8315,2019,TWN,4.533333333333333,PLW
416003236,8487,2019,TWN,54.12361111111111,JPN
416002222,8322,2023,TWN,214.75055555555556,PHL
416002222,8321,2023,TWN,83.29777777777778,TWN
416002222,NA,2023,TWN,7040.697777777778,high_seas
416002222,8487,2023,TWN,159.10555555555555,JPN
200020717,8316,2017,NA,6.989166666666667,FSM
200020717,8322,2017,NA,1.898611111111111,PHL
200020717,NA,2017,NA,1331.0841666666665,high_seas
431200460,NA,2018,JPN,504.1366666666667,high_seas
431200460,8487,2018,JPN,990.8516666666667,JPN
432549000,8324,2017,JPN,1024.7161111111118,PNG
432549000,NA,2017,JPN,1.4047222222222222,high_seas
432549000,8316,2017,JPN,414.6019444444446,FSM
416003236,NA,2020,TWN,1371.2791666666672,high_seas
416003236,8487,2020,TWN,0.9877777777777779,JPN
416000985,NA,2018,TWN,4033.178611111111,high_seas
416000985,8315,2018,TWN,13.082500000000001,PLW
338394000,48957,2014,USA,1.4277777777777778,USA
338394000,8317,2014,USA,12.826944444444445,NRU
338394000,8326,2014,USA,236.62861111111113,TUV
338394000,8450,2014,USA,4.017222222222222,KIR
338394000,NA,2014,USA,4.455555555555556,high_seas
338394000,8488,2014,USA,324.0594444444444,KIR
431817000,8324,2016,JPN,325.9947222222222,PNG
431817000,8314,2016,JPN,30.96055555555555,SLB
431817000,8316,2016,JPN,78.63833333333334,FSM
431817000,8486,2016,JPN,5.946388888888889,CHN
200016052,8322,2020,NA,10.311944444444443,PHL
200016052,8316,2020,NA,665.2866666666667,FSM
200016052,8315,2020,NA,0.5002777777777778,PLW
200016052,NA,2020,NA,243.27999999999994,high_seas
412446505,8321,2014,CHN,29.502222222222226,TWN
412446505,8486,2014,CHN,691.9391666666666,CHN
416000806,NA,2021,TWN,524.1922222222222,high_seas
416003466,NA,2021,TWN,4018.255417064167,high_seas
416003466,8321,2021,TWN,50.36,TWN
416003466,8316,2021,TWN,6.442777777777778,FSM
548905000,8318,2016,PHL,211.88388888888892,MHL
548905000,8314,2016,PHL,260.5422222222222,SLB
548905000,8321,2016,PHL,0.4277777777777778,TWN
548905000,8316,2016,PHL,47.36194444444444,FSM
548905000,8324,2016,PHL,950.409166666667,PNG
548905000,8317,2016,PHL,62.9763888888889,NRU
416000445,NA,2024,TWN,441.8155555555555,high_seas
553111754,8450,2018,PNG,74.10944444444449,KIR
553111754,NA,2018,PNG,688.1488888888891,high_seas
553111754,8314,2018,PNG,51.893888888888895,SLB
553111754,8321,2018,PNG,3.3377777777777777,TWN
553111754,8318,2018,PNG,101.07000000000001,MHL
553111754,8317,2018,PNG,179.78388888888895,NRU
553111754,8324,2018,PNG,382.4866666666667,PNG
553111754,8326,2018,PNG,32.375000000000014,TUV
553111754,8488,2018,PNG,34.13416666666669,KIR
553111754,8316,2018,PNG,579.1383333333334,FSM
431167000,8318,2021,JPN,77.01527777777788,MHL
431167000,NA,2021,JPN,1.563055555555555,high_seas
431167000,8324,2021,JPN,596.1010380752782,PNG
431167000,8316,2021,JPN,38.94472222222224,FSM
431167000,8317,2021,JPN,1.4166666666666665,NRU
431167000,8488,2021,JPN,0.6694444444444444,KIR
440226000,8314,2014,KOR,41.413611111111116,SLB
440226000,8327,2014,KOR,2.1083333333333334,KOR
440226000,8488,2014,KOR,79.34833333333333,KIR
440226000,8326,2014,KOR,104.40777777777775,TUV
416222700,8315,2019,TWN,4.823333333333333,PLW
416222700,NA,2019,TWN,1585.5272222222222,high_seas
416222700,8314,2019,TWN,4291.539166666667,SLB
416002766,8327,2022,TWN,44.74401388888889,KOR
416002766,8315,2022,TWN,22.31111111111111,PLW
416002766,NA,2022,TWN,4345.338386111112,high_seas
416002766,8316,2022,TWN,5.256141666666665,FSM
416002766,8321,2022,TWN,0.29999722222222225,TWN
431680460,8487,2017,JPN,122.65527777777778,JPN
431680460,NA,2017,JPN,796.7,high_seas
431680460,8315,2017,JPN,758.1141666666667,PLW
510078000,NA,2017,FSM,1.943888888888889,high_seas
510078000,8315,2017,FSM,11.874444444444446,PLW
510078000,8316,2017,FSM,1227.774444444445,FSM
510078000,8318,2017,FSM,0.9444444444444444,MHL
510078000,8314,2017,FSM,195.64666666666676,SLB
510078000,8324,2017,FSM,902.8083333333334,PNG
510078000,8317,2017,FSM,1.6255555555555554,NRU
416000502,NA,2017,TWN,2675.989722222222,high_seas
431817000,8316,2019,JPN,256.0086111111111,FSM
431817000,8324,2019,JPN,365.0813888888888,PNG
431817000,8487,2019,JPN,3.523333333333333,JPN
416002481,NA,2020,TWN,725.0875000000001,high_seas
416002989,8316,2023,TWN,0.03361111111111111,FSM
416002989,8321,2023,TWN,2.214444444444444,TWN
416002989,NA,2023,TWN,5634.908055555556,high_seas
431501545,NA,2015,JPN,313.8125,high_seas
431501545,8316,2015,JPN,1133.3369444444443,FSM
432948000,8315,2018,JPN,14.405277777777776,PLW
432948000,8316,2018,JPN,1219.2394444444446,FSM
432948000,8324,2018,JPN,695.6386111111112,PNG
416000486,NA,2015,TWN,130.8875,high_seas
416000486,8487,2015,TWN,5.833333333333334,JPN
432845000,8316,2015,JPN,619.3911111111111,FSM
432845000,NA,2015,JPN,78.60055555555557,high_seas
432845000,8324,2015,JPN,602.6400000000001,PNG
432845000,8488,2015,JPN,336.6280555555556,KIR
432845000,8314,2015,JPN,84.14777777777778,SLB
431159000,8317,2014,JPN,128.6661111111111,NRU
431159000,NA,2014,JPN,26.13722222222222,high_seas
431159000,8314,2014,JPN,87.93305555555555,SLB
431159000,8316,2014,JPN,535.5975000000001,FSM
431159000,8324,2014,JPN,461.0944444444443,PNG
431159000,8488,2014,JPN,165.6588888888889,KIR
416532000,8314,2018,TWN,197.7147222222223,SLB
416532000,8317,2018,TWN,293.58416666666676,NRU
416532000,8316,2018,TWN,16.88583333333333,FSM
416532000,NA,2018,TWN,3.9011111111111116,high_seas
416532000,8318,2018,TWN,45.66222222222222,MHL
416532000,8324,2018,TWN,101.21722222222223,PNG
416532000,8488,2018,TWN,1141.1897222222226,KIR
