ssvid,eez,year,flag_iso3,fishing_hours,eez_iso3
548487100,NA,2015,PHL,0.3502777777777778,high_seas
548487100,8318,2015,PHL,148.7163888888889,MHL
548487100,8317,2015,PHL,348.8166666666668,NRU
548487100,8314,2015,PHL,240.72194444444446,SLB
548487100,8316,2015,PHL,309.23055555555555,FSM
548487100,8488,2015,PHL,361.86388888888894,KIR
548487100,8324,2015,PHL,331.2377777777778,PNG
416002934,NA,2020,TWN,544.1266666666667,high_seas
416002526,NA,2021,TWN,1791.7119444444443,high_seas
416002526,8321,2021,TWN,30.482222222222223,TWN
416002995,NA,2018,TWN,4487.935277777777,high_seas
416002995,8316,2018,TWN,17.053333333333338,FSM
416004048,NA,2020,TWN,2151.8247222222217,high_seas
431500880,NA,2014,JPN,567.2422222222222,high_seas
416002983,8322,2022,TWN,329.29283611111117,PHL
416002983,8486,2022,TWN,0.7674055555555557,CHN
416002983,8487,2022,TWN,13.67991388888889,JPN
416002983,8321,2022,TWN,139.87623611111113,TWN
416002983,NA,2022,TWN,2843.112213888889,high_seas
416500000,8324,2018,TWN,755.8655555555556,PNG
416500000,8488,2018,TWN,487.81361111111124,KIR
416500000,8316,2018,TWN,549.3919444444446,FSM
416500000,8314,2018,TWN,233.66638888888895,SLB
416500000,8318,2018,TWN,83.8752777777778,MHL
416500000,NA,2018,TWN,23.057499999999997,high_seas
416500000,8317,2018,TWN,637.0544444444447,NRU
416002117,8487,2014,TWN,0.20805555555555555,JPN
412460004,NA,2023,CHN,0.9691666666666666,high_seas
412460004,8446,2023,CHN,1585.6361111111114,NZL
412460004,8445,2023,CHN,0.385,WSM
412460004,8444,2023,CHN,5.448333333333333,USA
431680550,8487,2024,JPN,15.158055555555556,JPN
431680550,NA,2024,JPN,22.654166666666665,high_seas
431500960,8315,2019,JPN,842.4088888888889,PLW
431500960,NA,2019,JPN,998.8216666666668,high_seas
431501545,NA,2019,JPN,623.953888888889,high_seas
431501545,8315,2019,JPN,944.4486111111112,PLW
431501545,8487,2019,JPN,61.33472222222222,JPN
432438000,8324,2014,JPN,410.62750000000005,PNG
432438000,8315,2014,JPN,3.7188888888888885,PLW
432438000,8316,2014,JPN,197.97111111111118,FSM
432438000,8314,2014,JPN,3.555833333333333,SLB
432438000,8488,2014,JPN,73.96333333333335,KIR
432438000,8487,2014,JPN,0.9969444444444444,JPN
416004687,NA,2021,TWN,3901.911625126111,high_seas
416004687,8325,2021,TWN,4.1033333333333335,FJI
416000776,8321,2022,TWN,742.5166111111109,TWN
553111735,8488,2020,PNG,3.166666666666665,KIR
553111735,8314,2020,PNG,29.291388888888896,SLB
553111735,8324,2020,PNG,135.50388888888895,PNG
553111735,8322,2020,PNG,15.372499999999999,PHL
432685000,8487,2016,JPN,0.5636111111111112,JPN
432685000,NA,2016,JPN,1.4472222222222224,high_seas
432685000,8316,2016,JPN,791.0608333333334,FSM
432685000,48957,2016,JPN,14.89138888888889,USA
432685000,8324,2016,JPN,936.1422222222224,PNG
416229500,NA,2024,TWN,181.4136111111111,high_seas
416229500,8487,2024,TWN,1.7913888888888887,JPN
416000737,8322,2019,TWN,27.090833333333332,PHL
416000737,8315,2019,TWN,2765.403611111111,PLW
416000737,NA,2019,TWN,2311.5930555555556,high_seas
416002415,8316,2017,TWN,7.1975,FSM
416002415,NA,2017,TWN,2199.1586111111105,high_seas
529729000,8317,2017,KIR,34.30527777777778,NRU
529729000,NA,2017,KIR,130.33666666666673,high_seas
529729000,8449,2017,KIR,99.0755555555556,NZL
529729000,8450,2017,KIR,239.6797222222223,KIR
529729000,8326,2017,KIR,155.2977777777778,TUV
529729000,8451,2017,KIR,5.056111111111112,USA
529729000,8314,2017,KIR,40.72027777777778,SLB
529729000,8488,2017,KIR,392.9927777777778,KIR
412420421,8483,2021,CHN,24.250833333333333,MYS
412420421,8492,2021,CHN,72.45083333333332,IDN
412420421,NA,2021,CHN,3808.566388888888,high_seas
431680470,NA,2021,JPN,718.7297222222223,high_seas
431680470,8487,2021,JPN,431.5725,JPN
431680280,8315,2017,JPN,923.8075000000002,PLW
431680280,8487,2017,JPN,3.7202777777777767,JPN
431310000,8316,2015,JPN,170.99611111111108,FSM
431310000,NA,2015,JPN,16.005000000000003,high_seas
431310000,8488,2015,JPN,91.08111111111111,KIR
431310000,8318,2015,JPN,16.707222222222224,MHL
431310000,8324,2015,JPN,55.48833333333334,PNG
431310000,8314,2015,JPN,22.565833333333334,SLB
431011377,NA,2022,JPN,1547.8833527777776,high_seas
431011377,8487,2022,JPN,1433.5566472222222,JPN
431011377,48980,2022,JPN,6.629444444444445,USA
416002415,NA,2024,TWN,578.89750000000015,high_seas
416002415,8322,2024,TWN,6.241944444444445,PHL
416236200,8322,2017,TWN,22.489722222222223,PHL
416236200,8492,2017,TWN,44.35527777777778,IDN
416236200,8315,2017,TWN,3.3516666666666666,PLW
416236200,8324,2017,TWN,7.883055555555555,PNG
416236200,8316,2017,TWN,5.741944444444444,FSM
416236200,NA,2017,TWN,1455.5049999999999,high_seas
548905000,8324,2024,PHL,22.113888888888884,PNG
416000737,8321,2021,TWN,7.690000000000001,TWN
416000737,NA,2021,TWN,525.4366666666667,high_seas
416003466,8315,2017,TWN,71.85999999999999,PLW
431501545,8487,2020,JPN,866.978888888889,JPN
431501545,NA,2020,JPN,528.9261111111111,high_seas
431331000,8316,2023,JPN,0.8049999999999999,FSM
431331000,NA,2023,JPN,184.80527777777777,high_seas
431331000,8487,2023,JPN,54.89833333333334,JPN
416000228,48980,2019,TWN,11.500833333333333,USA
416000228,8487,2019,TWN,20.41583333333333,JPN
416000228,NA,2019,TWN,5015.925,high_seas
510073000,8327,2020,FSM,19.63083333333333,KOR
510073000,8321,2020,FSM,1.4863888888888888,TWN
510073000,8317,2020,FSM,6.0822222222222235,NRU
510073000,8326,2020,FSM,22.27388888888891,TUV
510073000,8324,2020,FSM,53.44555555555558,PNG
510073000,8488,2020,FSM,143.35666666666674,KIR
510073000,8487,2020,FSM,8.6875,JPN
510073000,8316,2020,FSM,137.09527777777785,FSM
510073000,8318,2020,FSM,81.91777777777781,MHL
510073000,21796,2020,FSM,1.5991666666666666,KOR
510073000,NA,2020,FSM,195.67861111111125,high_seas
431680124,NA,2017,JPN,32.836666666666666,high_seas
431680124,8315,2017,JPN,411.79555555555555,PLW
432549000,8492,2020,JPN,19.064166666666665,IDN
432549000,8324,2020,JPN,1158.3586111111122,PNG
432549000,8487,2020,JPN,14.08472222222222,JPN
432549000,8314,2020,JPN,46.319444444444514,SLB
432549000,8316,2020,JPN,324.6025000000003,FSM
432549000,NA,2020,JPN,0.9827777777777778,high_seas
431399000,8317,2016,JPN,27.69527777777778,NRU
431399000,8488,2016,JPN,43.79083333333334,KIR
431399000,8316,2016,JPN,313.633611111111,FSM
431399000,8487,2016,JPN,0.9988888888888889,JPN
431399000,8314,2016,JPN,69.04944444444445,SLB
431399000,8324,2016,JPN,657.8036111111114,PNG
41269518,8318,2022,NA,1095.130657777778,MHL
431812000,8316,2016,JPN,660.0600000000001,FSM
431812000,8314,2016,JPN,89.54583333333333,SLB
431812000,8324,2016,JPN,802.1547222222223,PNG
431812000,8487,2016,JPN,9.489166666666666,JPN
431866000,8487,2016,JPN,4.89,JPN
431866000,NA,2016,JPN,1.4083333333333332,high_seas
431866000,8314,2016,JPN,151.00888888888892,SLB
431866000,8316,2016,JPN,1128.4033333333336,FSM
431866000,8324,2016,JPN,952.263888888889,PNG
416002251,8316,2014,TWN,0.8080555555555555,FSM
416002251,8492,2014,TWN,19.509999999999998,IDN
416002251,8315,2014,TWN,2009.2291666666665,PLW
416002251,NA,2014,TWN,761.6861111111111,high_seas
416000776,8321,2021,TWN,1423.982652777778,TWN
416000776,48954,2021,TWN,9.643055555555556,TWN
416002973,8321,2022,TWN,1.5313722222222221,TWN
416002973,8322,2022,TWN,2.2819833333333333,PHL
416002973,NA,2022,TWN,4219.797413888889,high_seas
416002973,8315,2022,TWN,17.563175,PLW
416000247,NA,2016,TWN,4086.777222222223,high_seas
412440552,NA,2022,CHN,3131.247073923334,high_seas
412440552,8486,2022,CHN,2.6405305555555554,CHN
431600210,8487,2016,JPN,0.6341666666666667,JPN
431600210,NA,2016,JPN,2124.6805555555557,high_seas
431159000,48980,2023,JPN,0.8444444444444443,USA
431159000,8487,2023,JPN,142.7183333333334,JPN
431159000,8324,2023,JPN,12.044166666666662,PNG
431159000,8316,2023,JPN,119.95000000000009,FSM
416003684,NA,2023,TWN,277.44666666666666,high_seas
416000358,8316,2018,TWN,4.308333333333334,FSM
416000358,8315,2018,TWN,1738.2255555555557,PLW
416000358,8319,2018,TWN,1.2583333333333335,USA
416000358,NA,2018,TWN,3184.586666666666,high_seas
416000358,8318,2018,TWN,11.367222222222221,MHL
416002415,8322,2022,TWN,208.80018888888887,PHL
416002415,8321,2022,TWN,418.42420833333335,TWN
416002415,8316,2022,TWN,1.001063888888889,FSM
416002415,8486,2022,TWN,0.026944444444444444,CHN
416002415,NA,2022,TWN,1365.4547333333333,high_seas
367344000,8443,2016,USA,48.36416666666666,USA
367344000,8316,2016,USA,1080.5280555555557,FSM
367344000,8441,2016,USA,151.4897222222222,KIR
367344000,8451,2016,USA,252.05638888888893,USA
367344000,8326,2016,USA,610.7822222222225,TUV
367344000,8488,2016,USA,299.5016666666666,KIR
367344000,8432,2016,USA,13.852500000000001,PER
367344000,8318,2016,USA,460.9527777777778,MHL
367344000,8317,2016,USA,911.2572222222221,NRU
367344000,8483,2016,USA,0.975,MYS
367344000,8337,2016,USA,195.61083333333335,SYC
367344000,8446,2016,USA,7.483333333333333,NZL
367344000,8324,2016,USA,1153.303888888889,PNG
367344000,8345,2016,USA,174.04694444444442,MDV
367344000,8344,2016,USA,143.77805555555554,GBR
367344000,8314,2016,USA,214.84333333333336,SLB
367344000,8450,2016,USA,282.2963888888889,KIR
367344000,8476,2016,USA,35.19388888888889,GAB
367344000,8492,2016,USA,81.98749999999998,IDN
367344000,8426,2016,USA,9.76388888888889,COL
367344000,NA,2016,USA,3542.0052777777782,high_seas
367344000,8398,2016,USA,21.557222222222222,GNQ
548051500,8324,2023,PHL,541.7486111111114,PNG
548051500,8322,2023,PHL,4.098055555555556,PHL
553111761,8316,2018,PNG,601.6016666666666,FSM
553111761,8317,2018,PNG,388.3558333333334,NRU
553111761,8326,2018,PNG,20.924999999999994,TUV
553111761,NA,2018,PNG,1.4502777777777778,high_seas
553111761,8488,2018,PNG,169.12416666666667,KIR
553111761,8318,2018,PNG,46.94083333333335,MHL
553111761,8324,2018,PNG,825.7844444444444,PNG
412420276,8333,2020,CHN,244.69638888888892,IND
412420276,8492,2020,CHN,1287.8255555555556,IDN
412420276,8480,2020,CHN,758.8608333333333,IND
412420276,NA,2020,CHN,7239.964444444447,high_seas
412420276,8483,2020,CHN,90.44361111111112,MYS
431680570,8315,2017,JPN,1710.0391666666671,PLW
431680570,NA,2017,JPN,11.5625,high_seas
431308000,8488,2014,JPN,5.389444444444445,KIR
431308000,8314,2014,JPN,5.990555555555556,SLB
431308000,8487,2014,JPN,0.9322222222222222,JPN
431308000,8324,2014,JPN,4.866388888888888,PNG
431308000,8316,2014,JPN,2.3627777777777776,FSM
431812000,8323,2022,JPN,103.11826305555557,AUS
431812000,8486,2022,JPN,34.8143,CHN
416002343,8315,2017,TWN,924.611388888889,PLW
431866000,8487,2019,JPN,13.549722222222226,JPN
431866000,48957,2019,JPN,2.0330555555555554,USA
431866000,NA,2019,JPN,1.4502777777777778,high_seas
431866000,8316,2019,JPN,653.7713888888892,FSM
431866000,8324,2019,JPN,866.3958333333336,PNG
431159000,8487,2024,JPN,49.641388888889004,JPN
431159000,8324,2024,JPN,0.8922222222222222,PNG
431002995,8315,2020,JPN,707.1061111111112,PLW
431002995,8487,2020,JPN,188.5691666666667,JPN
431002995,NA,2020,JPN,637.5216666666666,high_seas
431501259,NA,2016,JPN,537.3861111111112,high_seas
431501259,8316,2016,JPN,635.8994444444443,FSM
431501259,8487,2016,JPN,72.93638888888889,JPN
416003055,8321,2021,TWN,3.9580555555555557,TWN
416003055,NA,2021,TWN,2955.4285694444443,high_seas
416000947,8316,2018,TWN,1.9541666666666666,FSM
416000947,8315,2018,TWN,3628.0177777777776,PLW
416000947,NA,2018,TWN,189.28083333333333,high_seas
416003933,8322,2020,TWN,17.508055555555554,PHL
416003933,8321,2020,TWN,94.81916666666666,TWN
416003933,NA,2020,TWN,830.0749999999998,high_seas
416000351,8487,2022,TWN,198.95846111111112,JPN
416000351,8321,2022,TWN,377.28402500000004,TWN
416000351,NA,2022,TWN,193.8972027777778,high_seas
416000351,8322,2022,TWN,20.617325,PHL
416000351,8486,2022,TWN,1.4400388888888889,CHN
553111777,8315,2019,PNG,15.981944444444444,PLW
553111777,8324,2019,PNG,42.56444444444444,PNG
553111777,8316,2019,PNG,58.20305555555557,FSM
553111777,8486,2019,PNG,0.24611111111111109,CHN
553111777,8322,2019,PNG,2.524166666666667,PHL
553111777,8321,2019,PNG,8.442222222222222,TWN
510054000,8316,2021,FSM,4.492222222222222,FSM
510054000,8324,2021,FSM,212.91777777777787,PNG
412420934,8432,2019,CHN,17.11777777777778,PER
412420934,NA,2019,CHN,3154.7558333333336,high_seas
412420421,NA,2015,CHN,316.1502777777778,high_seas
412420421,8480,2015,CHN,401.79999999999995,IND
431200460,8487,2016,JPN,82.58472222222223,JPN
431200460,NA,2016,JPN,1394.5616666666667,high_seas
431812000,8487,2018,JPN,5.052777777777778,JPN
431812000,8315,2018,JPN,21.924999999999997,PLW
431812000,48980,2018,JPN,26.625833333333325,USA
431812000,8324,2018,JPN,846.5422222222226,PNG
431812000,8316,2018,JPN,1092.593055555556,FSM
200023459,NA,2020,TWN,1939.6830555555553,high_seas
431011377,8315,2019,JPN,427.66055555555556,PLW
431011377,NA,2019,JPN,1230.8152777777777,high_seas
431011377,8487,2019,JPN,1098.6844444444446,JPN
431671000,8316,2020,JPN,205.22972222222228,FSM
431671000,8314,2020,JPN,111.84166666666667,SLB
431671000,8487,2020,JPN,4.476944444444444,JPN
431671000,8324,2020,JPN,868.3678146277779,PNG
431602750,NA,2018,JPN,2897.658611111111,high_seas
431602750,8487,2018,JPN,308.64750000000004,JPN
431602750,8315,2018,JPN,180.41611111111112,PLW
416002291,NA,2016,TWN,1797.948333333333,high_seas
416002506,8321,2024,TWN,0.5383333333333333,TWN
416002506,NA,2024,TWN,60.48305555555556,high_seas
416001252,8487,2016,TWN,10.875277777777777,JPN
416001252,NA,2016,TWN,866.6111111111112,high_seas
416001252,8321,2016,TWN,2.3158333333333334,TWN
416000358,8316,2020,TWN,5.426666666666666,FSM
416000358,48980,2020,TWN,2.1752777777777776,USA
416000358,NA,2020,TWN,4604.963333333333,high_seas
416000358,8318,2020,TWN,3.6519444444444447,MHL
416002218,NA,2019,TWN,1362.7086111111112,high_seas
416002218,8315,2019,TWN,2879.389166666667,PLW
432726000,NA,2018,JPN,22.84388888888889,high_seas
432726000,8487,2018,JPN,0.23722222222222222,JPN
432726000,8317,2018,JPN,28.565000000000015,NRU
432726000,8316,2018,JPN,1348.838888888889,FSM
432726000,8318,2018,JPN,62.98500000000002,MHL
432726000,8324,2018,JPN,678.8680555555557,PNG
416003189,8488,2023,TWN,5.4305555555555545,KIR
416003189,8486,2023,TWN,0.07805555555555554,CHN
416003189,8318,2023,TWN,6.378611111111111,MHL
416003189,8442,2023,TWN,3.959444444444444,USA
416003189,NA,2023,TWN,2817.0472222222215,high_seas
416003189,8321,2023,TWN,0.5655555555555555,TWN
416003189,8316,2023,TWN,0.1811111111111111,FSM
412460004,8446,2015,CHN,1004.6419444444447,NZL
412460004,8316,2015,CHN,219.00888888888892,FSM
412460004,NA,2015,CHN,160.1252777777778,high_seas
431866000,8316,2021,JPN,392.51472222222236,FSM
431866000,8487,2021,JPN,22.59750000000001,JPN
431866000,8324,2021,JPN,735.1491666666675,PNG
431866000,NA,2021,JPN,0.2713888888888889,high_seas
416001252,8487,2020,TWN,4.173611111111111,JPN
416001252,NA,2020,TWN,4.657777777777778,high_seas
416003505,8321,2021,TWN,176.15305555555557,TWN
416003505,NA,2021,TWN,489.76444444444445,high_seas
416001619,NA,2016,TWN,1700.7280555555556,high_seas
584779200,8316,2021,PHL,158.48384052666665,FSM
584779200,8317,2021,PHL,4.735,NRU
584779200,8314,2021,PHL,27.00583333333333,SLB
584779200,8324,2021,PHL,350.4094444444445,PNG
584779200,8488,2021,PHL,19.856388888888894,KIR
431680310,8487,2020,JPN,44.679444444444435,JPN
431308000,8317,2016,JPN,50.04333333333334,NRU
431308000,8316,2016,JPN,219.2775,FSM
431308000,8487,2016,JPN,11.814999999999996,JPN
431308000,8324,2016,JPN,182.9375,PNG
431308000,8488,2016,JPN,43.90194444444445,KIR
431308000,8314,2016,JPN,29.967777777777776,SLB
416000985,8322,2023,TWN,165.94861111111112,PHL
416000985,8486,2023,TWN,0.8733333333333334,CHN
416000985,NA,2023,TWN,522.276111111111,high_seas
416000985,8321,2023,TWN,251.70222222222222,TWN
416000985,8487,2023,TWN,18.21111111111111,JPN
416001252,NA,2014,TWN,476.80583333333334,high_seas
416001252,8487,2014,TWN,3.217777777777778,JPN
431399000,8316,2021,JPN,0.6016666666666667,FSM
431399000,8324,2021,JPN,423.8380832300004,PNG
431399000,8487,2021,JPN,1.598611111111111,JPN
431601590,8487,2023,JPN,340.79055555555556,JPN
431601590,NA,2023,JPN,879.2224999999999,high_seas
431601590,8315,2023,JPN,1830.4627777777778,PLW
431680124,NA,2015,JPN,122.85416666666669,high_seas
431680124,8315,2015,JPN,268.1672222222222,PLW
431680124,8487,2015,JPN,13.325555555555555,JPN
431399000,8315,2018,JPN,58.95083333333333,PLW
431399000,8324,2018,JPN,598.7588888888889,PNG
431399000,8316,2018,JPN,1040.5547222222224,FSM
432685000,NA,2020,JPN,3.721388888888888,high_seas
432685000,8317,2020,JPN,14.555555555555554,NRU
432685000,8316,2020,JPN,710.0680555555557,FSM
432685000,8324,2020,JPN,877.338888888889,PNG
432685000,8314,2020,JPN,73.56777777777779,SLB
432685000,8318,2020,JPN,1.3083333333333336,MHL
416003541,8321,2022,TWN,1096.1726694444444,TWN
416003541,48954,2022,TWN,1393.5451777777776,TWN
548905000,8324,2021,PHL,215.880792383889,PNG
548905000,8316,2021,PHL,7.511111111111111,FSM
431503000,8324,2021,JPN,346.4622222222227,PNG
431503000,8487,2021,JPN,157.09444444444443,JPN
431503000,8316,2021,JPN,105.49638888888896,FSM
431503000,NA,2021,JPN,23.26444444444445,high_seas
416001547,8321,2020,TWN,309.02,TWN
416001547,8487,2020,TWN,111.73861111111113,JPN
416001547,48954,2020,TWN,19.796666666666667,TWN
416883418,8487,2019,TWN,65.83472222222223,JPN
416883418,48954,2019,TWN,4.025,TWN
416883418,8321,2019,TWN,5.6875,TWN
416883418,NA,2019,TWN,1807.6341666666667,high_seas
416000627,8486,2021,TWN,0.4247222222222222,CHN
416000627,8321,2021,TWN,8.695277777777779,TWN
416000702,NA,2018,TWN,3129.532222222222,high_seas
431680280,8487,2020,JPN,411.18916666666655,JPN
431680280,8315,2020,JPN,48.535833333333336,PLW
431680280,NA,2020,JPN,1421.9419444444443,high_seas
431602750,NA,2016,JPN,2770.9763888888892,high_seas
431602750,8487,2016,JPN,370.55388888888893,JPN
431671000,8487,2015,JPN,0.024444444444444446,JPN
431671000,8488,2015,JPN,222.36833333333334,KIR
431671000,8316,2015,JPN,194.58416666666665,FSM
431671000,8324,2015,JPN,64.14666666666666,PNG
431671000,8314,2015,JPN,99.21611111111112,SLB
416002933,NA,2021,TWN,354.1275,high_seas
416002933,8321,2021,TWN,84.45184444444445,TWN
200041794,NA,2020,TWN,3659.531666666666,high_seas
412420934,8315,2014,CHN,34.87722222222222,PLW
412420934,8483,2014,CHN,33.4175,MYS
412420934,8486,2014,CHN,2.5652777777777778,CHN
412420934,NA,2014,CHN,1469.4466666666667,high_seas
412420934,8492,2014,CHN,76.21194444444444,IDN
412420934,8316,2014,CHN,76.40277777777779,FSM
412420934,8452,2014,CHN,3.3247222222222224,USA
416000477,NA,2019,TWN,4862.158055555555,high_seas
416000477,8321,2019,TWN,5.799444444444444,TWN
416004049,8326,2022,TWN,1.0330555555555558,TUV
416004049,NA,2022,TWN,4348.662466932224,high_seas
416004049,8444,2022,TWN,10.446111111111112,USA
416004049,8446,2022,TWN,0.20833333333333334,NZL
416201800,8487,2023,TWN,516.8633333333333,JPN
416201800,48954,2023,TWN,201.39416666666668,TWN
416201800,8321,2023,TWN,1306.1180555555557,TWN
431399000,8314,2022,JPN,0.11805555555555555,SLB
431399000,8316,2022,JPN,0.7858333333333334,FSM
431399000,8487,2022,JPN,10.048611111111112,JPN
431399000,8324,2022,JPN,0.5765638888888889,PNG
431399000,NA,2022,JPN,0.3294444444444445,high_seas
416003684,8486,2021,TWN,0.4047222222222222,CHN
416003684,8321,2021,TWN,0.4047222222222222,TWN
416003684,NA,2021,TWN,1058.3338888888889,high_seas
548905000,8324,2022,PHL,171.8285416666668,PNG
416003466,8316,2024,TWN,1.6741666666666668,FSM
416003466,NA,2024,TWN,442.6858333333333,high_seas
416003466,8315,2024,TWN,5.989722222222222,PLW
201601542,NA,2018,UNK,2784.3577777777778,high_seas
201601542,8322,2018,UNK,2.471388888888889,PHL
200015911,NA,2017,NA,1352.0677777777776,high_seas
200015911,8315,2017,NA,14.22638888888889,PLW
431501646,NA,2024,JPN,54.473888888888894,high_seas
431501646,8487,2024,JPN,301.94861111111123,JPN
432487000,8487,2020,JPN,1.6875,JPN
432487000,8314,2020,JPN,4.4475,SLB
432487000,8324,2020,JPN,960.5597222222231,PNG
432487000,8316,2020,JPN,285.49944444444463,FSM
416000502,NA,2014,TWN,105.61416666666668,high_seas
416001547,48954,2022,TWN,67.51383055555554,TWN
416001547,8321,2022,TWN,460.61969444444446,TWN
416001547,8486,2022,TWN,0.08138888888888889,CHN
416001547,8487,2022,TWN,107.52957222222221,JPN
416004049,NA,2016,TWN,2431.5880555555555,high_seas
431501259,48957,2015,JPN,0.4661111111111111,USA
431501259,8316,2015,JPN,928.6424999999999,FSM
431501259,NA,2015,JPN,425.7744444444445,high_seas
416001547,8486,2023,TWN,0.39055555555555554,CHN
416001547,48954,2023,TWN,531.5013888888889,TWN
416001547,8321,2023,TWN,866.6127777777778,TWN
416001547,8487,2023,TWN,725.3563888888889,JPN
510069000,8488,2019,FSM,547.0352777777781,KIR
510069000,8318,2019,FSM,171.28833333333344,MHL
510069000,NA,2019,FSM,902.0630555555563,high_seas
510069000,8464,2019,FSM,17.544722222222223,BRA
510069000,8316,2019,FSM,169.7455555555556,FSM
510069000,8317,2019,FSM,56.40722222222223,NRU
510069000,8314,2019,FSM,15.814722222222239,SLB
510069000,8326,2019,FSM,164.7986111111112,TUV
510069000,8450,2019,FSM,52.13888888888894,KIR
510069000,8324,2019,FSM,83.61916666666669,PNG
510069000,8441,2019,FSM,0.3102777777777778,KIR
431601317,8487,2024,JPN,203.8738888888889,JPN
431601317,NA,2024,JPN,16.98027777777778,high_seas
431500960,8487,2018,JPN,62.452777777777776,JPN
431500960,NA,2018,JPN,168.1575,high_seas
431500960,8315,2018,JPN,1002.5472222222223,PLW
431680550,8487,2016,JPN,130.5013888888889,JPN
431680550,8315,2016,JPN,547.1166666666668,PLW
431680550,NA,2016,JPN,625.3341666666666,high_seas
431680630,NA,2023,JPN,2008.0102777777774,high_seas
431680630,8487,2023,JPN,541.6844444444444,JPN
416003933,NA,2019,TWN,2123.7336111111117,high_seas
416002494,8316,2018,TWN,3312.1277777777777,FSM
416002494,NA,2018,TWN,842.5247222222222,high_seas
416002494,8315,2018,TWN,0.04,PLW
416002494,8322,2018,TWN,16.607499999999998,PHL
200021441,NA,2018,TWN,16.209166666666665,high_seas
200021441,8315,2018,TWN,2488.726111111111,PLW
416000446,8315,2020,TWN,9.571666666666667,PLW
416000446,8321,2020,TWN,0.23416666666666666,TWN
416000446,NA,2020,TWN,1028.4505555555554,high_seas
416000776,NA,2016,TWN,127.65277777777777,high_seas
416000776,8315,2016,TWN,394.8230555555556,PLW
416002477,8316,2014,TWN,4988.045277777777,FSM
416002477,NA,2014,TWN,583.078888888889,high_seas
412460004,NA,2020,CHN,421.6369444444445,high_seas
412460004,8316,2020,CHN,879.2638888888889,FSM
412460004,8445,2020,CHN,251.2350000000001,WSM
412460004,8444,2020,CHN,32.79972222222223,USA
412460004,8446,2020,CHN,715.6647222222226,NZL
412460004,8454,2020,CHN,3.5505555555555555,FRA
431601317,8487,2021,JPN,1140.6281468802777,JPN
431601317,NA,2021,JPN,1129.9472222222223,high_seas
431680280,NA,2021,JPN,55.748333333333335,high_seas
431680280,8487,2021,JPN,39.89527777777778,JPN
431680280,8315,2021,JPN,1489.266944444444,PLW
431680113,8487,2017,JPN,10.078611111111112,JPN
431680113,8315,2017,JPN,619.9527777777778,PLW
431680113,NA,2017,JPN,200.71694444444444,high_seas
416000358,8486,2021,TWN,3.0458333333333334,CHN
416000358,NA,2021,TWN,3858.0788048658333,high_seas
416000358,8321,2021,TWN,108.07833333333335,TWN
431680124,8315,2018,JPN,1261.465,PLW
431680124,NA,2018,JPN,70.94222222222223,high_seas
416004411,NA,2018,TWN,3451.5941666666668,high_seas
432948000,8324,2020,JPN,1186.0742542486119,PNG
432948000,NA,2020,JPN,1.8705555555555553,high_seas
432948000,8316,2020,JPN,882.0383333333339,FSM
416000445,8322,2023,TWN,197.57055555555556,PHL
416000445,8486,2023,TWN,0.6369444444444445,CHN
416000445,NA,2023,TWN,2320.3716666666674,high_seas
416000445,8321,2023,TWN,16.76361111111111,TWN
416002477,NA,2017,TWN,5688.528333333331,high_seas
416002477,8348,2017,TWN,2014.9966666666667,MDG
416002477,8322,2017,TWN,121.15555555555555,PHL
416002477,8343,2017,TWN,16.83694444444444,MUS
416002477,8492,2017,TWN,29.564999999999998,IDN
416002477,48946,2017,TWN,9.74388888888889,FRA
431680141,8315,2022,JPN,2258.626111111111,PLW
431680141,8487,2022,JPN,14.569772222222223,JPN
431680141,NA,2022,JPN,727.4656222222222,high_seas
432549000,NA,2022,JPN,1.0177777777777777,high_seas
432549000,8487,2022,JPN,103.68146388888889,JPN
432549000,8316,2022,JPN,13.612777777777788,FSM
432549000,8324,2022,JPN,20.56934166666666,PNG
431817000,8316,2021,JPN,272.6195285825,FSM
431817000,8487,2021,JPN,51.289444444444435,JPN
431817000,8324,2021,JPN,1074.7815812758336,PNG
431817000,8314,2021,JPN,66.21166666666667,SLB
432410000,8316,2016,JPN,585.2352777777777,FSM
432410000,8314,2016,JPN,84.45972222222223,SLB
432410000,8324,2016,JPN,365.26805555555563,PNG
432410000,8487,2016,JPN,2.211388888888889,JPN
432410000,NA,2016,JPN,248.8825,high_seas
431501646,8487,2023,JPN,582.2366666666667,JPN
431501646,NA,2023,JPN,2474.018611111111,high_seas
548487100,8322,2024,PHL,24.046944444444467,PHL
416002291,NA,2024,TWN,610.2758333333334,high_seas
431331000,NA,2018,JPN,2.4038888888888885,high_seas
431331000,8318,2018,JPN,4.909166666666667,MHL
431331000,8487,2018,JPN,8.115833333333333,JPN
431331000,8324,2018,JPN,895.7397222222222,PNG
431331000,8316,2018,JPN,996.0111111111112,FSM
431331000,8426,2018,JPN,11.54861111111111,COL
431680310,NA,2017,JPN,669.1502777777779,high_seas
431680310,8487,2017,JPN,283.4308333333333,JPN
432845000,8487,2016,JPN,145.0886111111111,JPN
432845000,8314,2016,JPN,115.60416666666667,SLB
432845000,8316,2016,JPN,262.9475,FSM
432845000,NA,2016,JPN,568.7558333333334,high_seas
432845000,8324,2016,JPN,903.4744444444445,PNG
432845000,8488,2016,JPN,87.47722222222222,KIR
200017179,8315,2016,TWN,468.11472222222227,PLW
