lat,lon,ais_reception_positions_per_day_class_A,ais_reception_positions_per_day_class_B
-90,40,614.102719010363,190.980845723889
-90,41,614.113879594839,190.976894125039
-90,42,614.126634192281,190.973332234057
-90,43,614.14082276446,190.970209368841
-90,44,614.156282100413,190.967573543129
-90,45,614.172851483,190.965470747256
-90,46,614.190377912556,190.96394426057
-90,47,614.208720587672,190.963034010552
-90,48,614.227754381385,190.962775991853
-90,49,614.247372103477,190.963201756935
-90,50,614.267485407699,190.964337987727
-90,51,614.28802427507,190.966206155477
-90,52,614.308935087198,190.968822273645
-90,53,614.330177381396,190.972196746472
-90,54,614.351719459424,190.976334312938
-90,55,614.373533089112,190.98123408418
-90,56,614.395587598857,190.986889669464
-90,57,614.417843708338,190.993289384122
-90,58,614.44024746819,191.000416530921
-90,59,614.462724692223,191.008249744394
-90,60,614.485176259449,191.016763386537
-90,61,614.507474637398,191.025927981139
-90,62,614.529461936396,191.035710673338
-90,63,614.550949744595,191.046075700572
-90,64,614.571720918655,191.056984861538
-90,65,614.591533414637,191.068397969878
-90,66,614.610126140897,191.080273280641
-90,67,614.627226702174,191.092567878563
-90,68,614.64256078293,191.105238019174
-90,69,614.655862796064,191.118239415223
-90,70,614.66688730766,191.131527463807
-90,71,614.675420645188,191.1450574111
-90,72,614.681292022902,191.158784454609
-90,73,614.684383481527,191.172663785223
-90,74,614.684637953569,191.186650573069
-90,75,614.682064838301,191.200699904305
-90,76,614.676742604578,191.214766677183
-90,77,614.66881812728,191.228805467435
-90,78,614.658502694694,191.242770374632
-90,79,614.646064870172,191.256614861786
-90,80,614.631820634635,191.270291600819
-90,81,614.616121437563,191.283752336705
-90,82,614.59934093111,191.29694778268
-90,83,614.581861228454,191.309827557875
-90,84,614.564059517996,191.322340177413
-90,85,614.546295777008,191.334433103946
-90,86,614.528902186233,191.346052866711
-90,87,614.512174663743,191.357145253063
-90,88,614.496366743307,191.367655574176
-90,89,614.481685835584,191.377529004706
-90,90,614.468291750234,191.386710993561
-90,91,614.456297234174,191.395147740051
-90,92,614.445770199449,191.402786727864
-90,93,614.436737273325,191.409577306795
-90,94,614.429188299935,191.415471310178
-90,95,614.423081444918,191.420423694622
-90,96,614.418348599014,191.42439318704
-90,97,614.414900829088,191.427342923724
-90,98,614.412633682461,191.429241065214
-90,99,614.411432203197,191.430061371603
-90,100,614.41117556582,191.429783723122
-90,101,614.411741268043,191.428394572277
-90,102,614.41300885184,191.425887315598
-90,103,614.414863137813,191.422262574814
-90,104,614.417196968707,191.417528380431
-90,105,614.419913461053,191.411700252788
-90,106,614.422927765084,191.404801179195
-90,107,614.426168332908,191.396861488856
-90,108,614.429577696077,191.387918630286
-90,109,614.433112757625,191.378016858996
-90,110,614.436744608947,191.367206846423
-90,111,614.440457891964,191.35554522297
-90,112,614.44424973697,191.343094070788
-90,113,614.448128317686,191.329920382955
-90,114,614.452111075596,191.316095506995
-90,115,614.456222673201,191.301694590664
-90,116,614.460492740113,191.286796048027
-90,117,614.464953478455,191.271481061962
-90,118,614.469637190634,191.255833138204
-90,119,614.474573790693,191.23993772282
-90,120,614.479788354714,191.223881892399
-90,121,614.485298763673,191.207754122107
-90,122,614.4911134902,191.191644133068
-90,123,614.497229584856,191.17564281581
-90,124,614.503630922016,191.159842222166
-90,125,614.510286776275,191.144335613473
-90,126,614.517150811157,191.129217548403
-90,127,614.524160571834,191.114583990119
-90,128,614.531237581638,191.100532408828
-90,129,614.538288142369,191.087161853181
-90,130,614.545204929446,191.074572962295
-90,131,614.551869452161,191.062867889339
-90,132,614.558155415798,191.05215010819
-90,133,614.56393297577,191.042524076088
-90,134,614.569073818297,191.034094728478
-90,135,614.573456940012,191.02696678634
-90,136,614.576974936837,191.021243861534
-90,137,614.579540557511,191.017027353097
-90,138,614.581093233128,191.014415134086
-90,139,614.58160526842,191.013500038346
-90,140,614.581087373104,191.014368164287
-90,141,614.579593222419,191.017097023912
-90,142,614.577222764523,191.021753573299
-90,143,614.574124026778,191.028392170855
-90,144,614.570493217602,191.037052517897
-90,145,614.566572959412,191.047757643101
-90,146,614.562648527182,191.060511998712
-90,147,614.559042001297,191.075299739476
-90,148,614.556104276511,191.092083257907
-90,149,614.554204908335,191.110802047384
-90,150,614.553719830056,191.131371961378
-90,151,614.555017047711,191.153684930358
-90,152,614.558440525623,191.17760918721
-90,153,614.564292617776,191.202990040016
-90,154,614.572815584236,191.229651214949
-90,155,614.584172954212,191.257396774071
-90,156,614.598431746943,191.286013593245
-90,157,614.615546817234,191.315274364351
-90,158,614.635348816951,191.344941065348
-90,159,614.657537409813,191.374768820875
-90,160,614.681681385921,191.404510058377
-90,161,614.707227128163,191.433918848133
-90,162,614.733516430815,191.462755304793
-90,163,614.759813935001,191.490789919668
-90,164,614.785343431019,191.517807692003
-90,165,614.809331077904,191.543611930701
-90,166,614.831052346901,191.568027607167
-90,167,614.8498784456,191.590904155971
-90,168,614.865317380745,191.612117638416
-90,169,614.877044903098,191.63157220917
-90,170,614.884921480481,191.649200852148
-90,171,614.888993100828,191.664965380022
-90,172,614.889475867091,191.67885571983
-90,173,614.886726585289,191.690888533225
-90,174,614.88120342215,191.701105244277
-90,175,614.873421849114,191.709569565949
-90,176,614.863911325887,191.716364631967
-90,177,614.853177537524,191.721589848429
-90,178,614.841673678326,191.725357583785
-90,179,614.829782547799,191.727789811991
-89,-180,617.199100060764,194.623046158907
-89,-179,617.176457298001,194.642612707764
-89,-178,617.154119044735,194.659308106523
-89,-177,617.132284264168,194.673304157907
-89,-176,617.111094602199,194.6847687956
-89,-175,617.090642042964,194.693863122549
-89,-174,617.070969959071,194.700738946409
-89,-173,617.052068601779,194.705536812637
-89,-172,617.03386833069,194.708384518458
-89,-171,617.016235308109,194.709396076433
-89,-170,616.998974538546,194.708671085977
-89,-169,616.981843883844,194.706294464672
-89,-168,616.964580243501,194.702336488181
-89,-167,616.946936017102,194.696853087559
-89,-166,616.928721030179,194.689886355442
-89,-165,616.90984312155,194.681465217381
-89,-164,616.890340160871,194.671606230102
-89,-163,616.870397577941,194.660314475411
-89,-162,616.850348212828,194.647584525007
-89,-161,616.830654679649,194.633401457407
-89,-160,616.811877555797,194.617741914183
-89,-159,616.794634804135,194.600575186409
-89,-158,616.779558536214,194.581864325728
-89,-157,616.76725462913,194.561567276249
-89,-156,616.758269220144,194.539638023911
-89,-155,616.753064265968,194.516027759795
-89,-154,616.752002629888,194.490686052327
-89,-153,616.755341844832,194.463562021762
-89,-152,616.763234904793,194.434605508073
-89,-151,616.775736124495,194.403768221249
-89,-150,616.792810164356,194.371004861335
-89,-149,616.814342604565,194.336274193448
-89,-148,616.840150836671,194.299540062837
-89,-147,616.869994430854,194.260772334271
-89,-146,616.903584464393,194.219947740693
-89,-145,616.940591541894,194.177050626673
-89,-144,616.980652407722,194.132073574918
-89,-143,617.023375168801,194.085017904657
-89,-142,617.068343256308,194.035894034808
-89,-141,617.115118386044,193.984721706218
-89,-140,617.163242953141,193.931530061379
-89,-139,617.212242501619,193.876357581367
-89,-138,617.261629117352,193.819251884182
-89,-137,617.310906731898,193.760269389576
-89,-136,617.359579330556,193.699474859041
-89,-135,617.407162852311,193.63694082082
-89,-134,617.453201104639,193.572746892021
-89,-133,617.497285293417,193.50697901102
-89,-132,617.539075857625,193.439728594723
-89,-131,617.578324370591,193.371091636161
-89,-130,617.614892559564,193.301167757919
-89,-129,617.64876527374,193.230059238427
-89,-128,617.680054683955,193.157870026613
-89,-127,617.708994154753,193.084704762115
-89,-126,617.735921885266,193.010667816237
-89,-125,617.761256178071,192.935862369498
-89,-124,617.785465586099,192.860389540075
-89,-123,617.809037821346,192.784347576535
-89,-122,617.832451023728,192.707831127166
-89,-121,617.856149902774,192.630930596309
-89,-120,617.880527744925,192.553731596472
-89,-119,617.905913793309,192.476314502947
-89,-118,617.932564486712,192.398754115527
-89,-117,617.960656741173,192.321119429386
-89,-116,617.990281893436,192.243473515008
-89,-115,618.021439896322,192.165873504377
-89,-114,618.054034522444,192.088370678368
-89,-113,618.087871331815,192.011010648081
-89,-112,618.122660693916,191.933833620395
-89,-111,618.158028066623,191.856874736839
-89,-110,618.193533004444,191.780164472416
-89,-109,618.22869711728,191.703729080656
-89,-108,618.263039648648,191.627591069757
-89,-107,618.296117772983,191.55176969429
-89,-106,618.327567440441,191.476281447143
-89,-105,618.357139904155,191.401140536083
-89,-104,618.384729142614,191.326359330505
-89,-103,618.41038629425,191.251948764708
-89,-102,618.434318830528,191.177918685458
-89,-101,618.456874237494,191.104278133489
-89,-100,618.478510077197,191.031035550601
-89,-99,618.499754076714,190.95819890704
-89,-98,618.521159045007,190.88577574637
-89,-97,618.543257790713,190.813773149247
-89,-96,618.56652282629,190.742197621049
-89,-95,618.591334646631,190.671054913277
-89,-94,618.617960994585,190.600349793471
-89,-93,618.646548021081,190.530085784239
-89,-92,618.677122822883,190.460264897195
-89,-91,618.709605652801,190.390887394166
-89,-90,618.743829239993,190.32195161283
-89,-89,618.779562172418,190.253453899962
-89,-88,618.816533189123,190.185388698326
-89,-87,618.854453476436,190.117748836214
-89,-86,618.893034609252,190.050526068043
-89,-85,618.932000545954,189.983711911081
-89,-84,618.971092971285,189.917298816274
-89,-83,619.010070173824,189.851281699198
-89,-82,619.048700430112,189.785659840502
-89,-81,619.086751458273,189.72043914324
-89,-80,619.123977837706,189.655634708121
-89,-79,619.160108360449,189.591273656116
-89,-78,619.19483510375,189.527398095657
-89,-77,619.227805653488,189.464068097806
-89,-76,619.258619437286,189.401364512023
-89,-75,619.286828612321,189.339391431638
-89,-74,619.311943464648,189.278278103104
-89,-73,619.333441848556,189.218180073984
-89,-72,619.350781859945,189.15927939024
-89,-71,619.363416701418,189.101783689113
-89,-70,619.3708105676,189.045924087771
-89,-69,619.37245435449,188.991951837407
-89,-68,619.367880069759,188.940133795457
-89,-67,619.356672985963,188.890746854395
-89,-66,619.338480818348,188.844071550528
-89,-65,619.313019501378,188.800385146884
-89,-64,619.280075457955,188.759954536219
-89,-63,619.23950456797,188.723029334076
-89,-62,619.191228323241,188.689835525086
-89,-61,619.135227873825,188.660569989335
-89,-60,619.071536813412,188.635396170607
-89,-59,619.000233606448,188.614441064544
-89,-58,618.921434530841,188.5977936097
-89,-57,618.835287903429,188.585504467566
-89,-56,618.741970184594,188.57758709117
-89,-55,618.641684343524,188.574019909339
-89,-54,618.534660620066,188.574749404466
-89,-53,618.421159568468,188.579693833801
-89,-52,618.301477028566,188.588747339862
-89,-51,618.175950461113,188.60178420966
-89,-50,618.044965923566,188.618663071635
-89,-49,617.908964865484,188.639230857188
-89,-48,617.768449896348,188.663326396866
-89,-47,617.623988730527,188.6907835639
-89,-46,617.476215634515,188.721433917729
-89,-45,617.325829887775,188.755108833978
-89,-44,617.173590993175,188.79164113556
-89,-43,617.020310623411,188.830866259662
-89,-42,616.866841534632,188.87262301006
-89,-41,616.71406389943,188.916753952206
-89,-40,616.562869687113,188.963105512254
-89,-39,616.414145836281,189.011527840952
-89,-38,616.268757020389,189.061874500154
-89,-37,616.127528796125,189.114002025264
-89,-36,615.991231860522,189.167769410737
-89,-35,615.860568033293,189.223037559217
-89,-34,615.736158443115,189.27966872906
-89,-33,615.618534242016,189.337526007878
-89,-32,615.508130021524,189.396472834881
-89,-31,615.405279961948,189.456372589249
-89,-30,615.310216628085,189.517088257468
-89,-29,615.223072233499,189.578482188879
-89,-28,615.143882133355,189.640415945581
-89,-27,615.072590274207,189.702750250274
-89,-26,615.009056323984,189.765345033576
-89,-25,614.95306421808,189.8280595807
-89,-24,614.904331887043,189.890752776196
-89,-23,614.862521959787,189.953283443655
-89,-22,614.827253262576,190.015510776938
-89,-21,614.798112939794,190.077294857793
-89,-20,614.774669007563,190.138497253772
-89,-19,614.756483102148,190.198981689035
-89,-18,614.743123110198,190.258614779351
-89,-17,614.734175265375,190.317266820845
-89,-16,614.729255190593,190.374812621146
-89,-15,614.728017272843,190.431132358969
-89,-14,614.730161713126,190.48611245753
-89,-13,614.735438619646,190.539646455628
-89,-12,614.743648634736,190.591635858277
-89,-11,614.754639800266,190.641990949086
-89,-10,614.768300664427,190.69063154475
-89,-9,614.784549967227,190.73748767303
-89,-8,614.803323569403,190.782500155313
-89,-7,614.824559553801,190.825621076397
-89,-6,614.848182588682,190.866814125446
-89,-5,614.874088688641,190.90605479449
-89,-4,614.902131442645,190.943330423696
-89,-3,614.932110634796,190.978640086117
-89,-2,614.963763995023,191.011994308123
-89,-1,614.99676262013,191.043414626363
-89,0,615.030710417774,191.072932986222
-89,1,615.065147754626,191.100590991312
-89,2,615.099559321664,191.126439018042
-89,3,615.133386055436,191.150535213264
-89,4,615.166040752367,191.172944397209
-89,5,615.196926788601,191.193736896786
-89,6,615.22545911189,191.212987336914
-89,7,615.251086435005,191.230773419682
-89,8,615.2733133629,191.247174721507
-89,9,615.291721073615,191.26227153886
-89,10,615.305985176369,191.276143811706
-89,11,615.315889518922,191.288870151909
-89,12,615.321335002723,191.300527001116
-89,13,615.32234286996,191.311187938615
-89,14,615.31905239859,191.320923155131
-89,15,615.311713416974,191.329799103878
-89,16,615.300674467281,191.337878334146
-89,17,615.286367744699,191.345219507589
-89,18,615.26929209361,191.351877591185
-89,19,615.249995338432,191.357904215637
-89,20,615.229057089194,191.363348182664
-89,21,615.207072922066,191.368256100024
-89,22,615.184640541367,191.372673119165
-89,23,615.162348222185,191.376643747365
-89,24,615.140765553752,191.380212704029
-89,25,615.120436277686,191.383425789517
-89,26,615.101872857547,191.386330735002
-89,27,615.085552336901,191.38897800234
-89,28,615.071913033036,191.391421505317
-89,29,615.061351669653,191.39371922565
-89,30,615.054220653846,191.395933701428
-89,31,615.050825339117,191.398132368916
-89,32,615.051421259532,191.400387744225
-89,33,615.05621145842,191.402777435423
-89,34,615.065344143419,191.405383981342
-89,35,615.078910967852,191.408294518092
-89,36,615.096946258131,191.411600279392
-89,37,615.119427474343,191.415395941006
-89,38,615.146277116137,191.419778824257
-89,39,615.177366177121,191.424847976574
-89,40,615.212519125253,191.430703150321
-89,41,615.251520259528,191.437443703195
-89,42,615.294121177028,191.445167445155
-89,43,615.340048995187,191.453969457508
-89,44,615.389014909391,191.463940910119
-89,45,615.440722638607,191.475167901811
-89,46,615.494876310648,191.487730348378
-89,47,615.551187371623,191.501700940423
-89,48,615.60938015511,191.517144191546
-89,49,615.669195825797,191.534115594246
-89,50,615.730394501682,191.552660898659
-89,51,615.792755463198,191.572815525501
-89,52,615.856075467699,191.594604121591
-89,53,615.920165297819,191.61804026262
-89,54,615.9848447779,191.643126304609
-89,55,616.049936587829,191.669853381671
-89,56,616.115259281951,191.698201545025
-89,57,616.180619980323,191.728140034192
-89,58,616.245807236404,191.759627669205
-89,59,616.310584596383,191.79261335003
-89,60,616.374685354678,191.827036646666
-89,61,616.437808971034,191.862828462744
-89,62,616.499619555925,191.899911753541
-89,63,616.559746747675,191.938202279145
-89,64,616.617789200787,191.977609373417
-89,65,616.673320785245,192.018036710021
-89,66,616.725899456848,192.059383048052
-89,67,616.775078608822,192.101542941415
-89,68,616.820420554056,192.144407398401
-89,69,616.86151162465,192.187864480451
-89,70,616.897978217659,192.23179983234
-89,71,616.929502978129,192.276097138877
-89,72,616.955840204519,192.320638506653
-89,73,616.976829508899,192.365304772942
-89,74,616.992406777518,192.409975746602
-89,75,617.002611574363,192.454530389381
-89,76,617.007590310652,192.498846948031
-89,77,617.007594765636,192.542803050578
-89,78,617.002975865584,192.586275781169
-89,79,616.994172979333,192.629141749607
-89,80,616.981699330501,192.671277172046
-89,81,616.966124417029,192.712557979149
-89,82,616.948054533042,192.752859967791
-89,83,616.928112586279,192.792059010754
-89,84,616.906918384285,192.830031337427
-89,85,616.885070439,192.866653895747
-89,86,616.863130134079,192.901804803766
-89,87,616.841608843281,192.935363895168
-89,88,616.820958315776,192.967213360702
-89,89,616.801564387702,192.99723848329
-89,90,616.78374385958,193.025328461751
-89,91,616.767744212888,193.051377313804
-89,92,616.753745730288,193.075284846775
-89,93,616.741865532007,193.09695768034
-89,94,616.732163034003,193.116310303862
-89,95,616.724646367908,193.133266148106
-89,96,616.719279356217,193.147758649808
-89,97,616.715988707548,193.159732286293
-89,98,616.714671166972,193.169143557479
-89,99,616.715200425012,193.17596189195
-89,100,616.717433645135,193.180170456245
-89,101,616.721217516176,193.181766846835
-89,102,616.726393767466,193.180763647586
-89,103,616.732804105804,193.17718883847
-89,104,616.740294545194,193.171086044157
-89,105,616.748719105431,193.162514616057
-89,106,616.757942857269,193.151549544791
-89,107,616.76784429539,193.138281205033
-89,108,616.778317023356,193.122814938787
-89,109,616.789270743529,193.105270487412
-89,110,616.800631557201,193.085781287112
-89,111,616.812341596155,193.064493645449
-89,112,616.824358025138,193.041565819649
-89,113,616.836651474052,193.017167019991
-89,114,616.84920397448,192.991476362366
-89,115,616.862006489826,192.964681794842
-89,116,616.875056134972,192.93697902274
-89,117,616.888353185197,192.908570454856
-89,118,616.901897971838,192.879664191605
-89,119,616.915687755515,192.850473072174
-89,120,616.929713662797,192.821213793907
-89,121,616.943957763754,192.792106112003
-89,122,616.958390366941,192.763372123051
-89,123,616.972967607813,192.735235629184
-89,124,616.987629413677,192.707921574758
-89,125,617.002297939347,192.68165554107
-89,126,617.016876579112,192.656663279484
-89,127,617.03124967573,192.633170258049
-89,128,617.045283052832,192.611401193255
-89,129,617.058825498588,192.591579534311
-89,130,617.071711314959,192.573926866769
-89,131,617.083764016297,192.558662200362
-89,132,617.094801215314,192.546001108329
-89,133,617.10464066872,192.536154686956
-89,134,617.11310737692,192.529328309117
-89,135,617.120041544572,192.525720151362
-89,136,617.125307124922,192.525519481842
-89,137,617.12880059098,192.528904705061
-89,138,617.130459522825,192.536041170425
-89,139,617.130270565275,192.547078762127
-89,140,617.128276310278,192.562149301017
-89,141,617.124580682499,192.581363800126
-89,142,617.119352457064,192.604809628983
-89,143,617.112826603337,192.632547652708
-89,144,617.105303219049,192.664609422638
-89,145,617.097143889306,192.700994504185
-89,146,617.088765365259,192.741668034412
-89,147,617.080630511928,192.786558605558
-89,148,617.073236521292,192.835556572571
-89,149,617.067100436274,192.888512879183
-89,150,617.062742092771,192.945238491833
-89,151,617.06066466946,193.005504519582
-89,152,617.061333155595,193.069043084536
-89,153,617.065151206977,193.135548988834
-89,154,617.072437076354,193.204682202046
-89,155,617.083399565686,193.276071168991
-89,156,617.098115252383,193.349316909976
-89,157,617.116508562328,193.423997857135
-89,158,617.138336558729,193.499675342667
-89,159,617.163180528109,193.575899626033
-89,160,617.190446498092,193.652216323329
-89,161,617.219376622446,193.72817308
-89,162,617.249072841486,193.803326312717
-89,163,617.278533307988,193.877247836068
-89,164,617.306700760903,193.9495311879
-89,165,617.332520419941,194.019797471852
-89,166,617.355003253344,194.087700549416
-89,167,617.373288951736,194.152931434077
-89,168,617.386702000776,194.215221768149
-89,169,617.394794245831,194.274346295175
-89,170,617.397368511606,194.330124278158
