lat,lon,elevation_m,distance_from_port_m,distance_from_shore_m,pixel_id,pixel_area_m2
0,-27,-3524.8183,813272.1563235,810592.200000001,24319,12308778361.4695
0,125,-2126.375,111816.9128475,67755.9,24431,12308778361.4695
0,-138,-4349.8989,1072127.0903596,991233.100000001,24235,12308778361.4695
0,-139,-4355.783,1050494.0805611,958837.2,24234,12308778361.4695
0,7,-2714.216,89422.2994836999,77240.3999999999,24353,12308778361.4695
0,-151,-4285.04039999999,794046.5315671,698977,24222,12308778361.4695
0,43,-1167.31114649682,147942.8793814,19673.8,24358,12308778361.4695
0,-52,-14.3428571428571,71891.7296736,12.2,24294,12308778361.4695
0,-165,-4587.1742,683928.9798119,507374.6,24208,12308778361.4695
0,-105,-3535.176,1396809.75885,1202599.1,24268,12308778361.4695
0,-20,-4691.22160000001,1071509.4995067,1053759,24326,12308778361.4695
0,4,-3966.5149,252222.214068,219141.3,24350,12308778361.4695
0,-6,-5066.9143,482880.3545914,479385.6,24340,12308778361.4695
0,156,-2104.531,587575.7672166,201665.5,24462,12308778361.4695
0,-153,-4208.8985,578501.2703917,531751.4,24220,12308778361.4695
0,105,-39.8966,143627.5458525,71106.9999999999,24418,12308778361.4695
0,-24,-3767.0415,1099674.7608483,1097817.9,24322,12308778361.4695
0,176,-5162.1939,406422.9747272,201610.9,24482,12308778361.4695
0,-156,-4478.8915,276145.775615299,231211.8,24217,12308778361.4695
0,63,-4081.5429,1007022.0891706,987383.8,24378,12308778361.4695
0,-125,-4620.9822,1966362.9560625,1935787,24248,12308778361.4695
0,-80,-11.5305555555556,66646.9466286999,233,24293,12308778361.4695
0,44,-2483.8964,186156.1668103,85820.3999999999,24359,12308778361.4695
0,96,-4795.1674,210026.3919073,97848.4,24411,12308778361.4695
0,-12,-4506.2774,570759.536091201,567596.300000001,24334,12308778361.4695
0,-9,-5016.85,500545.106702001,438354.1,24337,12308778361.4695
0,69,-3754.2061,439550.1795721,383922.9,24384,12308778361.4695
0,45,-3493.6298,171462.3562162,155366.2,24360,12308778361.4695
0,-43,-3922.2099,347818.3612977,321207.6,24303,12308778361.4695
0,178,-5453.3758,624018.9663716,305595,24484,12308778361.4695
0,-130,-4440.5055,1527216.2338125,1517167.2,24243,12308778361.4695
0,-34,-4189.9448,497110.8217355,493891.9,24312,12308778361.4695
0,62,-4208.04769999999,915626.528686601,897242.800000002,24377,12308778361.4695
0,127,-404.780339805825,37510.6702809,6558.8,24433,12308778361.4695
0,-40,-4082.8434,397617.0637157,374676.3,24306,12308778361.4695
0,-8,-5168.5792,478014.2430866,428338,24338,12308778361.4695
0,146,-4237.53270000001,279526.0778621,190058.7,24452,12308778361.4695
0,-46,-873.189700000001,328272.9628729,172001.3,24300,12308778361.4695
0,118,-1403.62875511397,68789.8817814001,35475.7000000001,24424,12308778361.4695
0,143,-3382.3301,417272.2608813,201108.1,24449,12308778361.4695
0,68,-3579.695,550327.5330384,494940.2,24383,12308778361.4695
0,-51,-12.1573292402149,75967.4479734001,753,24295,12308778361.4695
0,170,-4259.8914,289446.109745,186859.2,24476,12308778361.4695
0,175,-4850.2555,300254.0265808,163370.7,24481,12308778361.4695
0,-141,-4352.1501,1037343.0259019,931090.5,24232,12308778361.4695
0,48,-4707.92220000001,389410.0256139,346788.8,24363,12308778361.4695
0,123,-1579.2380425155,41983.2810602,6649.09999999999,24429,12308778361.4695
0,95,-4391.6677,317187.02515,193990.4,24410,12308778361.4695
0,56,-4294.81339999999,540304.1504231,485792.2,24371,12308778361.4695
0,-112,-3915.7749,1843415.0046,1112359.4,24261,12308778361.4695
0,135,-4661.9219,193479.5839665,106604.1,24441,12308778361.4695
0,92,-4460.5658,622682.856512401,424206.7,24407,12308778361.4695
0,-21,-4652.0653,1141180.5044,1126076.2,24325,12308778361.4695
0,158,-2363.3902,708825.4035651,417641.2,24464,12308778361.4695
0,131,-2424.11161161161,131331.8252355,40987.8,24437,12308778361.4695
0,10,0,116165.8779537,0,24356,12308778361.4695
0,-134,-4321.166,1242870.46555,1217190.7,24239,12308778361.4695
0,-10,-4792.3385,503505.4623242,471249.4,24336,12308778361.4695
0,49,-4876.4918,491657.0191522,424849.9,24364,12308778361.4695
0,102,-5.86078886310905,49035.6598495,40.9,24415,12308778361.4695
0,-17,-3853.7325,896513.025118001,874310,24329,12308778361.4695
0,-150,-4378.117,903054.0194495,780962.6,24223,12308778361.4695
0,-160,-4788.0745,277283.7381619,116250.5,24213,12308778361.4695
0,87,-4477.5737,945847.1411578,899404.5,24402,12308778361.4695
0,-39,-4421.0758,399012.5790872,406293.6,24307,12308778361.4695
0,169,-4407.2961,308995.6848013,155125.6,24475,12308778361.4695
0,-35,-4303.7552,535263.8444652,532573.8,24311,12308778361.4695
0,-16,-3690.6186,831422.457333799,824963.799999999,24330,12308778361.4695
0,153,-3721.6125,414045.6807885,159026.2,24459,12308778361.4695
0,79,-4695.2875,614187.1315144,608997.2,24394,12308778361.4695
0,141,-3207.4696,346277.0573571,278174.5,24447,12308778361.4695
0,134,-3579.4588753252,161924.7046667,126049.3,24440,12308778361.4695
0,-50,-10.5757189239332,164413.2914465,27540.5,24296,12308778361.4695
0,148,-4724.72960000001,339199.2974937,234106.4,24454,12308778361.4695
0,-170,-5458.45909999999,1188007.033625,435475.900000001,24203,12308778361.4695
0,-161,-5023.2761,370313.8855093,114570.8,24212,12308778361.4695
0,-140,-4327.3864,1038096.8042897,938527.7,24233,12308778361.4695
0,-109,-3666.4856,1696473.8749375,1086204.3,24264,12308778361.4695
0,52,-5085.1916,641028.229298,555442.500000001,24367,12308778361.4695
0,-48,-30.7054,208469.0705368,113934,24298,12308778361.4695
0,-18,-4300.7943,949081.470982399,926567.1,24328,12308778361.4695
0,162,-4280.82470000001,498976.2251661,495318.2,24468,12308778361.4695
0,-135,-4107.8243,1187078.069925,1148854.8,24238,12308778361.4695
0,-126,-4537.4377,1874198.01575,1850320.6,24247,12308778361.4695
0,70,-4123.6814,329052.5938635,273123.9,24385,12308778361.4695
0,61,-4340.2159,828362.1439051,805245.500000001,24376,12308778361.4695
0,67,-3286.1821,661243.2472828,606064,24382,12308778361.4695
0,-94,-3043.1424,203920.4602726,203586.5,24279,12308778361.4695
0,-22,-4206.2464,1214670.869425,1202945.7,24324,12308778361.4695
0,128,-524.013764044944,46047.1921932,9864.1,24434,12308778361.4695
0,8,-1589.8273,97425.7650063999,84738.3000000001,24354,12308778361.4695
0,140,-3301.6675,320289.9828169,300527.500000001,24446,12308778361.4695
0,-136,-4321.3958,1139350.4465625,1087564.8,24237,12308778361.4695
0,83,-4431.4319,680345.0788429,675811.3,24398,12308778361.4695
0,97,-1475.22325043378,111086.2418344,25791.1,24412,12308778361.4695
0,-11,-4508.61409999999,526604.7865662,515766.5,24335,12308778361.4695
0,5,-3674.3818,143161.0523178,114634.4,24351,12308778361.4695
0,46,-3937.7213,213554.7326095,211940.8,24361,12308778361.4695
0,59,-4584.2474,675177.820652,639861.6,24374,12308778361.4695
0,-174,-5474.9343,1286936.8061125,330698.9,24199,12308778361.4695
0,-169,-5406.2287,1083175.8768733,493111.6,24204,12308778361.4695
0,151,-4747.82470000001,349874.8159493,288087.6,24457,12308778361.4695
0,-131,-4445.2159,1448678.26735,1441960.3,24242,12308778361.4695
0,129,-755.529600964922,58575.2104558,26775.2,24435,12308778361.4695
0,-93,-2843.2244,103391.0330699,105112.1,24280,12308778361.4695
0,54,-4895.5963,549590.5770964,473869.5,24369,12308778361.4695
0,42,-33.5470085470086,104031.4764626,24.1,24357,12308778361.4695
0,-47,-48.4499,282712.8241351,141089.3,24299,12308778361.4695
0,-122,-4316.7795,2246519.90145,1738298.2,24251,12308778361.4695
0,98,-161.031884057971,70583.5371296,24823.8,24413,12308778361.4695
0,-147,-4260.8413,1218644.3924125,1058963.9,24226,12308778361.4695
0,109,-6.61757719714964,54327.1998287,292.3,24422,12308778361.4695
0,-159,-4466.3586,199227.1451468,165802.2,24214,12308778361.4695
0,72,-3070.75857585759,112417.7721491,56980.8,24387,12308778361.4695
0,132,-3857.2151,196539.3589607,90217.1,24438,12308778361.4695
0,-162,-5062.96380000001,444194.9736994,192408.9,24211,12308778361.4695
0,-108,-3683.5262,1659089.6214875,1099856.1,24265,12308778361.4695
0,-137,-4383.5292,1100737.2437937,1034579.1,24236,12308778361.4695
0,-146,-4359.9404,1197923.92375,1079482.5,24227,12308778361.4695
0,-86,-2952.1908,480103.002778,437909,24287,12308778361.4695
0,-133,-4350.5351,1305694.1243,1291351.8,24240,12308778361.4695
0,-7,-5077.0899,467664.9343332,442693.9,24339,12308778361.4695
0,-123,-4378.09200000001,2151739.7081875,1826068.4,24250,12308778361.4695
0,71,-4062.5918,219267.5315062,162932.7,24386,12308778361.4695
0,-158,-3997.6979,165038.3596165,140870.4,24215,12308778361.4695
0,-97,-3330.9923,518871.0330338,517085.6,24276,12308778361.4695
0,-111,-3826.6854,1789030.7794625,1092550.4,24262,12308778361.4695
0,76,-4419.9158,343391.8121788,333939.2,24391,12308778361.4695
0,-31,-3708.47630000001,525979.1389017,522225.5,24315,12308778361.4695
0,-120,-4063.6049,2401576.562525,1571246.8,24253,12308778361.4695
0,137,-4125.73060000001,246560.9953049,204805.8,24443,12308778361.4695
0,-110,-3734.1968,1739898.1882,1083744.2,24263,12308778361.4695
0,-152,-3944.9696,685732.4055737,619630.299999999,24221,12308778361.4695
0,-44,-3846.6743,304434.137832499,252207,24302,12308778361.4695
0,-129,-4481.5205,1609548.4364625,1595437.6,24244,12308778361.4695
0,86,-4505.20910000001,866385.433174,850592.9,24401,12308778361.4695
0,149,-4694.4774,343758.398607,203211.4,24455,12308778361.4695
0,-42,-3911.1222,416720.0019442,356717.6,24304,12308778361.4695
0,159,-2639.2266,663655.7409593,519294.7,24465,12308778361.4695
0,-166,-5174.35810000001,779171.820372399,616799.600000001,24207,12308778361.4695
0,81,-4557.28840000001,618386.9039538,609127.300000001,24396,12308778361.4695
0,-33,-4125.24589999999,482085.3695437,478500.5,24313,12308778361.4695
0,-15,-4170.80859999999,766819.022490501,762799.1,24331,12308778361.4695
0,-157,-3946.8414,198590.4270157,156793.1,24216,12308778361.4695
0,75,-4046.6138,233462.9698954,223410.8,24390,12308778361.4695
0,-168,-5210.45,979726.6708371,565243,24205,12308778361.4695
0,93,-4429.2431,534523.2255872,346105,24408,12308778361.4695
0,-88,-2571.1464,270895.7402101,237210.5,24285,12308778361.4695
0,106,-50.5128051220488,220660.9349562,53318.2,24419,12308778361.4695
0,-25,-3479.3901,1000981.9041989,998869.900000001,24321,12308778361.4695
0,171,-4411.8692,189622.3251907,170806.5,24477,12308778361.4695
0,179,-5426.4102,733888.3707969,383873.9,24485,12308778361.4695
0,47,-4402.8062,293713.981523,272604,24362,12308778361.4695
0,120,-527.744626306449,74874.7261214,9169,24426,12308778361.4695
0,-118,-4040.2604,2256280.24545,1419120.8,24255,12308778361.4695
0,-144,-4358.7546,1103547.5425445,986428.5,24229,12308778361.4695
0,-113,-3970.3522,1902600.277425,1142596.3,24260,12308778361.4695
0,-26,-3392.577,905174.2536594,902788.2,24320,12308778361.4695
0,-154,-4583.3296,473090.104300801,430731.3,24219,12308778361.4695
0,-1,-4965.9466,85088.5354355001,500568.7,24345,12308778361.4695
0,174,-4666.2832,199608.8203642,69207.1999999999,24480,12308778361.4695
0,-145,-4354.5707,1146362.9967625,1028440.4,24228,12308778361.4695
0,77,-4709.0806,453939.8114825,444860.1,24392,12308778361.4695
0,121,-713.258071323064,43079.2189679,9825.4,24427,12308778361.4695
0,124,-2030.30245570407,69330.6658379999,17088.8,24430,12308778361.4695
0,-29,-3526.5643,647796.8944093,644503,24317,12308778361.4695
0,172,-4209.54821928772,113433.6912427,71260.6,24478,12308778361.4695
0,3,-4216.8306,348267.1878508,314103.8,24349,12308778361.4695
0,-19,-4529.73439999999,1007115.1291988,986801.1,24327,12308778361.4695
0,160,-3008.1654,606097.812756299,552531.7,24466,12308778361.4695
0,91,-4489.58,690953.2737036,513910.9,24406,12308778361.4695
0,-143,-4375.96,1070527.4647799,955529.300000001,24230,12308778361.4695
0,99,-23.1452420701169,118842.8913485,1635.1,24414,12308778361.4695
0,-85,-3236.4555,450844.491637,429207.8,24288,12308778361.4695
0,150,-5035.16790000001,329256.4355374,227503.3,24456,12308778361.4695
0,144,-3768.2755,373735.6879547,160798.8,24450,12308778361.4695
0,-49,-10.3444,177959.2995118,75967.3999999999,24297,12308778361.4695
0,-95,-3279.4478,307769.9544849,305643.5,24278,12308778361.4695
0,-103,-3235.0498,1175714.06705,1174949.5,24270,12308778361.4695
0,-124,-4417.1837,2058536.5607875,1915784.1,24249,12308778361.4695
0,-114,-4026.5686,1966152.7588875,1182458.1,24259,12308778361.4695
0,-115,-4009.0888,2033662.7089875,1231012.5,24258,12308778361.4695
0,-99,-3380.0748,735783.9263398,734386,24274,12308778361.4695
0,-179,-5267.3988,954330.7773835,212117,24194,12308778361.4695
0,-3,-5112.546,285749.4505464,472742.6,24343,12308778361.4695
0,164,-4363.3578,293487.02571,292038.8,24470,12308778361.4695
0,-107,-3685.5226,1607585.355075,1124293.8,24266,12308778361.4695
0,-14,-4211.3602,702223.3002989,695793.400000001,24332,12308778361.4695
0,126,-2142.02701350675,99526.5274348,51431.4,24432,12308778361.4695
0,-92,-2482.59681752428,47765.472302,40435.9,24281,12308778361.4695
0,-119,-4062.6728,2336117.435825,1493020.5,24254,12308778361.4695
0,-90,-2041.27873448138,64158.8463365,61763.9,24283,12308778361.4695
0,-32,-3911.7382,492143.2740023,488375.2,24314,12308778361.4695
0,136,-4376.2058,194861.3330435,152600,24442,12308778361.4695
0,85,-4497.5322,793775.497007201,783035.8,24400,12308778361.4695
0,-149,-4351.9573,1012530.9319423,869401.3,24224,12308778361.4695
0,-36,-4364.0994,552602.9525622,563384.6,24310,12308778361.4695
0,9,-29.3182572614108,39247.65628,6581.2,24355,12308778361.4695
0,161,-3832.7553,562099.1421251,543608.8,24467,12308778361.4695
0,139,-3377.4142,326213.8881022,247643,24445,12308778361.4695
0,55,-4225.1442,533522.516841,468440.7,24370,12308778361.4695
0,-4,-5128.07020000001,392252.2752693,495896.2,24342,12308778361.4695
0,119,-1913.9231678487,124939.35346,29586.1,24425,12308778361.4695
0,74,-2995.1446,125864.1158061,114215.5,24389,12308778361.4695
0,2,-4398.262,284665.792134,406168.3,24348,12308778361.4695
0,-116,-3971.421,2104748.9797875,1287276.4,24257,12308778361.4695
0,-96,-3335.1255,412544.100677,410467.4,24277,12308778361.4695
0,-142,-4355.0788,1048228.9059929,936837.9,24231,12308778361.4695
2,-11,-4614.0983,323134.3582599,320682.2,24923,12297830372.106
2,160,-3428.2092,420200.7657769,402205.7,25055,12297830372.106
2,110,-38.249,85906.6527224001,60561.8,25009,12297830372.106
2,-142,-4474.5515,1268450.2394,1157557.6,24818,12297830372.106
2,88,-3925.6276,783895.7600177,753603.8,24987,12297830372.106
2,-25,-3957.3393,1124925.774075,1122032,24909,12297830372.106
2,-84,-3244.005,445164.5833312,269625,24876,12297830372.106
2,-111,-3765.5348,1595610.504125,873792.3,24849,12297830372.106
2,-104,-3442.6823,1281401.2734,1068827.4,24856,12297830372.106
2,-149,-4746.24840000001,1000276.9411947,968460.299999999,24811,12297830372.106
2,92,-4264.6298,449097.2103963,327623.7,24991,12297830372.106
2,-121,-4384.5313,2364227.533175,1515978.7,24839,12297830372.106
2,165,-4198.6699,365291.338918501,357728.400000001,25060,12297830372.106
2,-180,-5440.1804,847095.542658001,360959.6,24780,12297830372.106
2,103,-10.236878773804,38307.4913025,2277.3,25002,12297830372.106
2,-115,-3866.6029,1864871.573725,1041335.7,24845,12297830372.106
2,123,-5085.9295,174860.0831026,151368.8,25018,12297830372.106
2,-144,-4470.6386,1314587.847575,1198085.3,24816,12297830372.106
2,167,-4403.2763,344102.260503,264482.1,25062,12297830372.106
2,-113,-3847.6857,1721544.781,935451.6,24847,12297830372.106
2,51,-5062.6903,685639.240915101,449719.1,24950,12297830372.106
2,-140,-4324.3317,1260080.1354875,1158925.9,24820,12297830372.106
2,-145,-4459.39799999999,1350417.3463375,1232936.4,24815,12297830372.106
2,130,-4010.1603,262175.3120084,167900.5,25025,12297830372.106
2,59,-4588.8252,862840.978670799,818645.9,24958,12297830372.106
2,146,-4523.7633,500485.5201874,382999.8,25041,12297830372.106
2,111,-14.3305591677503,36517.7909218,4874.8,25010,12297830372.106
2,74,-2361.4353,200823.9538569,104835.5,24973,12297830372.106
2,164,-4237.852,357385.9143398,347367.5,25059,12297830372.106
2,-150,-4769.76509999999,889415.629969,857772.200000001,24810,12297830372.106
2,-13,-4626.2184,458497.5938412,455263.1,24921,12297830372.106
2,-20,-4905.2516,942060.9652895,913133.6,24914,12297830372.106
2,48,-3990.3813,355035.405874,192612,24947,12297830372.106
2,-135,-4263.8317,1387488.1607125,1335137.4,24825,12297830372.106
2,-94,-2561.2329,192922.3110739,191932.7,24866,12297830372.106
2,171,-4131.6048,204718.2975476,147244.9,25066,12297830372.106
2,47,-3260.7428,246476.0196225,111519.9,24946,12297830372.106
2,-41,-4327.94270000001,632849.7165517,585819.9,24893,12297830372.106
2,104,-45.1372832369942,67876.2732363,25293.4,25003,12297830372.106
2,-127,-4505.1104,1923252.436725,1909636.2,24833,12297830372.106
2,172,-4112.6413,136379.3613567,53642.8,25067,12297830372.106
2,76,-3890.3397,372964.0460659,321088.4,24975,12297830372.106
2,56,-4780.94229999999,760289.3407024,703219,24955,12297830372.106
2,150,-5032.8967,532838.7493249,420709.6,25045,12297830372.106
2,-160,-3907.219,155145.8837848,149421.9,24800,12297830372.106
2,-137,-4323.74219999999,1314287.4872125,1238069.4,24823,12297830372.106
2,8,-1889.8566,101340.4945731,79398.2,24942,12297830372.106
2,169,-4347.9166,395827.5709402,248381.8,25064,12297830372.106
2,142,-3200.5413,589862.815273,441322.2,25037,12297830372.106
2,-80,-2622.6219,109941.1788493,95048.4000000001,24880,12297830372.106
2,-130,-4492.88320000001,1688041.318725,1681144.2,24830,12297830372.106
2,3,-4033.6968,251186.823063,333337.7,24937,12297830372.106
2,141,-2806.8656,559982.6573342,471604.3,25036,12297830372.106
2,-30,-3338.869,774065.5313944,769922,24904,12297830372.106
2,-120,-4262.9731,2276832.554775,1426579.5,24840,12297830372.106
2,-7,-4820.3369,246379.2024585,232782.3,24927,12297830372.106
2,119,-4598.9165,157454.8189175,95049.7,25014,12297830372.106
2,105,-52.1911719628078,105928.3835736,46016.8,25004,12297830372.106
2,-128,-4424.9572,1841519.7832625,1831276.6,24832,12297830372.106
2,-148,-4649.759,1111187.387225,1076449.9,24812,12297830372.106
2,157,-2815.9125,503610.880988,313163,25052,12297830372.106
2,-14,-4791.07509999999,520610.867239,517538.3,24920,12297830372.106
2,70,-4167.7369,365444.907006,265171.8,24969,12297830372.106
2,71,-4001.1857,271299.1825403,155040,24970,12297830372.106
2,68,-3705.6945,572380.1494521,484353,24967,12297830372.106
2,-36,-4009.0573,731417.346700999,754265.4,24898,12297830372.106
2,-109,-3777.2654,1491484.94805,865866.499999999,24851,12297830372.106
2,79,-4281.1571,399652.2897613,396533.8,24978,12297830372.106
2,-4,-4894.71310000001,229493.1831349,287455.8,24930,12297830372.106
2,133,-3990.5884,380767.6843478,240400.5,25028,12297830372.106
2,-161,-4710.2688,200566.5658412,196863,24799,12297830372.106
2,107,-69.2418902683218,157940.5939805,67479.1,25006,12297830372.106
2,139,-4266.235,539087.966922399,460959.6,25034,12297830372.106
2,153,-3730.334,573800.473690601,201446.6,25048,12297830372.106
2,-39,-4405.2712,619271.312281,615655.5,24895,12297830372.106
2,-18,-4890.76500000001,781709.6792076,752338.1,24916,12297830372.106
2,-3,-5080.6313,221948.7280491,254445,24931,12297830372.106
2,-139,-4256.6408,1270325.017375,1175450.4,24821,12297830372.106
2,65,-2902.4852,896574.1353958,812902.800000001,24964,12297830372.106
2,4,-3725.2436,164356.9000101,259141.4,24938,12297830372.106
2,129,-3350.1237,187875.3938246,95043.9999999999,25024,12297830372.106
2,137,-4457.1292,439449.051107601,399388.7,25032,12297830372.106
2,-96,-2750.1792,401170.9873466,400018.6,24864,12297830372.106
2,66,-2588.0354,787673.8075878,703374.5,24965,12297830372.106
2,-31,-2954.8025,734861.4880082,730627.300000001,24903,12297830372.106
2,-86,-2989.7061,381322.2022755,377835.9,24874,12297830372.106
2,161,-3757.8975,358073.5190496,347419.1,25056,12297830372.106
2,-126,-4554.15880000001,2007777.4466125,1966688,24834,12297830372.106
2,-168,-5401.0278,917473.721450401,654818,24792,12297830372.106
2,-51,-8.45100600992944,269450.1500794,25497.1,24883,12297830372.106
2,-35,-3863.0447,741527.261549901,738047.1,24899,12297830372.106
2,-99,-3014.3937,729200.195691399,728301.6,24861,12297830372.106
2,-44,-4229.9633,522442.6019447,447133.3,24890,12297830372.106
2,-171,-5329.2147,1247008.89445,599705.8,24789,12297830372.106
2,178,-5475.3673,628292.693783001,481466.7,25073,12297830372.106
2,-19,-4983.823,859530.6156486,829415.4,24915,12297830372.106
2,-49,-69.1487,379584.1333017,183780.1,24885,12297830372.106
2,72,-2681.33056611322,196094.6190773,47616.8,24971,12297830372.106
2,122,-5311.1961,187756.9255532,159378.8,25017,12297830372.106
2,-175,-5296.2486,1390703.659475,303759.7,24785,12297830372.106
2,-143,-4478.0962,1286960.5782875,1172749.7,24817,12297830372.106
2,-173,-5200.3955,1463468.9710125,497710.8,24787,12297830372.106
2,-105,-3543.7133,1359696.535475,1007572,24855,12297830372.106
2,125,-1768.36157846436,90100.041925,23174.5,25020,12297830372.106
2,49,-4426.4357,464804.1539045,273690.2,24948,12297830372.106
2,-134,-4360.78540000001,1435569.8658,1394442,24826,12297830372.106
