lon,lat,year,flag,fishing_hours
129.4,6.5,2016,PNG,0
129.4,6.5,2020,PHL,0
129.5,4.7,2019,USA,0
129.5,4.9,2016,PHL,0
129.5,4.9,2017,PNG,0
129.5,4.9,2020,FSM,0
129.5,5,2019,CHN,0
129.5,5,2019,PHL,0
129.5,5,2019,TWN,0
129.5,5.1000000000000005,2016,KIR,0
129.5,5.1000000000000005,2016,TWN,0
129.5,5.1000000000000005,2017,FSM,0
129.5,5.1000000000000005,2018,PHL,0
129.5,5.1000000000000005,2019,PNG,0
129.5,5.1000000000000005,2020,FSM,0
129.5,5.2,2018,PHL,0
129.5,5.2,2020,FSM,0
129.5,5.300000000000001,2016,PHL,0
129.5,5.300000000000001,2019,TWN,0
129.5,5.4,2018,JPN,0
129.5,5.5,2017,FSM,0
129.5,5.5,2019,TWN,0
129.5,5.6000000000000005,2016,PHL,0
129.5,5.6000000000000005,2017,PNG,0
129.5,5.6000000000000005,2017,TWN,0
129.5,5.6000000000000005,2018,TWN,0
129.5,5.6000000000000005,2019,TWN,0
129.5,5.6000000000000005,2020,TWN,0
129.5,5.7,2017,FSM,0
129.5,5.7,2017,PNG,0
129.5,5.7,2017,TWN,0
129.5,5.7,2018,TWN,0
129.5,5.7,2020,KOR,0
129.5,5.800000000000001,2016,PHL,0
129.5,5.800000000000001,2018,TWN,0
129.5,6,2017,TWN,0
129.5,6,2019,TWN,0
129.5,6.1000000000000005,2018,TWN,0
129.5,6.1000000000000005,2019,TWN,0
129.5,6.1000000000000005,2020,TWN,0
129.5,6.2,2016,PNG,0
129.5,6.2,2018,TWN,0
129.5,6.2,2019,TWN,0
129.5,6.300000000000001,2018,TWN,0
129.5,6.300000000000001,2019,CHN,0
129.5,6.300000000000001,2019,PHL,0
129.5,6.300000000000001,2019,TWN,0
129.5,6.300000000000001,2020,PHL,0
129.5,6.300000000000001,2021,JPN,0
129.5,6.300000000000001,2021,PHL,0
129.5,6.4,2018,TWN,0
129.5,6.4,2019,NRU,0
129.5,6.4,2019,PHL,0
129.5,6.4,2019,TWN,0
129.5,6.4,2020,PHL,0
129.5,6.4,2020,TWN,0
129.5,6.4,2021,JPN,0
129.5,6.4,2021,NRU,0
129.5,6.4,2021,PHL,0
129.5,6.4,2021,PNG,0
129.5,6.5,2016,PNG,0
129.5,6.5,2017,CHN,0
129.5,6.5,2017,PHL,0
129.5,6.5,2017,TWN,0
129.5,6.5,2018,PNG,0
129.5,6.5,2018,TWN,0
129.5,6.5,2019,PHL,0
129.5,6.5,2019,PNG,0
129.5,6.5,2019,TWN,0
129.5,6.5,2020,PHL,0
129.5,6.5,2020,PNG,0
129.5,6.5,2021,FSM,0
129.5,6.5,2021,NRU,0
129.5,6.5,2021,PHL,0
129.5,6.5,2021,TUV,0
129.5,6.6000000000000005,2016,PNG,0
129.5,6.6000000000000005,2016,TWN,0
129.5,6.6000000000000005,2018,CHN,0
129.5,6.6000000000000005,2018,JPN,0
129.5,6.6000000000000005,2018,TWN,1.1347222222222222
129.5,6.6000000000000005,2019,CHN,0
129.5,6.6000000000000005,2019,NRU,0
129.5,6.6000000000000005,2019,PHL,0
129.5,6.6000000000000005,2019,PNG,0
129.5,6.6000000000000005,2019,TWN,0
129.5,6.6000000000000005,2020,PHL,0
129.5,6.6000000000000005,2020,TWN,0
129.5,6.6000000000000005,2021,CHN,0
129.5,6.6000000000000005,2021,PHL,0
129.5,6.6000000000000005,2021,PNG,0
129.5,6.6000000000000005,2021,TWN,0
129.5,6.7,2018,PHL,0
129.5,6.7,2019,PHL,0
129.5,6.7,2019,PNG,0
129.5,6.7,2019,TWN,0
129.5,6.800000000000001,2018,TWN,0
129.5,6.800000000000001,2021,JPN,0
129.6,3.9,2017,FSM,0
129.6,4,2021,PHL,0
129.6,4.1000000000000005,2018,JPN,0
129.6,4.1000000000000005,2019,FSM,0
129.6,4.2,2016,PHL,0
129.6,4.3,2016,PHL,0
129.6,4.3,2018,JPN,0
129.6,4.3,2018,KIR,0
129.6,4.3,2020,PHL,0
129.6,4.4,2018,TWN,0
129.6,4.4,2019,PHL,0
129.6,4.4,2020,PHL,0
129.6,4.4,2021,PHL,0
129.6,4.5,2016,TWN,0
129.6,4.5,2017,PNG,0
129.6,4.5,2018,JPN,0
129.6,4.5,2018,PHL,0
129.6,4.5,2018,TWN,0
129.6,4.6000000000000005,2020,NRU,0
129.6,4.7,2017,FSM,0
129.6,4.7,2018,TWN,0
129.6,4.7,2019,TWN,0
129.6,4.7,2019,USA,0
129.6,4.800000000000001,2020,FSM,0
129.6,4.9,2017,PNG,0
129.6,4.9,2019,KIR,0
129.6,4.9,2020,FSM,0
129.6,4.9,2021,FSM,0
129.6,5,2016,PHL,0
129.6,5,2017,CHN,0
129.6,5,2019,CHN,0
129.6,5,2019,PHL,0
129.6,5,2019,TWN,0
129.6,5,2020,FSM,0
129.6,5,2021,SLB,0
129.6,5.1000000000000005,2016,KIR,0
129.6,5.1000000000000005,2017,FSM,0
129.6,5.1000000000000005,2017,JPN,0
129.6,5.1000000000000005,2018,JPN,0
129.6,5.1000000000000005,2018,PHL,0
129.6,5.1000000000000005,2018,TWN,0
129.6,5.1000000000000005,2019,PNG,0
129.6,5.1000000000000005,2020,FSM,0
129.6,5.1000000000000005,2020,MHL,0
129.6,5.2,2016,PHL,0
129.6,5.2,2018,PHL,0
129.6,5.2,2019,TWN,0
129.6,5.2,2020,FSM,0
129.6,5.300000000000001,2016,PNG,0
129.6,5.300000000000001,2019,TWN,0
129.6,5.300000000000001,2020,FSM,0
129.6,5.4,2016,PNG,0
129.6,5.4,2018,JPN,7.576388888888889
129.6,5.4,2018,KIR,0
129.6,5.4,2018,PNG,0
129.6,5.4,2018,TWN,0
129.6,5.4,2019,TWN,0.696388888888889
129.6,5.5,2016,PNG,0
129.6,5.5,2019,JPN,8.3425
129.6,5.5,2019,TWN,0
129.6,5.5,2020,TWN,0
129.6,5.5,2021,FSM,0
129.6,5.6000000000000005,2016,PHL,0
129.6,5.6000000000000005,2018,TWN,0
129.6,5.6000000000000005,2019,TWN,0
129.6,5.6000000000000005,2021,FSM,0
129.6,5.7,2017,FSM,0
129.6,5.7,2017,PNG,0
129.6,5.7,2019,PHL,0
129.6,5.800000000000001,2016,PHL,0
129.6,5.800000000000001,2017,UNK,0
129.6,5.800000000000001,2020,KOR,0
129.6,5.9,2016,TWN,0
129.6,5.9,2017,TWN,0
129.6,5.9,2018,TWN,0
129.6,5.9,2020,KOR,0
129.6,6,2017,TWN,0
129.6,6,2018,TWN,0.8177777777777777
129.6,6,2019,TWN,0
129.6,6,2020,KOR,0
129.6,6,2020,PNG,0
129.6,6.1000000000000005,2017,FSM,0
129.6,6.1000000000000005,2017,TWN,3.185277777777778
129.6,6.1000000000000005,2018,TWN,7.12
129.6,6.1000000000000005,2020,KOR,0
129.6,6.1000000000000005,2020,PNG,0
129.6,6.1000000000000005,2020,TWN,0
129.6,6.1000000000000005,2021,PHL,0
129.6,6.1000000000000005,2021,PNG,0
129.6,6.2,2016,PNG,0
129.6,6.2,2018,TWN,0
129.6,6.2,2019,TWN,0
129.6,6.2,2020,KOR,0
129.6,6.2,2021,PNG,0
129.6,6.300000000000001,2017,CHN,0
129.6,6.300000000000001,2017,TWN,0
129.6,6.300000000000001,2018,TWN,0
129.6,6.300000000000001,2019,PHL,0
129.6,6.300000000000001,2019,TWN,0
129.6,6.300000000000001,2020,KOR,0
129.6,6.300000000000001,2020,PHL,0
129.6,6.300000000000001,2020,TWN,0
129.6,6.4,2016,PNG,0
129.6,6.4,2018,TWN,0
129.6,6.4,2019,NRU,0
129.6,6.4,2019,PHL,0
129.6,6.4,2019,TWN,0
129.6,6.4,2020,JPN,0
129.6,6.4,2020,PHL,0
129.6,6.4,2020,PNG,0
129.6,6.4,2021,JPN,0
129.6,6.4,2021,PHL,0
129.6,6.4,2021,PNG,0
129.6,6.5,2016,PNG,0
129.6,6.5,2016,TWN,0
129.6,6.5,2017,PHL,0
129.6,6.5,2017,TWN,0
129.6,6.5,2018,PHL,0
129.6,6.5,2018,TWN,0
129.6,6.5,2019,PHL,0
129.6,6.5,2019,PNG,0
129.6,6.5,2019,TWN,0
129.6,6.5,2020,JPN,0
129.6,6.5,2020,PNG,0
129.6,6.5,2021,JPN,0
129.6,6.5,2021,PHL,0
129.6,6.5,2021,PNG,0
129.6,6.5,2021,TUV,0
129.6,6.5,2021,TWN,0
129.6,6.6000000000000005,2016,PNG,0
129.6,6.6000000000000005,2018,TWN,0.25916666666666666
129.6,6.6000000000000005,2019,JPN,0
129.6,6.6000000000000005,2019,NRU,0
129.6,6.6000000000000005,2019,PHL,0
129.6,6.6000000000000005,2019,PNG,0
129.6,6.6000000000000005,2019,TWN,4.232777777777778
129.6,6.6000000000000005,2020,PHL,0
129.6,6.6000000000000005,2020,TWN,0
129.6,6.6000000000000005,2021,CHN,0
129.6,6.6000000000000005,2021,JPN,0
129.6,6.6000000000000005,2021,PHL,0
129.6,6.6000000000000005,2021,TWN,0
129.6,6.7,2017,JPN,0
129.6,6.7,2017,PHL,0
129.6,6.7,2018,TWN,0.3897222222222222
129.6,6.7,2019,PHL,0
129.6,6.7,2019,PNG,0
129.6,6.7,2021,PHL,0
129.6,6.7,2021,TWN,0
129.6,6.800000000000001,2019,PNG,0
129.6,6.800000000000001,2019,TWN,0
129.6,6.800000000000001,2021,JPN,0
129.6,6.9,2018,JPN,0
129.6,6.9,2018,TWN,0
129.6,6.9,2019,TWN,0
129.70000000000002,3.4000000000000004,2017,JPN,0
129.70000000000002,3.4000000000000004,2017,PHL,0
129.70000000000002,3.4000000000000004,2019,TWN,0
129.70000000000002,3.5,2016,PHL,0
129.70000000000002,3.7,2021,NRU,0
129.70000000000002,3.8,2021,NRU,0
129.70000000000002,3.9,2017,FSM,0
129.70000000000002,3.9,2019,TWN,0
129.70000000000002,4,2019,TWN,0
129.70000000000002,4,2021,PHL,0
129.70000000000002,4.1000000000000005,2016,PNG,0
129.70000000000002,4.1000000000000005,2017,PHL,0
129.70000000000002,4.1000000000000005,2019,FSM,0
129.70000000000002,4.2,2016,PHL,0
129.70000000000002,4.2,2016,PNG,0
129.70000000000002,4.2,2017,PHL,0
129.70000000000002,4.3,2020,PHL,0
129.70000000000002,4.3,2021,PHL,0
129.70000000000002,4.4,2017,PNG,0
129.70000000000002,4.4,2018,TWN,0
129.70000000000002,4.4,2019,PNG,0
129.70000000000002,4.5,2016,PNG,0
129.70000000000002,4.5,2016,TWN,0
129.70000000000002,4.6000000000000005,2016,KOR,0
129.70000000000002,4.6000000000000005,2019,FSM,0
129.70000000000002,4.7,2019,TWN,0
129.70000000000002,4.7,2019,USA,0
129.70000000000002,4.800000000000001,2016,PHL,0
129.70000000000002,4.800000000000001,2018,JPN,0
129.70000000000002,4.800000000000001,2020,FSM,0
129.70000000000002,5,2016,KIR,0
129.70000000000002,5,2017,CHN,0
129.70000000000002,5,2018,TWN,0
129.70000000000002,5,2019,CHN,0
129.70000000000002,5,2019,PHL,0
129.70000000000002,5,2019,TWN,0
129.70000000000002,5,2020,FSM,0
129.70000000000002,5,2021,SLB,0
129.70000000000002,5.1000000000000005,2016,KIR,0
129.70000000000002,5.1000000000000005,2016,KOR,0
129.70000000000002,5.1000000000000005,2017,PNG,0
129.70000000000002,5.1000000000000005,2018,PHL,0
129.70000000000002,5.1000000000000005,2019,PNG,0
129.70000000000002,5.1000000000000005,2020,FSM,0
129.70000000000002,5.1000000000000005,2020,MHL,0
129.70000000000002,5.2,2016,PHL,0
129.70000000000002,5.2,2016,TWN,0
129.70000000000002,5.2,2019,TWN,0
129.70000000000002,5.2,2020,FSM,0.7727777777777778
129.70000000000002,5.2,2021,FSM,0
129.70000000000002,5.300000000000001,2016,PNG,0
129.70000000000002,5.300000000000001,2020,TWN,0
129.70000000000002,5.300000000000001,2021,PHL,0
129.70000000000002,5.4,2017,TWN,0
129.70000000000002,5.4,2018,PNG,0
129.70000000000002,5.4,2018,TWN,0
129.70000000000002,5.4,2019,PHL,0
129.70000000000002,5.4,2020,TWN,0
129.70000000000002,5.4,2021,FSM,0
129.70000000000002,5.5,2016,PNG,0
129.70000000000002,5.5,2017,TWN,0
129.70000000000002,5.5,2018,JPN,0
129.70000000000002,5.5,2018,PNG,0
129.70000000000002,5.5,2018,TWN,0
129.70000000000002,5.5,2019,TWN,0
129.70000000000002,5.5,2020,TWN,0
129.70000000000002,5.5,2021,FSM,0
129.70000000000002,5.6000000000000005,2016,PHL,0
129.70000000000002,5.6000000000000005,2017,PNG,0
129.70000000000002,5.6000000000000005,2017,TWN,0
129.70000000000002,5.6000000000000005,2018,PNG,0
129.70000000000002,5.6000000000000005,2018,TWN,0
129.70000000000002,5.6000000000000005,2019,TWN,0
129.70000000000002,5.6000000000000005,2021,FSM,0
129.70000000000002,5.7,2016,PHL,0
129.70000000000002,5.7,2017,FSM,0
129.70000000000002,5.7,2017,TWN,0
129.70000000000002,5.7,2019,PHL,0
129.70000000000002,5.800000000000001,2018,TWN,0
129.70000000000002,5.800000000000001,2021,PHL,0
129.70000000000002,5.9,2017,TWN,0
129.70000000000002,5.9,2021,PHL,0
129.70000000000002,6,2018,TWN,0.5241666666666667
129.70000000000002,6,2019,PHL,0
129.70000000000002,6,2019,TWN,0
129.70000000000002,6,2020,PNG,0
129.70000000000002,6,2020,TWN,0
129.70000000000002,6.1000000000000005,2017,FSM,0
129.70000000000002,6.1000000000000005,2017,TWN,0
129.70000000000002,6.1000000000000005,2019,TWN,0
129.70000000000002,6.1000000000000005,2020,TWN,0
129.70000000000002,6.1000000000000005,2021,PNG,0
129.70000000000002,6.2,2016,TWN,0
129.70000000000002,6.2,2018,TWN,0
129.70000000000002,6.2,2019,PHL,0
129.70000000000002,6.2,2019,TWN,0
129.70000000000002,6.300000000000001,2016,PNG,0
129.70000000000002,6.300000000000001,2016,TWN,0
129.70000000000002,6.300000000000001,2018,JPN,0
129.70000000000002,6.300000000000001,2018,TWN,0
129.70000000000002,6.300000000000001,2019,PHL,0
129.70000000000002,6.300000000000001,2019,TWN,0
129.70000000000002,6.300000000000001,2020,PHL,0
129.70000000000002,6.300000000000001,2020,TWN,0
129.70000000000002,6.300000000000001,2021,PHL,0
129.70000000000002,6.300000000000001,2021,PNG,0
129.70000000000002,6.4,2016,TWN,0
129.70000000000002,6.4,2017,TWN,0
129.70000000000002,6.4,2018,TWN,0
129.70000000000002,6.4,2019,CHN,0
129.70000000000002,6.4,2019,NRU,0
129.70000000000002,6.4,2019,PHL,0
129.70000000000002,6.4,2019,TWN,0
129.70000000000002,6.4,2020,KOR,0
129.70000000000002,6.4,2020,PHL,0
129.70000000000002,6.4,2020,PNG,0
129.70000000000002,6.4,2021,PHL,0
129.70000000000002,6.4,2021,TWN,0
129.70000000000002,6.5,2016,PNG,0
129.70000000000002,6.5,2017,PHL,0
129.70000000000002,6.5,2017,TWN,0
129.70000000000002,6.5,2018,PHL,0
129.70000000000002,6.5,2018,TWN,0
129.70000000000002,6.5,2019,NRU,0
129.70000000000002,6.5,2019,PHL,0
129.70000000000002,6.5,2019,PNG,0
129.70000000000002,6.5,2019,TWN,0
129.70000000000002,6.5,2020,JPN,0
129.70000000000002,6.5,2020,KOR,0
129.70000000000002,6.5,2020,PHL,0
129.70000000000002,6.5,2021,FSM,0
129.70000000000002,6.5,2021,PHL,0
129.70000000000002,6.6000000000000005,2017,PNG,0
129.70000000000002,6.6000000000000005,2017,TWN,0
129.70000000000002,6.6000000000000005,2018,PHL,0
129.70000000000002,6.6000000000000005,2018,TWN,0
129.70000000000002,6.6000000000000005,2019,PNG,0
129.70000000000002,6.6000000000000005,2019,TWN,0
129.70000000000002,6.6000000000000005,2020,KOR,0
129.70000000000002,6.6000000000000005,2020,PHL,0
129.70000000000002,6.6000000000000005,2020,TWN,0
129.70000000000002,6.6000000000000005,2021,CHN,0
129.70000000000002,6.6000000000000005,2021,JPN,0
129.70000000000002,6.6000000000000005,2021,PNG,0
129.70000000000002,6.6000000000000005,2021,TUV,0
129.70000000000002,6.7,2017,PHL,0
129.70000000000002,6.7,2017,TWN,0
129.70000000000002,6.7,2019,PHL,0
129.70000000000002,6.7,2019,PNG,0
129.70000000000002,6.7,2020,KOR,0
129.70000000000002,6.7,2021,JPN,0
129.70000000000002,6.7,2021,TWN,0
129.70000000000002,6.800000000000001,2016,PHL,0
129.70000000000002,6.800000000000001,2018,TWN,0
129.70000000000002,6.800000000000001,2019,PNG,0
129.70000000000002,6.800000000000001,2020,KOR,0
129.70000000000002,6.800000000000001,2021,JPN,0
129.70000000000002,6.9,2018,TWN,0
129.70000000000002,6.9,2019,TWN,0
129.70000000000002,7.1000000000000005,2019,JPN,0
129.70000000000002,7.1000000000000005,2019,PHL,0
129.70000000000002,7.2,2018,CHN,0
129.70000000000002,7.300000000000001,2021,JPN,0
129.70000000000002,7.4,2019,TWN,0
129.8,2.9000000000000004,2016,PHL,0
129.8,2.9000000000000004,2019,JPN,0
129.8,3.2,2018,JPN,6.795
129.8,3.2,2019,JPN,15.4725
129.8,3.3000000000000003,2016,JPN,0
129.8,3.3000000000000003,2017,PHL,0
129.8,3.3000000000000003,2018,JPN,4.566944444444444
129.8,3.3000000000000003,2020,JPN,0
129.8,3.4000000000000004,2016,JPN,0.4413888888888889
129.8,3.4000000000000004,2016,PHL,0
129.8,3.4000000000000004,2016,PNG,0
129.8,3.4000000000000004,2017,PNG,0
129.8,3.4000000000000004,2018,JPN,1.7661111111111112
129.8,3.4000000000000004,2019,TWN,0
129.8,3.5,2016,PHL,0
129.8,3.6,2018,JPN,10.033055555555556
129.8,3.6,2021,NRU,0
129.8,3.8,2018,JPN,1.1316666666666666
129.8,3.8,2019,JPN,9.408055555555556
129.8,3.9,2016,JPN,0
129.8,3.9,2017,FSM,0
129.8,3.9,2018,JPN,27.1375
129.8,3.9,2019,TWN,0
129.8,3.9,2021,PHL,0
129.8,4,2016,JPN,2.600277777777778
129.8,4,2018,JPN,24.757777777777775
129.8,4,2018,PHL,0
129.8,4,2019,JPN,0
129.8,4,2021,PHL,0
129.8,4.1000000000000005,2016,JPN,0
129.8,4.1000000000000005,2016,PNG,0
129.8,4.1000000000000005,2019,JPN,0.42444444444444446
129.8,4.2,2016,PHL,0
129.8,4.2,2018,JPN,14.095833333333331
129.8,4.2,2018,PHL,0
129.8,4.2,2019,JPN,11.998333333333331
129.8,4.2,2020,PHL,0
129.8,4.3,2018,JPN,4.6786111111111115
129.8,4.3,2019,JPN,15.158888888888889
129.8,4.3,2020,PHL,0
129.8,4.3,2021,PHL,0
129.8,4.4,2016,JPN,10.967222222222222
129.8,4.4,2016,TWN,0
129.8,4.4,2017,PNG,0
129.8,4.4,2018,JPN,24.368055555555557
129.8,4.4,2018,TWN,0
129.8,4.4,2019,PNG,0
129.8,4.5,2016,PNG,0
129.8,4.5,2018,PHL,0
129.8,4.5,2020,NRU,0
129.8,4.6000000000000005,2019,JPN,16.346944444444446
129.8,4.7,2017,FSM,0
129.8,4.7,2019,USA,0
129.8,4.800000000000001,2016,PHL,0
129.8,4.800000000000001,2017,PNG,0
129.8,4.800000000000001,2019,JPN,19.13861111111111
129.8,4.800000000000001,2020,FSM,0
129.8,4.9,2016,PNG,0
129.8,4.9,2018,TWN,0
129.8,4.9,2019,PHL,0
129.8,5,2016,PHL,0
129.8,5,2017,CHN,0
129.8,5,2018,TWN,0
129.8,5,2019,CHN,0
129.8,5,2020,FSM,0
129.8,5,2021,SLB,0
129.8,5.1000000000000005,2017,FSM,0
129.8,5.1000000000000005,2019,PNG,0
129.8,5.1000000000000005,2019,TWN,0
129.8,5.1000000000000005,2020,FSM,0
129.8,5.1000000000000005,2020,MHL,0
129.8,5.2,2016,JPN,0
129.8,5.2,2016,PHL,0
129.8,5.2,2018,PHL,0
129.8,5.2,2018,TWN,0
129.8,5.2,2019,TWN,0
129.8,5.2,2020,FSM,0.03333333333333333
129.8,5.2,2021,USA,0
129.8,5.300000000000001,2016,PHL,0
129.8,5.300000000000001,2018,JPN,0.41388888888888886
129.8,5.300000000000001,2018,PNG,0
129.8,5.300000000000001,2018,TWN,0
129.8,5.4,2016,PHL,0
129.8,5.4,2018,PNG,0
129.8,5.4,2018,TWN,0
129.8,5.4,2019,TWN,0.2722222222222222
129.8,5.4,2020,FSM,0
129.8,5.4,2020,TWN,0
129.8,5.4,2021,FSM,0
129.8,5.5,2016,PNG,0
129.8,5.5,2017,PHL,0
129.8,5.5,2018,TWN,0
129.8,5.5,2019,FSM,0
129.8,5.5,2019,TWN,0
129.8,5.5,2020,TWN,0
129.8,5.5,2021,FSM,0
129.8,5.6000000000000005,2017,PNG,0
129.8,5.6000000000000005,2017,TWN,0
129.8,5.6000000000000005,2018,PNG,0
129.8,5.6000000000000005,2018,TWN,0
129.8,5.6000000000000005,2021,FSM,0
129.8,5.7,2016,PHL,0
129.8,5.7,2017,FSM,0
129.8,5.7,2017,PNG,0
129.8,5.7,2017,TWN,0
129.8,5.7,2018,TWN,0
129.8,5.7,2019,PHL,0
129.8,5.800000000000001,2017,TWN,0
129.8,5.800000000000001,2021,PHL,0
129.8,5.9,2018,TWN,0
129.8,5.9,2019,TWN,0
129.8,6,2017,TWN,0
129.8,6,2018,TWN,0
129.8,6,2019,PHL,0
129.8,6,2020,PNG,0
129.8,6,2021,PNG,0
129.8,6.1000000000000005,2016,PNG,0
129.8,6.1000000000000005,2017,TWN,0
129.8,6.1000000000000005,2019,TWN,0
129.8,6.1000000000000005,2020,TWN,0
129.8,6.1000000000000005,2021,PHL,0
129.8,6.2,2016,PNG,0
129.8,6.2,2017,CHN,0
129.8,6.2,2018,TWN,0
129.8,6.2,2019,PHL,0
129.8,6.2,2020,PHL,0
129.8,6.2,2021,PHL,0
129.8,6.300000000000001,2016,PNG,0
129.8,6.300000000000001,2018,TWN,0
129.8,6.300000000000001,2019,PHL,0
129.8,6.300000000000001,2019,TWN,0
129.8,6.300000000000001,2020,PHL,0
129.8,6.300000000000001,2021,PHL,0
129.8,6.300000000000001,2021,PNG,0
129.8,6.4,2016,PNG,0
129.8,6.4,2017,PHL,0
129.8,6.4,2018,TWN,0
129.8,6.4,2019,CHN,0
129.8,6.4,2019,JPN,0
129.8,6.4,2019,NRU,0
129.8,6.4,2019,PHL,0
129.8,6.4,2019,TWN,0
129.8,6.4,2020,PHL,0
129.8,6.4,2020,PNG,0
129.8,6.4,2020,TWN,0
129.8,6.4,2021,NRU,0
129.8,6.4,2021,PHL,0
129.8,6.4,2021,TWN,0
129.8,6.5,2016,PNG,0
129.8,6.5,2017,PHL,0
129.8,6.5,2017,TWN,0
129.8,6.5,2018,TWN,0
129.8,6.5,2019,JPN,0
129.8,6.5,2019,PNG,0
129.8,6.5,2019,TWN,0
129.8,6.5,2020,JPN,0
129.8,6.5,2020,PHL,0
129.8,6.5,2020,TWN,0
129.8,6.5,2021,PHL,0
129.8,6.5,2021,PNG,0
129.8,6.6000000000000005,2016,PNG,0
129.8,6.6000000000000005,2017,PNG,0
129.8,6.6000000000000005,2018,CHN,0
129.8,6.6000000000000005,2018,PHL,0
129.8,6.6000000000000005,2018,TWN,0
129.8,6.6000000000000005,2019,TWN,0
129.8,6.6000000000000005,2019,USA,0
129.8,6.6000000000000005,2020,PHL,0
129.8,6.6000000000000005,2020,TWN,0
129.8,6.6000000000000005,2021,CHN,0
129.8,6.6000000000000005,2021,NRU,0
129.8,6.6000000000000005,2021,TUV,0
129.8,6.6000000000000005,2021,TWN,0
129.8,6.7,2017,PHL,0
129.8,6.7,2017,PNG,0
129.8,6.7,2017,TWN,0
129.8,6.7,2019,PHL,0
129.8,6.7,2019,PNG,0
129.8,6.7,2019,TWN,0
129.8,6.7,2021,JPN,0
129.8,6.7,2021,TWN,0
129.8,6.800000000000001,2016,PHL,0
129.8,6.800000000000001,2017,JPN,0
129.8,6.800000000000001,2018,TWN,0
129.8,6.800000000000001,2019,TWN,7.119722222222222
129.8,6.800000000000001,2020,KOR,0
129.8,6.9,2016,PHL,0
129.8,6.9,2018,TWN,0
129.8,6.9,2019,TWN,28.740833333333335
129.8,6.9,2020,KOR,0
129.8,6.9,2020,TWN,0
129.8,6.9,2021,JPN,0
129.8,7,2019,TWN,8.23611111111111
129.8,7,2020,KOR,0
129.8,7,2020,TWN,0
129.8,7,2021,JPN,0
129.8,7.1000000000000005,2018,CHN,0
129.8,7.1000000000000005,2018,TWN,1.1347222222222222
129.8,7.1000000000000005,2019,PHL,0
129.8,7.1000000000000005,2020,KOR,0
129.8,7.1000000000000005,2021,JPN,0
129.8,7.2,2019,PHL,0
129.8,7.2,2019,TWN,12.025555555555556
129.8,7.300000000000001,2018,JPN,5.893888888888889
129.8,7.300000000000001,2019,PNG,0
129.8,7.300000000000001,2021,JPN,0
129.8,7.4,2016,JPN,0
129.8,7.4,2018,TWN,4.302222222222222
129.8,7.4,2019,JPN,0
129.8,7.4,2019,TWN,0
129.8,7.5,2018,PNG,0
129.8,7.5,2018,TWN,0.26416666666666666
129.8,7.5,2019,TWN,0
129.9,2.4000000000000004,2019,PHL,0
129.9,2.5,2019,PHL,0
129.9,2.5,2021,KOR,0
129.9,2.7,2019,JPN,20.587222222222223
129.9,2.8000000000000003,2018,JPN,8.856111111111112
129.9,2.8000000000000003,2019,JPN,8.216666666666667
129.9,2.9000000000000004,2016,PHL,0
129.9,2.9000000000000004,2018,JPN,1.2816666666666667
129.9,2.9000000000000004,2019,JPN,0
129.9,3,2018,JPN,13.990833333333333
129.9,3,2019,JPN,37.435
129.9,3.1,2017,JPN,0
129.9,3.1,2017,PHL,0
129.9,3.1,2018,JPN,27.094444444444445
129.9,3.1,2019,JPN,6.679722222222222
129.9,3.2,2017,PHL,0
129.9,3.2,2018,JPN,44.70805555555556
129.9,3.2,2019,JPN,4.234166666666667
129.9,3.3000000000000003,2016,JPN,0
129.9,3.3000000000000003,2016,PHL,0
129.9,3.3000000000000003,2016,PNG,0
129.9,3.3000000000000003,2017,PHL,0
129.9,3.3000000000000003,2018,JPN,22.280555555555555
129.9,3.3000000000000003,2019,JPN,22.619722222222222
129.9,3.4000000000000004,2016,JPN,0
129.9,3.4000000000000004,2016,PHL,0
129.9,3.4000000000000004,2016,PNG,0
129.9,3.4000000000000004,2017,JPN,2.886111111111111
129.9,3.4000000000000004,2018,JPN,10.076944444444443
129.9,3.4000000000000004,2019,JPN,7.523611111111111
129.9,3.5,2016,JPN,8.039166666666667
129.9,3.5,2016,PHL,0
129.9,3.5,2017,JPN,0
129.9,3.5,2018,JPN,19.365833333333335
129.9,3.5,2019,JPN,0
129.9,3.6,2016,PHL,0
129.9,3.6,2018,JPN,5.113611111111111
129.9,3.6,2019,JPN,18.835833333333333
129.9,3.7,2017,JPN,0
129.9,3.7,2019,JPN,18.71388888888889
129.9,3.8,2016,JPN,0
129.9,3.8,2017,JPN,0
129.9,3.8,2018,JPN,56.81777777777778
129.9,3.8,2019,JPN,7.7877777777777775
129.9,3.9,2016,JPN,27.609722222222224
129.9,3.9,2017,FSM,0
129.9,3.9,2018,JPN,0
129.9,3.9,2018,PHL,0
129.9,3.9,2019,JPN,12.704444444444444
129.9,3.9,2019,TWN,0
129.9,3.9,2021,PHL,0
129.9,4,2016,PHL,0
129.9,4,2017,PHL,0
129.9,4,2018,JPN,19.392222222222223
129.9,4,2018,PHL,0
129.9,4,2019,JPN,0
129.9,4,2019,TWN,0
129.9,4.1000000000000005,2017,PHL,0
129.9,4.1000000000000005,2018,JPN,21.429722222222225
129.9,4.1000000000000005,2019,JPN,22.215833333333332
129.9,4.1000000000000005,2020,PHL,0
129.9,4.2,2016,PHL,0
129.9,4.2,2018,PHL,0
129.9,4.2,2019,JPN,7.626944444444445
129.9,4.2,2020,PHL,0
