shapley_value,observed_data,variable_name_code,variable_name
-0.16817389685665504,-112,lon,Longitude
-0.08650023425790442,-18,lon,Longitude
-0.12551489883926026,-27,lon,Longitude
0.2952989515756426,149,lon,Longitude
-0.035733390701090335,-71,lon,Longitude
0.08320510290781462,-27,lon,Longitude
-0.13267276145792134,-123,lon,Longitude
0.10604617494823154,159,lon,Longitude
0.05622880404378898,-179,lon,Longitude
0.00418515004806069,-155,lon,Longitude
0.16493320109405665,122,lon,Longitude
-0.2347336438491519,-40,lon,Longitude
-0.06627177198143654,-114,lon,Longitude
0.2290136051369443,72,lon,Longitude
-0.02054453749767719,-113,lon,Longitude
-0.06677187495718793,-21,lon,Longitude
-0.37637284063003323,-156,lon,Longitude
-0.11794080105176427,-164,lon,Longitude
-0.30930066791063904,-15,lon,Longitude
0.49123316833024455,86,lon,Longitude
-0.08435220870042842,-38,lon,Longitude
0.14412876059883276,138,lon,Longitude
-0.14449137279391366,-58,lon,Longitude
0.046358732452668375,150,lon,Longitude
-0.11134656432996798,-175,lon,Longitude
0.007745492534402117,-24,lon,Longitude
0.013662663810798337,-152,lon,Longitude
0.37572773006133664,150,lon,Longitude
-0.2988768551410882,-39,lon,Longitude
-0.0363913203986252,-122,lon,Longitude
-0.13055613277697833,-80,lon,Longitude
0.1262912454031776,3,lon,Longitude
-0.2067109378550318,-123,lon,Longitude
0.050085792789754405,172,lon,Longitude
-0.19336954003778198,-35,lon,Longitude
-0.11078124625184545,-47,lon,Longitude
-0.1052610706367224,-137,lon,Longitude
-0.16910892215691065,-91,lon,Longitude
0.18047830877048845,144,lon,Longitude
-0.10928595235262491,-138,lon,Longitude
0.1164585428937063,37,lon,Longitude
0.2286000342649176,129,lon,Longitude
0.26228741416725765,82,lon,Longitude
-0.11947453411772331,-151,lon,Longitude
0.04012018321537505,106,lon,Longitude
0.35491773312174585,86,lon,Longitude
-0.18090378171547858,-29,lon,Longitude
0.05961780139557095,9,lon,Longitude
0.06285621243211052,116,lon,Longitude
0.10092601463792666,56,lon,Longitude
0.06754910579271177,-38,lon,Longitude
-0.0983858238396,-102,lon,Longitude
0.1299913825073452,14,lon,Longitude
-0.14065096842011796,-112,lon,Longitude
-0.09299523132527504,-173,lon,Longitude
0.2499288317350941,-168,lon,Longitude
0.0650512802993442,70,lon,Longitude
0.03302345481777697,-1,lon,Longitude
-0.0898904752717509,-164,lon,Longitude
0.04008850521449167,-18,lon,Longitude
-0.06931898410856535,-2,lon,Longitude
-0.004360523560443069,175,lon,Longitude
0.08665867274179409,59,lon,Longitude
0.011586946817575135,-18,lon,Longitude
0.04506304533068663,-148,lon,Longitude
0.1529742254559388,73,lon,Longitude
-0.09281960844770566,-65,lon,Longitude
-0.12338347591935679,-83,lon,Longitude
0.22736073397368456,147,lon,Longitude
-0.05717718248387486,-180,lon,Longitude
-0.15944496166962763,-134,lon,Longitude
-0.14588572762598223,-49,lon,Longitude
-0.20269845822295346,-173,lon,Longitude
-0.05248883010131706,-178,lon,Longitude
0.014965132108603056,-81,lon,Longitude
-0.031207386796938512,-94,lon,Longitude
-0.24509043818570808,-115,lon,Longitude
0.2071311921422483,135,lon,Longitude
0.06310235410994061,-121,lon,Longitude
0.18362893354410215,169,lon,Longitude
-0.4644652855622688,-100,lon,Longitude
0.19702566466631968,158,lon,Longitude
-0.3250564888236292,-108,lon,Longitude
-0.04923915170660036,-23,lon,Longitude
-0.01971848950267324,-125,lon,Longitude
-0.0988196900887205,-16,lon,Longitude
0.01670823887467256,136,lon,Longitude
-0.03886519009814151,-56,lon,Longitude
-0.3904701062077765,-76,lon,Longitude
-0.12897631824422182,-91,lon,Longitude
-0.13312592518109934,-124,lon,Longitude
0.11482408441711502,166,lon,Longitude
-0.006899352979644751,-170,lon,Longitude
0.11208622868554305,52,lon,Longitude
-0.38740438110810066,-7,lon,Longitude
0.15398908457470825,69,lon,Longitude
0.08182396918883439,148,lon,Longitude
-0.45451491992136117,-127,lon,Longitude
0.02751065291232525,141,lon,Longitude
-0.06393575956888067,-18,lon,Longitude
0.2521273219442544,89,lon,Longitude
-0.0862626833546868,-110,lon,Longitude
0.1409177944655778,48,lon,Longitude
0.2758829944207905,113,lon,Longitude
-0.10137721787879413,-156,lon,Longitude
-0.024967373184777118,-132,lon,Longitude
0.18050157465293043,165,lon,Longitude
-0.2071718452494371,-96,lon,Longitude
-0.0754313326130303,-61,lon,Longitude
0.05142866827150829,63,lon,Longitude
-0.06844455018466167,-55,lon,Longitude
0.003864331926526828,-165,lon,Longitude
-0.15911906864816,-150,lon,Longitude
0.22159658874820165,56,lon,Longitude
-0.2190838313622128,-174,lon,Longitude
-0.12882026112949407,-128,lon,Longitude
-0.08258841408655422,-110,lon,Longitude
-0.003531750397313145,11,lon,Longitude
0.01979924718884005,22,lon,Longitude
-0.13820514686888735,-24,lon,Longitude
-0.4040806215463041,-146,lon,Longitude
0.06761938223973107,178,lon,Longitude
0.12501381930645292,156,lon,Longitude
0.12584226914806595,80,lon,Longitude
0.16158214466960025,-168,lon,Longitude
-0.1684367435827359,41,lon,Longitude
0.26838162970763807,55,lon,Longitude
-0.291769059033909,-27,lon,Longitude
0.05262850546007894,-155,lon,Longitude
0.0688638882019101,35,lon,Longitude
0.27387775256776875,52,lon,Longitude
0.5083974818431956,139,lon,Longitude
0.21173557150938543,164,lon,Longitude
0.04406347071589115,13,lon,Longitude
-0.09580933038391926,133,lon,Longitude
0.2862467884822791,52,lon,Longitude
-0.12166318693348521,-139,lon,Longitude
0.17411148321622985,146,lon,Longitude
-0.021293803527630217,6,lon,Longitude
0.11214364389742923,36,lon,Longitude
-0.06560197375816332,-180,lon,Longitude
-0.31150558954711804,-143,lon,Longitude
-0.20598036742934334,-165,lon,Longitude
-0.04525750377842633,-85,lon,Longitude
-0.13865202105203217,-87,lon,Longitude
-0.2589469983284532,-134,lon,Longitude
-0.0703655862241674,-180,lon,Longitude
0.413451608075408,157,lon,Longitude
0.016479144763365275,-169,lon,Longitude
-0.14396888894481794,-49,lon,Longitude
0.2994567484803042,40,lon,Longitude
0.04323192920429094,10,lon,Longitude
-0.17049085483137663,-110,lon,Longitude
0.061239882007757034,157,lon,Longitude
-0.049140191236319096,-107,lon,Longitude
-0.03945315736556772,-140,lon,Longitude
-0.08129094593013568,-62,lon,Longitude
-0.048693811656798404,-159,lon,Longitude
0.04487888971613799,-24,lon,Longitude
0.11208565652629156,52,lon,Longitude
0.12466082324796483,75,lon,Longitude
-0.21341839461728537,-134,lon,Longitude
-0.18501315019172473,-24,lon,Longitude
-0.13832551562038048,-83,lon,Longitude
-0.08069484122185773,-19,lon,Longitude
0.08105041641219159,-156,lon,Longitude
0.39236539920369556,170,lon,Longitude
-0.08839955603526072,-38,lon,Longitude
0.11044365937475019,136,lon,Longitude
0.5429468249542226,177,lon,Longitude
-0.07602837223654386,-152,lon,Longitude
0.18066289583325268,160,lon,Longitude
0.1062153379018001,171,lon,Longitude
-0.24055419180938228,-135,lon,Longitude
0.14836799939024073,65,lon,Longitude
0.052693999166583017,-121,lon,Longitude
-0.07985454837692534,12,lon,Longitude
-0.3112244984257224,-126,lon,Longitude
0.15120426293775283,111,lon,Longitude
-0.1572559329420541,0,lon,Longitude
0.17019372503829924,64,lon,Longitude
-0.06581361266969546,-72,lon,Longitude
-0.1509552834520854,26,lon,Longitude
0.19392867507821063,142,lon,Longitude
-0.15930996065334282,178,lon,Longitude
0.11799931389164764,147,lon,Longitude
0.2478927648314607,157,lon,Longitude
-0.13118834901657117,-46,lon,Longitude
0.3252683962457764,154,lon,Longitude
0.047403644195444426,178,lon,Longitude
-0.09608941568421434,-174,lon,Longitude
-0.26658611058675835,-141,lon,Longitude
-0.20361137987073408,-112,lon,Longitude
-0.054306575060724054,-60,lon,Longitude
0.1252799271118203,150,lon,Longitude
0.07135704654400625,32,lon,Longitude
-0.01760763183011273,-74,lon,Longitude
0.08006091250973,-130,lon,Longitude
0.04839253047839035,17,lon,Longitude
0.5197473327755453,46,lon,Longitude
0.09411138703905929,-19,lon,Longitude
0.21728004997121775,86,lon,Longitude
0.3022424277122426,112,lon,Longitude
0.10347281353987516,156,lon,Longitude
-0.2701150445737865,-172,lon,Longitude
0.06432209165405821,-10,lon,Longitude
-0.05081631987613019,-5,lon,Longitude
-0.07036238243797269,-123,lon,Longitude
0.03952141849857042,11,lon,Longitude
-0.12819204899762462,94,lon,Longitude
0.09487484057543077,139,lon,Longitude
-0.021991925640317097,-46,lon,Longitude
0.11656042942116843,8,lon,Longitude
0.19603257703914845,177,lon,Longitude
0.0669518887618309,175,lon,Longitude
-0.3062775446304804,-142,lon,Longitude
-0.08853962183753697,-126,lon,Longitude
0.1330292333871719,164,lon,Longitude
-0.06802868841412242,-141,lon,Longitude
-0.5120676463441799,-119,lon,Longitude
0.2550487798748095,61,lon,Longitude
-0.14433205948217556,-86,lon,Longitude
0.1790758520988741,-3,lon,Longitude
-0.0015947952107432362,-151,lon,Longitude
-0.336587280518325,-118,lon,Longitude
-0.1936290922211927,-119,lon,Longitude
3.8902091608408534e-4,-120,lon,Longitude
0.12391377341372681,49,lon,Longitude
-0.1573378018768852,-86,lon,Longitude
0.06480051864991704,57,lon,Longitude
-0.06637060079104791,-11,lon,Longitude
-0.15667561629828386,-97,lon,Longitude
0.05394729962999365,164,lon,Longitude
-0.1606701257180234,-19,lon,Longitude
0.17775387619419586,176,lon,Longitude
-0.35676115274120745,-138,lon,Longitude
-0.0033020244360211465,-8,lon,Longitude
0.019981483767430225,21,lon,Longitude
-0.0962865940823989,-121,lon,Longitude
-0.1567214506862434,-123,lon,Longitude
0.137019346149746,176,lon,Longitude
-0.038030362138127174,-178,lon,Longitude
-0.018244904543965705,84,lon,Longitude
-0.015445957153809402,-22,lon,Longitude
0.045531062918117454,-81,lon,Longitude
-0.021111377270941523,-17,lon,Longitude
-0.10339566002044015,-161,lon,Longitude
-0.31418554656520326,1,lon,Longitude
0.3233665168625678,179,lon,Longitude
0.25611076106883157,167,lon,Longitude
0.3992787404936496,55,lon,Longitude
-0.2596552342538033,-54,lon,Longitude
-0.2233938184940475,-33,lon,Longitude
0.5214994712885528,86,lon,Longitude
-0.2764910458318606,-61,lon,Longitude
0.1861676391834472,55,lon,Longitude
0.07948259266431658,-100,lon,Longitude
0.25569648937235323,17,lon,Longitude
-0.010635839261211729,159,lon,Longitude
0.15329797145611723,155,lon,Longitude
-0.03837457776463532,-63,lon,Longitude
0.17654382567297824,115,lon,Longitude
-0.09231071273626743,-96,lon,Longitude
0.13515838254009024,145,lon,Longitude
-0.0487985563589898,-27,lon,Longitude
-0.17372628248611507,82,lon,Longitude
0.0749808465216866,151,lon,Longitude
-0.20046583223175485,-32,lon,Longitude
-0.01836612814991194,-25,lon,Longitude
0.08517847630318388,33,lon,Longitude
0.2102618962962451,165,lon,Longitude
-0.04158627465597136,-25,lon,Longitude
0.0280631666925925,-17,lon,Longitude
0.03767010611091971,-171,lon,Longitude
-0.061328666623332646,-69,lon,Longitude
0.020991831757256836,10,lon,Longitude
-0.5337866950770968,103,lon,Longitude
-0.12503102150485237,77,lon,Longitude
-0.06448640040704177,-135,lon,Longitude
0.0207426704910669,167,lon,Longitude
-0.43486557295599637,-95,lon,Longitude
-0.0940609510616983,-149,lon,Longitude
0.14963046731709048,44,lon,Longitude
-0.31711701793456953,-106,lon,Longitude
0.02986851859837918,-114,lon,Longitude
0.12876782019862484,48,lon,Longitude
-0.04986070361301619,-30,lon,Longitude
0.22880148593782834,-2,lon,Longitude
-0.11125499556059071,-56,lon,Longitude
0.025409296398837607,98,lon,Longitude
-0.1422402219563106,-84,lon,Longitude
-0.11813180323672577,-107,lon,Longitude
-0.03767509542237853,-14,lon,Longitude
0.05930336082016782,103,lon,Longitude
0.08231437093543192,56,lon,Longitude
-0.14292067511928014,-25,lon,Longitude
0.513989073300515,57,lon,Longitude
-0.055376203561708345,-103,lon,Longitude
0.10617706211580283,111,lon,Longitude
0.06824268795337618,165,lon,Longitude
-0.6056115203922782,-100,lon,Longitude
0.226643076164097,42,lon,Longitude
0.013010609101704707,177,lon,Longitude
-0.08668294307782493,-86,lon,Longitude
-0.12005403432609801,-76,lon,Longitude
0.045495515686794094,8,lon,Longitude
-0.3031556045254627,-37,lon,Longitude
0.016443469870269217,-126,lon,Longitude
0.303526176855666,151,lon,Longitude
0.4090004264658494,69,lon,Longitude
-0.03944158472258297,10,lon,Longitude
0.1869829473371526,1,lon,Longitude
-0.2072144245829679,-71,lon,Longitude
-0.2454172761681214,-90,lon,Longitude
-0.28136283819714575,-110,lon,Longitude
-0.05301902943410529,-22,lon,Longitude
-0.11160996778605062,-48,lon,Longitude
-0.19283105071853604,-88,lon,Longitude
0.45579786658387367,167,lon,Longitude
0.24626250725020463,123,lon,Longitude
-0.36756760513077597,-92,lon,Longitude
-0.25042943303000015,-66,lon,Longitude
-0.48357355828610177,-130,lon,Longitude
0.13432418697316206,-17,lon,Longitude
-0.11395463564360882,10,lon,Longitude
0.21386333276630654,62,lon,Longitude
-0.23603293552412755,-82,lon,Longitude
-0.09920458946756895,6,lon,Longitude
-0.05178267734821767,-39,lon,Longitude
0.018765595493940957,141,lon,Longitude
0.05765230848925136,124,lon,Longitude
-0.08660406646941626,-67,lon,Longitude
0.1172042928587076,-33,lon,Longitude
-0.01872096811953109,-34,lon,Longitude
-0.16478928787966352,-35,lon,Longitude
0.04945993792621764,-7,lon,Longitude
0.07982508335403668,-147,lon,Longitude
0.2233820854617556,-158,lon,Longitude
-0.04016416290828069,-118,lon,Longitude
0.3682179680889327,161,lon,Longitude
-0.024155756422410954,155,lon,Longitude
0.113548139824057,-6,lon,Longitude
-0.11950056801310599,-172,lon,Longitude
0.24162149590627413,129,lon,Longitude
