shapley_value,observed_data,variable_name_code,variable_name
0.005034795777285979,-80,lon,Longitude
0.0056421108816536725,-1,lon,Longitude
-7.191152728751425e-4,169,lon,Longitude
0.012324231615549793,47,lon,Longitude
-0.00955086389019491,1,lon,Longitude
0.023900701146541387,-16,lon,Longitude
0.015060707394094082,-168,lon,Longitude
0.01708624494431756,-31,lon,Longitude
-0.013879733485492922,101,lon,Longitude
0.004024498351819211,84,lon,Longitude
0.01761154347098498,163,lon,Longitude
0.015805153625309466,16,lon,Longitude
-0.021585020207897498,-154,lon,Longitude
0.009510137437548607,60,lon,Longitude
0.01099604656432968,46,lon,Longitude
0.010665649509307701,-66,lon,Longitude
0.018356135826303986,-99,lon,Longitude
0.009833134545684309,-1,lon,Longitude
-0.05338341817222176,84,lon,Longitude
-0.03670243270265311,91,lon,Longitude
0.002971695049479621,-136,lon,Longitude
0.04277225530768134,-165,lon,Longitude
0.02334856395120013,-4,lon,Longitude
0.0052586574990606755,39,lon,Longitude
0.0025078772350094316,171,lon,Longitude
0.012367194901751258,-104,lon,Longitude
0.006120286232136952,-163,lon,Longitude
-0.014772436016985403,-105,lon,Longitude
0.03546905736488497,-166,lon,Longitude
-0.04288837220022533,-153,lon,Longitude
-0.08334451300477824,-125,lon,Longitude
0.006331141819271549,-150,lon,Longitude
0.023276277272876796,-33,lon,Longitude
-0.038697525487869505,116,lon,Longitude
-0.01786813818932305,52,lon,Longitude
0.006811210871879613,142,lon,Longitude
0.012369087840041303,-152,lon,Longitude
0.004255875096546001,-38,lon,Longitude
-0.04299404201235505,103,lon,Longitude
-0.02920695228271035,-147,lon,Longitude
0.010027082508166965,63,lon,Longitude
0.008449984323995957,49,lon,Longitude
-0.011641869214472553,-145,lon,Longitude
0.002539533430172491,-56,lon,Longitude
0.01959096070003335,-115,lon,Longitude
0.009349193477306332,60,lon,Longitude
-0.002050515237994379,175,lon,Longitude
0.011094211561630565,66,lon,Longitude
0.01941936014470905,81,lon,Longitude
-0.007420209720026071,100,lon,Longitude
-0.01748570373336434,-136,lon,Longitude
0.005865322196909319,-38,lon,Longitude
0.011817957571951478,4,lon,Longitude
-2.510480933869133e-4,-163,lon,Longitude
-0.03324748555987834,-41,lon,Longitude
0.019025292543327472,-13,lon,Longitude
-0.018062806984541595,-172,lon,Longitude
0.005262732122153287,-98,lon,Longitude
-0.005775384567262598,0,lon,Longitude
0.02057452420657257,-177,lon,Longitude
0.008512369243188118,-180,lon,Longitude
0.003559983570773587,-22,lon,Longitude
-0.06331724809311323,108,lon,Longitude
0.0068830580753930105,-110,lon,Longitude
0.00842237442417877,-173,lon,Longitude
0.012387280700916756,-114,lon,Longitude
0.011025651203462248,-89,lon,Longitude
0.0037979411508036235,121,lon,Longitude
0.01196434720903997,156,lon,Longitude
-0.022715684136143218,89,lon,Longitude
0.002863890814021204,72,lon,Longitude
0.024824768420705877,-27,lon,Longitude
0.00423348645404723,124,lon,Longitude
-0.008643778450191245,71,lon,Longitude
0.02175459051971736,164,lon,Longitude
-0.028036755725217775,83,lon,Longitude
-0.0076792968562972574,39,lon,Longitude
0.0050162168484565875,-67,lon,Longitude
0.007022014308601767,-108,lon,Longitude
-0.03148877241916364,86,lon,Longitude
0.0044756188190964675,-101,lon,Longitude
0.04244439882730394,46,lon,Longitude
-0.019678668536386227,-155,lon,Longitude
0.008233594049447604,171,lon,Longitude
-0.02174880801872858,-20,lon,Longitude
0.009525766354864143,-171,lon,Longitude
0.012071125976823817,20,lon,Longitude
-0.02575408269489685,-31,lon,Longitude
0.010521006815465228,-110,lon,Longitude
-0.020805417951828702,131,lon,Longitude
0.00651291921791889,-75,lon,Longitude
0.05108464058170374,63,lon,Longitude
0.006124023074587719,177,lon,Longitude
-0.030587554874042463,-50,lon,Longitude
0.004840043026560795,71,lon,Longitude
-0.011674938514851239,122,lon,Longitude
-0.0013114169887785518,-149,lon,Longitude
5.161525713982572e-4,-8,lon,Longitude
-0.014080214171478821,12,lon,Longitude
0.03247886447654098,-50,lon,Longitude
-0.024024922924246957,-83,lon,Longitude
-0.01587137259242416,-96,lon,Longitude
-0.004764920438411845,40,lon,Longitude
0.002415049176152224,-124,lon,Longitude
0.005749263857427556,-27,lon,Longitude
-0.03090200443752476,-27,lon,Longitude
-0.014804231383054967,3,lon,Longitude
0.004882215970124859,54,lon,Longitude
0.011546128479238485,-18,lon,Longitude
-0.03823408664425976,109,lon,Longitude
0.008024994434912166,-161,lon,Longitude
-0.004964557970023587,-49,lon,Longitude
0.02330370229443178,-118,lon,Longitude
0.006475883708627119,171,lon,Longitude
0.0028908558647774713,-134,lon,Longitude
-0.025158224144933322,-19,lon,Longitude
0.009715029087217043,-4,lon,Longitude
-0.01059372845168921,115,lon,Longitude
0.0195795655265927,14,lon,Longitude
0.05032234404306807,-154,lon,Longitude
0.010853029530789295,-15,lon,Longitude
-0.028907629825414134,110,lon,Longitude
0.007764145712281989,159,lon,Longitude
0.0030391467444866875,157,lon,Longitude
0.006701503109653771,32,lon,Longitude
-0.042699314835609604,-160,lon,Longitude
1.5373532385456543e-4,-46,lon,Longitude
-0.03543574685106182,108,lon,Longitude
0.01860223237683456,-93,lon,Longitude
-0.010861747597795915,10,lon,Longitude
-0.004177148538223594,-153,lon,Longitude
-0.06433059542617656,125,lon,Longitude
0.005796441775904647,-167,lon,Longitude
0.006598692451553137,48,lon,Longitude
