pixel_id,fishing_hours,pixel_area_m2
108,0,1616351865.0350266
109,0,1616351865.0350113
110,0,1616351865.0349808
111,0,1616351865.0350113
112,0,1616351865.0350037
113,0,1616351865.0350266
114,0,1616351865.034996
115,0,1616351865.035019
116,0,1616351865.034996
117,0,1616351865.035019
118,0,1616351865.0350037
119,0,1616351865.034996
120,0,1616351865.0350037
121,0,1616351865.0350266
122,0,1616351865.034996
123,0,1616351865.035019
124,0,1616351865.034996
125,0,1616351865.035019
126,0,1616351865.0350647
127,0,1616351865.0349274
128,0,1616351865.0349884
129,0,1616351865.0350342
130,0,1616351865.0349426
131,0,1616351865.03508
132,0,1616351865.0349884
133,0,1616351865.0350494
134,0,1616351865.0349884
135,0,1616351865.0350342
136,0,1616351865.0349731
137,0,1616351865.035019
138,0,1616351865.0349884
139,0,1616351865.034958
140,0,1616351865.0350037
141,0,1616351865.0350037
142,0,1616351865.0350647
143,0,1616351865.0350037
144,0,1830647755.5556335
145,0,1830647755.555664
146,0,1830647755.555603
147,0,1830647755.555664
148,0,1830647755.555603
149,0,1830647755.555664
150,0,1830647755.555603
151,0,1830647755.555603
152,0,1830647755.555664
153,0,1830647755.555603
154,0,1830647755.555664
155,0,1830647755.5555115
156,0,1830647755.5556946
157,0,1830647755.555603
158,0,1830647755.5556946
159,0,1830647755.555542
160,0,1830647755.5556335
161,0,1830647755.5556946
162,0,1830647755.5555725
163,0,1830647755.5556335
164,0,1830647755.5555725
165,0,1830647755.555725
166,0,1830647755.5556335
167,0,1830647755.555603
168,0,1830647755.5555725
169,0,1830647755.5556488
170,0,1830647755.5556793
171,0,1830647755.555603
172,0,1830647755.5556793
173,0,1830647755.5556488
174,0,1830647755.5556107
175,0,1830647755.555603
176,0,1830647755.5556412
177,0,1830647755.5556335
178,0,1830647755.5556183
179,0,1830647755.5556412
180,0,1830647755.5556183
181,0,1830647755.555626
182,0,1830647755.555626
183,0,1830647755.5555954
184,0,1830647755.5556335
185,0,1830647755.5556412
186,0,1830647755.5556335
187,0,1830647755.5556335
188,0,1830647755.5556335
189,0,1830647755.5556183
190,0,1830647755.5556488
191,0,1830647755.5556412
192,0,1830647755.5556412
193,0,1830647755.555626
194,0,1830647755.5556183
195,0,1830647755.555626
196,0,1830647755.555626
197,0,1830647755.555626
198,0,1830647755.5556412
199,0,1830647755.5556183
200,0,1830647755.5556183
201,0,1830647755.555626
202,0,1830647755.555626
203,0,1830647755.555626
204,0,1830647755.5556297
205,0,1830647755.5556412
206,0,1830647755.5556946
207,0,1830647755.5555725
208,0,1830647755.5556335
209,0,1830647755.5556335
210,0,1830647755.5555725
211,0,1830647755.555664
212,0,1830647755.5555725
213,0,1830647755.555725
214,0,1830647755.5555725
215,0,1830647755.5556946
216,0,1830647755.555603
217,0,1830647755.555664
218,0,1830647755.555603
219,0,1830647755.555603
220,0,1830647755.555664
221,0,1830647755.555603
222,0,1830647755.555664
223,0,1830647755.555603
224,0,1830647755.555664
225,0,1830647755.555603
226,0,2044359266.548706
227,0,2044359266.548706
228,0,2044359266.5486755
229,0,2044359266.548706
230,0,2044359266.548706
231,0,2044359266.5486755
232,0,2044359266.548706
233,0,2044359266.5486755
234,0,2044359266.548767
235,0,2044359266.548645
236,0,2044359266.5487976
237,0,2044359266.548645
238,0,2044359266.5488281
239,0,2044359266.5486755
240,0,2044359266.548767
241,0,2044359266.548584
242,0,2044359266.5487366
243,0,2044359266.548706
244,0,2044359266.548706
245,0,2044359266.548767
246,0,2044359266.5486755
247,0,2044359266.548767
248,0,2044359266.548706
249,0,2044359266.5487366
250,0,2044359266.548706
251,0,2044359266.5486755
252,0,2044359266.548767
253,0,2044359266.5486755
254,0,2044359266.548706
255,0,2044359266.5486755
256,0,2044359266.5487366
257,0,2044359266.548706
258,0,2044359266.5487213
259,0,2044359266.548706
260,0,2044359266.5486755
261,0,2044359266.5487366
262,0,2044359266.548706
263,0,2044359266.5487213
264,0,2044359266.548706
265,0,2044359266.5487366
266,0,2044359266.5487213
267,0,2044359266.5487213
268,0,2044359266.548706
269,0,2044359266.548668
270,0,2044359266.548729
271,0,2044359266.5487137
272,0,2044359266.5486984
273,0,2044359266.5487137
274,0,2044359266.5487213
275,0,2044359266.5487137
276,0,2044359266.5487137
277,0,2044359266.5487213
278,0,2044359266.5486908
279,0,2044359266.5486984
280,0,2044359266.5487213
281,0,2044359266.5486984
282,0,2044359266.548729
283,0,2044359266.548706
284,0,2044359266.548706
285,0,2044359266.5486984
286,0,2044359266.548729
287,0,2044359266.5487137
288,0,2044359266.548706
289,0,2044359266.548706
290,0,2044359266.548706
291,0,2044359266.548729
292,0,2044359266.548706
293,0,2044359266.548706
294,0,2044359266.548706
295,0,2044359266.548706
296,0,2044359266.548706
297,0,2044359266.548729
298,0,2044359266.5487137
299,0,2044359266.548706
300,0,2044359266.5487213
301,0,2044359266.5487213
302,0,2044359266.5487137
303,0,2044359266.5486908
304,0,2044359266.5487175
305,0,2044359266.5487099
306,0,2044359266.5487137
307,0,2044359266.5487175
308,0,2044359266.5486908
309,0,2044359266.5487137
310,0,2044359266.5487175
311,0,2044359266.548706
312,0,2044359266.5487175
313,0,2044359266.548706
314,0,2044359266.5487213
315,0,2044359266.548767
316,0,2044359266.548645
317,0,2044359266.5487366
318,0,2044359266.548706
319,0,2044359266.548706
320,0,2044359266.548767
321,0,2044359266.5486145
322,0,2044359266.548767
323,0,2044359266.548645
324,0,2044359266.5487976
325,0,2044359266.548645
326,0,2044359266.548767
327,0,2044359266.5486145
328,0,2044359266.548767
329,0,2044359266.548706
330,0,2044359266.5487366
331,0,2044359266.548706
332,0,2044359266.5487366
333,0,2044359266.548706
334,0,2044359266.548706
335,0,2044359266.5487366
336,0,2044359266.548706
337,0,2257428916.505951
338,0,2257428916.5059814
339,0,2257428916.5060425
340,0,2257428916.506012
341,0,2257428916.506012
342,0,2257428916.506012
343,0,2257428916.506012
344,0,2257428916.5059814
345,0,2257428916.506012
346,0,2257428916.505951
347,0,2257428916.5061035
348,0,2257428916.50589
349,0,2257428916.5061035
350,0,2257428916.505951
351,0,2257428916.5060425
352,0,2257428916.5059204
353,0,2257428916.5060425
354,0,2257428916.506012
355,0,2257428916.5059814
356,0,2257428916.506012
357,0,2257428916.5059814
358,0,2257428916.5059814
359,0,2257428916.505951
360,0,2257428916.506012
361,0,2257428916.5060425
362,0,2257428916.50589
363,0,2257428916.506073
364,0,2257428916.5059814
365,0,2257428916.5059814
366,0,2257428916.5059814
367,0,2257428916.5060425
368,0,2257428916.5059814
369,0,2257428916.5059814
370,0,2257428916.506012
371,0,2257428916.5059814
372,0,2257428916.5059814
373,0,2257428916.5059967
374,0,2257428916.505951
375,0,2257428916.506027
376,0,2257428916.5059814
377,0,2257428916.506012
378,0,2257428916.5059814
379,0,2257428916.506012
380,0,2257428916.505966
381,0,2257428916.5059967
382,0,2257428916.506012
383,0,2257428916.5059357
384,0,2257428916.506012
385,0,2257428916.506012
386,0,2257428916.5059967
387,0,2257428916.506012
388,0,2257428916.5059814
389,0,2257428916.506012
390,0,2257428916.5059967
391,0,2257428916.505989
392,0,2257428916.505951
393,0,2257428916.505989
394,0,2257428916.506027
395,0,2257428916.505989
396,0,2257428916.5059814
397,0,2257428916.5060043
398,0,2257428916.5060043
399,0,2257428916.5059967
400,0,2257428916.505974
401,0,2257428916.5059967
402,0,2257428916.505989
403,0,2257428916.505989
404,0,2257428916.5059967
405,0,2257428916.5059967
406,0,2257428916.5059967
407,0,2257428916.5059967
408,0,2257428916.5059967
409,0,2257428916.5059967
410,0,2257428916.505989
411,0,2257428916.505966
412,0,2257428916.506012
413,0,2257428916.5060043
414,0,2257428916.5059967
415,0,2257428916.505989
416,0,2257428916.505974
417,0,2257428916.5060043
418,0,2257428916.5059967
419,0,2257428916.5060005
420,0,2257428916.5059853
421,0,2257428916.505989
422,0,2257428916.5060005
423,0,2257428916.5059814
424,0,2257428916.5059814
425,0,2257428916.505951
426,0,2257428916.5059814
427,0,2257428916.506012
428,0,2257428916.5059204
429,0,2257428916.5060425
430,0,2257428916.5059204
431,0,2257428916.506073
432,0,2257428916.5058594
433,0,2257428916.506073
434,0,2257428916.5059814
435,0,2257428916.506012
436,0,2257428916.505951
437,0,2257428916.5059814
438,0,2257428916.505951
439,0,2257428916.505951
440,0,2257428916.505951
441,0,2257428916.506012
442,0,2257428916.5059814
443,0,2257428916.5059204
444,0,2469796765.383209
445,0,2469796765.3831787
446,0,2469796765.3832703
447,0,2469796765.3831787
448,0,2469796765.3832397
449,0,2469796765.383209
450,0,2469796765.3832703
451,0,2469796765.3831177
452,0,2469796765.383209
453,0,2469796765.3831787
454,0,2469796765.383301
455,0,2469796765.3831177
456,0,2469796765.3832703
457,0,2469796765.383148
458,0,2469796765.383301
459,0,2469796765.3831177
460,0,2469796765.3832703
461,0,2469796765.383209
462,0,2469796765.3831787
463,0,2469796765.3832397
464,0,2469796765.3831787
465,0,2469796765.3831787
466,0,2469796765.3832397
467,0,2469796765.383148
468,0,2469796765.3832703
469,0,2469796765.383148
470,0,2469796765.383194
471,0,2469796765.383209
472,0,2469796765.3832245
473,0,2469796765.383209
474,0,2469796765.3831787
475,0,2469796765.383209
476,0,2469796765.383194
477,0,2469796765.3832397
478,0,2469796765.383209
479,0,2469796765.3832245
480,0,2469796765.383194
481,0,2469796765.3832245
482,0,2469796765.3831787
483,0,2469796765.3832245
484,0,2469796765.383209
485,0,2469796765.3831787
486,0,2469796765.383209
487,0,2469796765.3832397
488,0,2469796765.383194
489,0,2469796765.3832397
490,0,2469796765.383194
491,0,2469796765.383194
492,0,2469796765.383209
493,0,2469796765.383194
494,0,2469796765.383209
495,0,2469796765.383194
496,0,2469796765.3832245
497,0,2469796765.3831863
498,0,2469796765.3832245
499,0,2469796765.3832016
500,0,2469796765.3832016
501,0,2469796765.3832245
502,0,2469796765.383194
503,0,2469796765.3832016
504,0,2469796765.383232
505,0,2469796765.3831863
506,0,2469796765.3832245
507,0,2469796765.3832016
508,0,2469796765.383194
509,0,2469796765.3832016
510,0,2469796765.3832016
511,0,2469796765.383217
512,0,2469796765.383194
513,0,2469796765.383217
514,0,2469796765.3832245
515,0,2469796765.383217
516,0,2469796765.383209
517,0,2469796765.383194
518,0,2469796765.3831787
519,0,2469796765.3831787
520,0,2469796765.3832703
521,0,2469796765.383148
522,0,2469796765.383301
523,0,2469796765.3831177
524,0,2469796765.3832703
525,0,2469796765.383148
526,0,2469796765.383301
527,0,2469796765.3831787
528,0,2469796765.3832397
529,0,2469796765.383148
530,0,2469796765.3832397
531,0,2469796765.383148
532,0,2469796765.383209
533,0,2469796765.3831787
534,0,2469796765.3832397
535,0,2469796765.383148
536,0,2469796765.3831787
537,5.048333333333323,2681401497.1457825
538,12.019166666666695,2681401497.1457825
539,4.014444444444444,2681401497.1458435
540,6.252222222222212,2681401497.145813
541,0,2681401497.1457825
542,0,2681401497.1457214
543,0,2681401497.145874
544,0,2681401497.1457214
545,0,2681401497.145874
546,0,2681401497.145691
547,0,2681401497.1458435
548,0,2681401497.1456604
549,0,2681401497.145935
550,0,2681401497.1456604
551,0,2681401497.1459045
552,0,2681401497.145691
553,0,2681401497.145874
554,0,2681401497.1457825
555,0,2681401497.1457825
556,0,2681401497.145874
557,0,2681401497.1457825
558,0,2681401497.1457825
559,0,2681401497.145813
560,0,2681401497.145813
561,0,2681401497.145752
562,0,2681401497.1457214
563,0,2681401497.1458435
564,0,2681401497.1458435
565,0,2681401497.145752
566,0,2681401497.145813
567,0,2681401497.1457825
568,0,2681401497.145813
569,0,2681401497.145813
570,0,2681401497.145752
571,0,2681401497.1457214
572,0,2681401497.1457825
573,0,2681401497.145813
574,0,2681401497.1458282
575,0,2681401497.145767
576,0,2681401497.145813
577,0,2681401497.145752
578,0,2681401497.1458282
579,0,2681401497.1457825
580,0,2681401497.1457977
581,0,2681401497.1457825
582,0,2681401497.1457977
583,0,2681401497.1457977
584,0,2681401497.145813
585,0,2681401497.1457825
586,0,2681401497.145752
587,0,2681401497.1457977
588,0,2681401497.1457977
589,0,2681401497.1457825
590,0,2681401497.1457825
591,0,2681401497.145813
592,0,2681401497.1457825
593,0,2681401497.1458282
594,0,2681401497.145767
595,0,2681401497.1457825
596,0,2681401497.145813
597,0,2681401497.1457825
598,0,2681401497.1457977
599,0,2681401497.1457825
600,0,2681401497.145813
601,0,2681401497.1457825
602,0,2681401497.1457825
603,0,2681401497.14579
604,0,2681401497.1457977
605,0,2681401497.1458206
606,0,2681401497.1457596
607,0,2681401497.1457977
608,0,2681401497.1457977
609,0,2681401497.145813
610,0,2681401497.14579
611,0,2681401497.145775
612,0,2681401497.1457825
613,0,2681401497.1457977
614,0,2681401497.145813
615,0,2681401497.14579
616,0,2681401497.1457977
617,0,2681401497.1457825
618,0,2681401497.1457977
619,0,2681401497.1458054
620,0,2681401497.145767
621,0,2681401497.14579
622,0,2681401497.1457825
623,0,2681401497.1457977
624,0,2681401497.1457214
625,0,2681401497.1458435
626,0,2681401497.145691
627,0,2681401497.145935
628,0,2681401497.1456604
629,0,2681401497.1459045
630,0,2681401497.145691
631,0.3163888888888888,2681401497.1459045
632,9.155277777777776,2681401497.1457214
633,3.7013888888888857,2681401497.145874
634,5.901666666666657,2681401497.145691
635,3.114444444444441,2681401497.1458435
636,10.030555555555576,2681401497.145752
637,0.5833333333333334,2681401497.1457825
638,5.786388888888882,2681401497.1457825
639,15.290833333333392,2681401497.145813
640,12.101388888888946,2681401497.1457214
641,11.427500000000032,2681401497.1457214
642,3.5836111111111064,2892181028.399597
643,0.6788888888888891,2892181028.3996277
644,0,2892181028.3996277
645,0,2892181028.399658
646,0,2892181028.399658
647,0,2892181028.399536
648,0,2892181028.3996887
649,0,2892181028.399597
650,0,2892181028.3997803
651,0,2892181028.3995667
652,0,2892181028.3996887
653,0,2892181028.3995056
654,0,2892181028.3997803
655,1.2330555555555556,2892181028.399597
656,3.7347222222222167,2892181028.3996887
657,0,2892181028.3995056
658,0,2892181028.3996277
659,0,2892181028.3996277
660,0,2892181028.3996277
661,0,2892181028.3996277
662,0,2892181028.3996277
663,0,2892181028.399658
664,0,2892181028.399597
665,0,2892181028.399658
666,0,2892181028.399658
667,0,2892181028.3995667
668,0,2892181028.399658
669,0,2892181028.399658
670,0,2892181028.399658
671,0,2892181028.399597
672,0,2892181028.399658
673,0,2892181028.399658
674,0,2892181028.399658
675,0,2892181028.3996887
676,0,2892181028.3995667
677,0,2892181028.3996277
678,0,2892181028.399658
679,0,2892181028.3996277
680,0,2892181028.399658
681,0,2892181028.399658
682,0,2892181028.399643
683,0,2892181028.3996277
684,0,2892181028.399658
685,0,2892181028.3996124
686,0,2892181028.3996124
687,0,2892181028.3996277
688,0,2892181028.399643
689,0,2892181028.3996124
690,0,2892181028.399643
691,0,2892181028.399658
692,0,2892181028.3996277
693,0,2892181028.3996277
694,0,2892181028.3996124
695,0,2892181028.3996277
696,0,2892181028.399643
697,0,2892181028.399643
698,0,2892181028.3996277
699,0,2892181028.399597
700,0,2892181028.3996735
701,0,2892181028.3996277
702,0,2892181028.3996735
703,0,2892181028.3996277
704,0,2892181028.3996277
705,0,2892181028.399643
706,0,2892181028.399597
707,0,2892181028.399643
708,0,2892181028.3996353
709,0,2892181028.399643
710,0,2892181028.399643
711,0,2892181028.3996277
712,0,2892181028.3996124
713,0,2892181028.399643
714,0,2892181028.3996506
715,0,2892181028.3996353
716,0,2892181028.399643
717,0,2892181028.399643
718,0,2892181028.399643
719,0,2892181028.399643
720,0,2892181028.39962
721,0,2892181028.399643
722,0,2892181028.3996353
723,0,2892181028.399643
724,0,2892181028.3996277
725,0,2892181028.399643
726,0,2892181028.3996353
727,0,2892181028.399643
728,0,2892181028.399643
729,0,2892181028.3996887
730,0,2892181028.3996887
731,0,2892181028.3995667
732,0,2892181028.3996887
733,0,2892181028.3995667
734,0,2892181028.3997803
735,0,2892181028.399475
736,0,2892181028.3996277
737,3.680833333333328,2892181028.3995056
738,3.3983333333333303,2892181028.3997498
739,11.42444444444447,2892181028.399597
740,5.879166666666661,2892181028.3997192
741,0,2892181028.3995667
742,0,2892181028.399658
743,0,2892181028.399658
744,0,2892181028.399658
745,0,2892181028.3996887
746,0,2892181028.3996277
747,0,3102072872.5794067
748,0,3102072872.5793457
749,0,3102072872.579468
750,0,3102072872.579468
751,57.58046305138873,3102072872.579376
752,21.422777777777835,3102072872.5793457
753,15.143055555555698,3102072872.5794373
754,45.153333333333464,3102072872.5793457
755,11.831111111111142,3102072872.5795593
756,7.5302777777777665,3102072872.579376
757,0,3102072872.5794373
758,0,3102072872.5793457
759,0,3102072872.579529
760,1.0486111111111116,3102072872.5793457
761,12.778776174722308,3102072872.5794983
762,0,3102072872.579315
763,0,3102072872.579376
764,0,3102072872.5794983
765,0,3102072872.5794067
766,0,3102072872.5794373
767,0,3102072872.5794067
768,0,3102072872.579376
769,0,3102072872.5794373
770,0,3102072872.5794067
771,0,3102072872.579529
772,0,3102072872.579254
773,0,3102072872.579529
774,0,3102072872.5794067
775,0,3102072872.579376
776,0,3102072872.5794067
777,0,3102072872.5794373
778,0,3102072872.5794373
779,0,3102072872.5794067
780,0,3102072872.5794373
781,0,3102072872.579376
782,0,3102072872.5794983
783,0,3102072872.5793457
784,0,3102072872.5794983
785,0,3102072872.579315
786,0,3102072872.579468
787,0,3102072872.5793457
788,0,3102072872.579468
789,0,3102072872.579315
790,0,3102072872.5794373
791,0,3102072872.5794067
792,0,3102072872.5794067
793,0,3102072872.5794067
794,0,3102072872.5794373
795,0,3102072872.579376
796,0,3102072872.5794373
797,0,3102072872.579468
798,0,3102072872.579376
799,0,3102072872.5794373
800,0,3102072872.5794373
801,0,3102072872.5794067
802,0,3102072872.579376
803,0,3102072872.5794067
804,0,3102072872.579468
805,0,3102072872.5793915
806,0,3102072872.5793915
807,0,3102072872.579422
808,0,3102072872.5794373
809,0,3102072872.5793915
810,0,3102072872.5794373
811,0,3102072872.579376
812,0,3102072872.5794067
813,0,3102072872.5794067
814,0,3102072872.5793915
815,0,3102072872.579422
816,0,3102072872.5794067
817,0,3102072872.5794373
818,0,3102072872.579422
819,0,3102072872.5794067
820,0,3102072872.579422
821,0,3102072872.5794067
822,0,3102072872.5794373
823,0,3102072872.579422
824,0,3102072872.5793915
825,0,3102072872.5794373
826,0,3102072872.579422
827,0,3102072872.579422
828,0,3102072872.579384
829,0,3102072872.5794144
830,0,3102072872.579422
831,0,3102072872.5794296
832,0,3102072872.5794067
833,0,3102072872.579422
834,0,3102072872.5794144
835,0,3102072872.579422
836,0,3102072872.5794067
837,0,3102072872.5794067
838,0,3102072872.5794067
839,0,3102072872.5794144
840,0,3102072872.579422
841,0,3102072872.5794067
842,0,3102072872.5794067
843,0,3102072872.5794144
844,0,3102072872.579422
845,0,3102072872.5794144
846,0,3102072872.5794144
847,0,3102072872.579422
848,0,3102072872.5794144
849,0,3102072872.5794296
850,0,3102072872.579403
851,0,3102072872.579422
852,0,3102072872.5794144
853,0,3102072872.579418
854,0,3102072872.5794067
855,0,3102072872.579376
856,0,3102072872.579529
857,5.673611111111104,3102072872.579376
858,3.9363888888888865,3102072872.579315
859,0.25333333333333335,3102072872.5794983
860,0,3102072872.579315
861,0,3102072872.579529
862,0,3102072872.5793457
863,0,3102072872.5794067
864,0,3102072872.579315
865,0,3102072872.5795593
866,0,3102072872.579376
867,0,3102072872.579468
868,0,3102072872.579376
869,0,3102072872.5793457
870,0,3102072872.5794373
871,0,3102072872.579468
872,0,3102072872.5793457
873,0,3102072872.579468
874,0,3311014370.3477173
875,0,3311014370.3477783
876,1.6658333333333326,3311014370.3476562
877,73.46400321027794,3311014370.3476562
878,0,3311014370.3478394
879,0,3311014370.3477173
880,0,3311014370.347595
881,0,3311014370.3477173
882,0,3311014370.3477783
883,0,3311014370.3476562
884,0,3311014370.3479004
885,0,3311014370.3477173
886,0,3311014370.3478394
887,0,3311014370.3475037
888,0,3311014370.347931
889,0,3311014370.347595
890,0,3311014370.3476562
891,0,3311014370.34787
892,0,3311014370.3477173
893,0,3311014370.3477173
894,0,3311014370.347748
895,0,3311014370.3477173
896,0,3311014370.3477783
897,0,3311014370.347748
898,0,3311014370.3477173
899,0,3311014370.3476257
900,0,3311014370.347809
901,0,3311014370.347809
902,0,3311014370.3477173
903,0,3311014370.3477173
904,0,3311014370.3477173
905,0,3311014370.3477783
906,0,3311014370.3477783
907,0,3311014370.347748
908,0,3311014370.3477173
909,0,3311014370.347809
910,0,3311014370.3475647
911,0,3311014370.34787
912,0,3311014370.3476562
913,0,3311014370.3478394
914,0,3311014370.347595
915,0,3311014370.3478394
916,0,3311014370.3477173
917,0,3311014370.347687
918,0,3311014370.347748
919,0,3311014370.347748
920,0,3311014370.3477783
921,0,3311014370.3477173
922,0,3311014370.347809
923,0,3311014370.347687
924,65.87916666666666,3311014370.347748
925,67.16113491222221,3311014370.3477173
926,0,3311014370.3477173
927,0,3311014370.3477783
928,0,3311014370.347748
929,0,3311014370.347687
930,0,3311014370.347687
931,0,3311014370.3478394
932,0,3311014370.3476562
933,0,3311014370.3477783
934,0,3311014370.347687
935,22.90138888888894,3311014370.347687
936,35.06944444444453,3311014370.3478394
937,0,3311014370.347687
938,39.87277777777794,3311014370.3477783
939,0,3311014370.347687
940,0,3311014370.3477783
941,0,3311014370.3477783
942,0,3311014370.347748
943,0,3311014370.3477173
944,0,3311014370.3477783
945,0,3311014370.347748
946,0,3311014370.3477173
947,0,3311014370.3477783
948,0,3311014370.347687
949,0,3311014370.347748
950,0,3311014370.347809
951,0,3311014370.347687
952,0,3311014370.347748
953,0,3311014370.347748
954,0,3311014370.347687
955,0,3311014370.347748
956,0,3311014370.347702
957,0,3311014370.347763
958,0,3311014370.3477173
959,0,3311014370.347702
960,0,3311014370.347748
961,0,3311014370.3477173
962,0,3311014370.3477783
963,0,3311014370.3477325
964,0,3311014370.347748
965,0,3311014370.347748
966,0,3311014370.3477325
967,0,3311014370.3477325
968,0,3311014370.347763
969,0,3311014370.3477325
970,0,3311014370.3477173
971,0,3311014370.3477173
972,0,3311014370.3477783
973,0,3311014370.3477325
974,0,3311014370.347702
975,0,3311014370.3477325
976,0,3311014370.347748
977,0,3311014370.3477325
978,0,3311014370.347748
979,0,3311014370.34774
980,0,3311014370.347748
981,0,3311014370.3477325
982,0,3311014370.347748
983,0,3311014370.34774
984,0,3311014370.347702
985,0,3311014370.34774
986,0,3311014370.34774
987,0,3311014370.3477325
988,0,3311014370.34774
989,0,3311014370.347725
990,0,3311014370.347748
991,0,3311014370.34774
992,0,3311014370.3477325
993,0,3311014370.3477554
994,0,3311014370.347725
995,0,3311014370.347748
996,0,3311014370.347725
997,0,3311014370.34774
998,0,3311014370.34774
999,0,3311014370.347744
1000,0,3311014370.34774
1001,0,3311014370.347721
1002,0,3311014370.3477364
1003,0,3311014370.34774
1004,0,3311014370.3477364
1005,0,3311014370.3479004
1006,0,3311014370.347687
1007,3.4261111111111062,3311014370.347595
1008,24.36457093305558,3311014370.3479614
1009,8.683333333333337,3311014370.3475647
1010,0,3311014370.347809
1011,0.04972222222222222,3311014370.347595
1012,0.8013888888888888,3311014370.3478394
1013,0,3311014370.3476562
1014,0,3311014370.3477783
1015,0,3311014370.3477783
1016,0,3311014370.3477173
1017,0,3311014370.3477173
1018,0,3311014370.3478394
1019,0,3311014370.3477173
1020,0,3311014370.3476562
1021,0,3311014370.3477783
1022,0,3311014370.3477783
1023,0,3518942843.069153
1024,60.9166666666668,3518942843.069153
1025,318.0993391586143,3518942843.069031
1026,59.03622955027806,3518942843.069092
1027,0.2922222222222222,3518942843.069275
1028,0,3518942843.069153
1029,0,3518942843.069153
1030,0,3518942843.069031
1031,0,3518942843.069214
1032,0,3518942843.0689697
1033,0,3518942843.069275
1034,0,3518942843.069092
1035,0,3518942843.069336
1036,0,3518942843.0689087
1037,0,3518942843.069275
1038,0,3518942843.069092
1039,0,3518942843.069153
1040,0,3518942843.069092
1041,0,3518942843.069153
1042,0,3518942843.069214
1043,0,3518942843.069153
1044,0,3518942843.069031
1045,0,3518942843.069153
1046,0,3518942843.0691833
1047,0,3518942843.069092
1048,0,3518942843.0690002
1049,0,3518942843.069275
1050,0,3518942843.0691833
1051,0,3518942843.069153
1052,0,3518942843.069092
1053,0,3518942843.0691833
1054,0,3518942843.069153
1055,0,3518942843.069153
1056,0,3518942843.069153
1057,0,3518942843.069092
1058,0,3518942843.069214
1059,0,3518942843.069031
1060,0,3518942843.069214
1061,0,3518942843.0690613
1062,0,3518942843.0692444
1063,0,3518942843.069031
1064,0,3518942843.069214
1065,0,3518942843.069092
1066,0,3518942843.069092
1067,0,3518942843.0691833
1068,0,3518942843.0691223
1069,1.0027777777777782,3518942843.0691833
1070,0,3518942843.0691223
1071,0,3518942843.069214
1072,0,3518942843.0691833
1073,16.086111111111205,3518942843.0691223
1074,0.41583333333333333,3518942843.069153
1075,0,3518942843.069153
1076,0,3518942843.0691223
1077,0,3518942843.0691223
1078,0,3518942843.069153
